RootCAX22,RootCAX23,RootCOL00,RootRBOHD,RootCAX22|RootCAX23,RootCAX22|RootCOL00,RootCAX22|RootRBOHD,RootCAX23|RootCOL00,RootCAX23|RootRBOHD,RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00,RootCAX22|RootCAX23|RootRBOHD,RootCAX22|RootCOL00|RootRBOHD,RootCAX23|RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00|RootRBOHD
,AT4G02725.2,,,,,,,,,,,,,
,AT5G28770.3,,,,,,,,,,,,,
,AT2G22040.1,,,,,,,,,,,,,
,AT5G53580.1,,,,,,,,,,,,,
,AT5G11250.1,,,,,,,,,,,,,
,AT1G65240.1,,,,,,,,,,,,,
,AT2G25410.1,,,,,,,,,,,,,
,AT1G22680.1,,,,,,,,,,,,,
,AT5G44575.1,,,,,,,,,,,,,
,AT3G09020.1,,,,,,,,,,,,,
,AT3G45130.1,,,,,,,,,,,,,
,AT4G33510.2,,,,,,,,,,,,,
,AT5G46710.1,,,,,,,,,,,,,
,AT1G31800.1,,,,,,,,,,,,,
,AT2G04270.5,,,,,,,,,,,,,
,AT2G03530.2,,,,,,,,,,,,,
,AT3G19900.1,,,,,,,,,,,,,
,AT2G31890.1,,,,,,,,,,,,,
,AT3G21020.1,,,,,,,,,,,,,
,AT5G28770.2,,,,,,,,,,,,,
,AT1G70860.2,,,,,,,,,,,,,
,AT3G19170.1,,,,,,,,,,,,,
,AT2G03530.1,,,,,,,,,,,,,
,AT5G28770.1,,,,,,,,,,,,,
,AT2G26670.2,,,,,,,,,,,,,
,AT5G66460.1,,,,,,,,,,,,,
,AT1G68170.1,,,,,,,,,,,,,
,AT5G59120.1,,,,,,,,,,,,,
,AT5G65980.1,,,,,,,,,,,,,
,AT1G10920.1,,,,,,,,,,,,,
,AT5G25190.1,,,,,,,,,,,,,
,AT1G64430.1,,,,,,,,,,,,,
,AT4G04350.1,,,,,,,,,,,,,
,AT3G19170.2,,,,,,,,,,,,,
,AT2G26670.1,,,,,,,,,,,,,
,AT3G21050.1,,,,,,,,,,,,,
,AT5G26320.1,,,,,,,,,,,,,
,AT4G03520.2,,,,,,,,,,,,,
,AT4G15560.1,,,,,,,,,,,,,
,AT3G14110.3,,,,,,,,,,,,,
,AT1G64430.2,,,,,,,,,,,,,
,AT5G07030.1,,,,,,,,,,,,,
,AT1G05310.1,,,,,,,,,,,,,
,AT4G16940.1,,,,,,,,,,,,,
,AT3G53920.1,,,,,,,,,,,,,
,AT4G04972.1,,,,,,,,,,,,,
,AT4G15110.1,,,,,,,,,,,,,
,AT3G45780.1,,,,,,,,,,,,,
,AT1G31170.4,,,,,,,,,,,,,
,AT4G17250.1,,,,,,,,,,,,,
,AT3G45780.2,,,,,,,,,,,,,
,AT5G20830.2,,,,,,,,,,,,,
,AT5G20830.1,,,,,,,,,,,,,
,AT2G29940.1,,,,,,,,,,,,,
,AT4G20260.5,,,,,,,,,,,,,
,AT1G69230.2,,,,,,,,,,,,,
,AT4G27740.1,,,,,,,,,,,,,
,AT3G07470.1,,,,,,,,,,,,,
,AT2G39700.1,,,,,,,,,,,,,
,AT1G70410.2,,,,,,,,,,,,,
,AT3G46480.1,,,,,,,,,,,,,
,AT2G34010.1,,,,,,,,,,,,,
,AT1G69230.1,,,,,,,,,,,,,
,AT3G25480.1,,,,,,,,,,,,,
,AT4G20260.1,,,,,,,,,,,,,
,AT4G20260.2,,,,,,,,,,,,,
,AT2G21730.1,,,,,,,,,,,,,
,AT5G64572.1,,,,,,,,,,,,,
,AT4G20260.3,,,,,,,,,,,,,
,AT4G20260.4,,,,,,,,,,,,,
,AT3G28540.1,,,,,,,,,,,,,
,AT3G28540.2,,,,,,,,,,,,,
,AT5G17870.1,,,,,,,,,,,,,
,AT3G20230.1,,,,,,,,,,,,,
,AT5G52750.1,,,,,,,,,,,,,
,AT3G21600.1,,,,,,,,,,,,,
,AT4G14870.1,,,,,,,,,,,,,
,AT1G24400.1,,,,,,,,,,,,,
,AT2G46100.2,,,,,,,,,,,,,
,AT5G57785.1,,,,,,,,,,,,,
,AT3G21600.2,,,,,,,,,,,,,
,AT4G01940.1,,,,,,,,,,,,,
,AT4G15380.1,,,,,,,,,,,,,
,AT4G37730.1,,,,,,,,,,,,,
,AT3G26240.1,,,,,,,,,,,,,
,AT1G70200.1,,,,,,,,,,,,,
,AT1G72970.2,,,,,,,,,,,,,
,AT5G24380.1,,,,,,,,,,,,,
,AT4G25090.2,,,,,,,,,,,,,
,AT3G10130.1,,,,,,,,,,,,,
,AT3G18900.1,,,,,,,,,,,,,
,AT4G17660.1,,,,,,,,,,,,,
,AT5G22390.1,,,,,,,,,,,,,
,AT3G48320.1,,,,,,,,,,,,,
,AT1G17610.1,,,,,,,,,,,,,
,AT1G53233.1,,,,,,,,,,,,,
,AT1G72970.1,,,,,,,,,,,,,
,AT5G14930.2,,,,,,,,,,,,,
,AT3G06080.2,,,,,,,,,,,,,
,AT2G28780.1,,,,,,,,,,,,,
,AT3G21260.3,,,,,,,,,,,,,
,AT1G31885.1,,,,,,,,,,,,,
,AT1G29180.1,,,,,,,,,,,,,
,AT5G53902.1,,,,,,,,,,,,,
,AT5G53905.1,,,,,,,,,,,,,
,AT1G05575.1,,,,,,,,,,,,,
,AT4G17250.2,,,,,,,,,,,,,
,AT3G43720.2,,,,,,,,,,,,,
,AT1G32928.1,,,,,,,,,,,,,
,AT5G50250.1,,,,,,,,,,,,,
,AT1G70410.3,,,,,,,,,,,,,
,AT3G60750.2,,,,,,,,,,,,,
,AT2G17033.2,,,,,,,,,,,,,
,AT2G40000.1,,,,,,,,,,,,,
,AT2G35640.1,,,,,,,,,,,,,
,AT1G13700.1,,,,,,,,,,,,,
,AT2G17033.1,,,,,,,,,,,,,
,AT3G57800.2,,,,,,,,,,,,,
,AT5G52770.1,,,,,,,,,,,,,
,AT2G05914.1,,,,,,,,,,,,,
,AT5G59330.1,,,,,,,,,,,,,
,AT3G60750.1,,,,,,,,,,,,,
,ATCG00670.1,,,,,,,,,,,,,
,AT4G03510.1,,,,,,,,,,,,,
,AT4G25434.2,,,,,,,,,,,,,
,AT4G25434.1,,,,,,,,,,,,,
,AT3G57800.1,,,,,,,,,,,,,
,AT5G07170.1,,,,,,,,,,,,,
,AT2G47010.2,,,,,,,,,,,,,
,AT5G10690.1,,,,,,,,,,,,,
,AT4G35440.1,,,,,,,,,,,,,
,AT4G33550.1,,,,,,,,,,,,,
,AT3G25560.1,,,,,,,,,,,,,
,AT3G25560.2,,,,,,,,,,,,,
,AT1G67148.1,,,,,,,,,,,,,
,AT2G29995.1,,,,,,,,,,,,,
,AT2G19970.1,,,,,,,,,,,,,
,AT1G23710.1,,,,,,,,,,,,,
,AT5G02790.1,,,,,,,,,,,,,
,AT1G03850.2,,,,,,,,,,,,,
,AT3G25560.3,,,,,,,,,,,,,
,AT4G39780.1,,,,,,,,,,,,,
,AT2G01290.1,,,,,,,,,,,,,
,AT2G47010.1,,,,,,,,,,,,,
,AT1G72220.1,,,,,,,,,,,,,
,AT2G19990.1,,,,,,,,,,,,,
,AT3G23080.1,,,,,,,,,,,,,
,AT4G35440.2,,,,,,,,,,,,,
,AT5G59540.1,,,,,,,,,,,,,
,AT2G23400.1,,,,,,,,,,,,,
,AT1G51860.1,,,,,,,,,,,,,
,AT4G16930.1,,,,,,,,,,,,,
,AT3G50950.2,,,,,,,,,,,,,
,AT4G05110.1,,,,,,,,,,,,,
,AT4G07850.1,,,,,,,,,,,,,
,AT4G14723.1,,,,,,,,,,,,,
,AT5G42310.1,,,,,,,,,,,,,
,AT4G18250.1,,,,,,,,,,,,,
,AT4G13235.1,,,,,,,,,,,,,
,AT3G43720.1,,,,,,,,,,,,,
,AT4G20260.6,,,,,,,,,,,,,
,AT3G18900.2,,,,,,,,,,,,,
,AT3G06080.1,,,,,,,,,,,,,
,AT3G45680.1,,,,,,,,,,,,,
,AT5G45630.1,,,,,,,,,,,,,
,AT1G64660.1,,,,,,,,,,,,,
,AT4G00880.1,,,,,,,,,,,,,
,AT1G01390.1,,,,,,,,,,,,,
,AT1G70410.1,,,,,,,,,,,,,
,AT3G57190.1,,,,,,,,,,,,,
,AT5G46530.1,,,,,,,,,,,,,
,AT1G59620.1,,,,,,,,,,,,,
,ATMG00500.1,,,,,,,,,,,,,
,ATMG00490.1,,,,,,,,,,,,,
,AT2G18260.1,,,,,,,,,,,,,
,AT3G18900.3,,,,,,,,,,,,,
,AT2G34210.1,,,,,,,,,,,,,
,AT4G29020.1,,,,,,,,,,,,,
,AT3G23080.2,,,,,,,,,,,,,
,AT1G68050.1,,,,,,,,,,,,,
,AT3G14110.1,,,,,,,,,,,,,
,AT5G59540.2,,,,,,,,,,,,,
,AT4G04770.1,,,,,,,,,,,,,
,AT2G40020.1,,,,,,,,,,,,,
,AT4G01995.1,,,,,,,,,,,,,
,AT4G39040.1,,,,,,,,,,,,,
,AT3G20365.1,,,,,,,,,,,,,
,AT5G24040.2,,,,,,,,,,,,,
,AT3G21030.1,,,,,,,,,,,,,
,ATMG00530.1,,,,,,,,,,,,,
,AT4G14210.2,,,,,,,,,,,,,
,AT4G14210.1,,,,,,,,,,,,,
,AT3G50710.1,,,,,,,,,,,,,
,AT4G18240.1,,,,,,,,,,,,,
,AT2G40020.3,,,,,,,,,,,,,
,AT5G56330.1,,,,,,,,,,,,,
,AT4G24700.1,,,,,,,,,,,,,
,AT1G01170.1,,,,,,,,,,,,,
,AT1G01180.1,,,,,,,,,,,,,
,AT1G08670.1,,,,,,,,,,,,,
,AT5G07210.1,,,,,,,,,,,,,
,AT2G44745.1,,,,,,,,,,,,,
,AT4G24230.4,,,,,,,,,,,,,
,AT1G68740.1,,,,,,,,,,,,,
,ATMG00580.1,,,,,,,,,,,,,
,AT4G33510.1,,,,,,,,,,,,,
,AT1G01170.2,,,,,,,,,,,,,
,AT3G14110.2,,,,,,,,,,,,,
,AT1G08290.1,,,,,,,,,,,,,
,AT4G24230.6,,,,,,,,,,,,,
,AT5G19600.1,,,,,,,,,,,,,
,AT2G36050.1,,,,,,,,,,,,,
,AT1G59124.1,,,,,,,,,,,,,
,AT2G19190.1,,,,,,,,,,,,,
,AT3G54260.1,,,,,,,,,,,,,
,AT4G25910.1,,,,,,,,,,,,,
,AT3G29240.1,,,,,,,,,,,,,
,AT5G01015.2,,,,,,,,,,,,,
,AT1G15890.1,,,,,,,,,,,,,
,AT1G03310.1,,,,,,,,,,,,,
,AT1G73530.1,,,,,,,,,,,,,
,AT4G31780.2,,,,,,,,,,,,,
,AT1G29179.1,,,,,,,,,,,,,
,AT4G31780.1,,,,,,,,,,,,,
,AT3G52550.1,,,,,,,,,,,,,
,AT4G13280.1,,,,,,,,,,,,,
,ATMG00540.1,,,,,,,,,,,,,
,AT2G34460.1,,,,,,,,,,,,,
,AT2G39410.2,,,,,,,,,,,,,
,AT1G73010.1,,,,,,,,,,,,,
,ATMG00590.1,,,,,,,,,,,,,
,AT1G03310.2,,,,,,,,,,,,,
,AT1G50400.1,,,,,,,,,,,,,
,AT3G29240.2,,,,,,,,,,,,,
,AT4G16146.1,,,,,,,,,,,,,
,AT4G35760.1,,,,,,,,,,,,,
,AT3G01670.1,,,,,,,,,,,,,
,AT3G56040.1,,,,,,,,,,,,,
,AT2G26540.1,,,,,,,,,,,,,
,AT3G07310.1,,,,,,,,,,,,,
,AT2G01990.1,,,,,,,,,,,,,
,AT4G24230.3,,,,,,,,,,,,,
,AT3G17110.1,,,,,,,,,,,,,
,ATMG00550.1,,,,,,,,,,,,,
,AT1G49310.1,,,,,,,,,,,,,
,AT1G78320.1,,,,,,,,,,,,,
,AT1G28010.1,,,,,,,,,,,,,
,AT3G14260.1,,,,,,,,,,,,,
,AT1G07460.1,,,,,,,,,,,,,
,AT2G37450.1,,,,,,,,,,,,,
,AT5G44400.1,,,,,,,,,,,,,
,AT2G18500.1,,,,,,,,,,,,,
,AT1G19210.1,,,,,,,,,,,,,
,AT1G25083.1,,,,,,,,,,,,,
,AT1G08115.1,,,,,,,,,,,,,
,AT5G11840.1,,,,,,,,,,,,,
,ATMG00480.1,,,,,,,,,,,,,
,AT4G17840.1,,,,,,,,,,,,,
,AT1G26208.1,,,,,,,,,,,,,
,AT4G37970.1,,,,,,,,,,,,,
,AT5G14930.3,,,,,,,,,,,,,
,AT1G58007.1,,,,,,,,,,,,,
,AT1G58007.2,,,,,,,,,,,,,
,AT3G05350.1,,,,,,,,,,,,,
,AT1G79510.2,,,,,,,,,,,,,
,AT3G05936.1,,,,,,,,,,,,,
,AT1G18620.1,,,,,,,,,,,,,
,AT5G26570.1,,,,,,,,,,,,,
,AT1G79510.1,,,,,,,,,,,,,
,AT3G12080.2,,,,,,,,,,,,,
,AT1G06170.2,,,,,,,,,,,,,
,AT4G25930.1,,,,,,,,,,,,,
,AT5G26570.2,,,,,,,,,,,,,
,AT3G12080.1,,,,,,,,,,,,,
,AT3G56630.1,,,,,,,,,,,,,
,AT3G48500.2,,,,,,,,,,,,,
,AT1G47580.1,,,,,,,,,,,,,
,AT5G65840.1,,,,,,,,,,,,,
,AT3G19553.1,,,,,,,,,,,,,
,AT4G06536.1,,,,,,,,,,,,,
,AT2G31880.1,,,,,,,,,,,,,
,AT1G44800.1,,,,,,,,,,,,,
,AT5G50770.1,,,,,,,,,,,,,
,AT1G18620.2,,,,,,,,,,,,,
,AT5G13790.1,,,,,,,,,,,,,
,AT3G02830.1,,,,,,,,,,,,,
,AT2G37450.2,,,,,,,,,,,,,
,AT1G49970.1,,,,,,,,,,,,,
,AT2G44010.1,,,,,,,,,,,,,
,AT1G51080.1,,,,,,,,,,,,,
,AT1G51790.1,,,,,,,,,,,,,
,AT1G03880.1,,,,,,,,,,,,,
,AT1G28380.1,,,,,,,,,,,,,
,AT4G23240.1,,,,,,,,,,,,,
,AT1G78915.3,,,,,,,,,,,,,
,AT5G24200.1,,,,,,,,,,,,,
,AT4G34060.2,,,,,,,,,,,,,
,AT3G23050.2,,,,,,,,,,,,,
,ATCG00320.1,,,,,,,,,,,,,
,AT4G04040.1,,,,,,,,,,,,,
,AT3G52180.1,,,,,,,,,,,,,
,AT3G13432.1,,,,,,,,,,,,,
,AT4G34060.1,,,,,,,,,,,,,
,AT2G35660.2,,,,,,,,,,,,,
,AT3G23050.1,,,,,,,,,,,,,
,AT5G19240.1,,,,,,,,,,,,,
,AT4G31560.1,,,,,,,,,,,,,
,AT1G09130.2,,,,,,,,,,,,,
,AT5G05060.1,,,,,,,,,,,,,
,AT4G37560.1,,,,,,,,,,,,,
,AT3G16770.1,,,,,,,,,,,,,
,AT3G62150.1,,,,,,,,,,,,,
,AT1G65620.1,,,,,,,,,,,,,
,AT5G48220.3,,,,,,,,,,,,,
,AT5G22090.1,,,,,,,,,,,,,
,AT1G11410.1,,,,,,,,,,,,,
,AT4G19050.1,,,,,,,,,,,,,
,AT1G03820.1,,,,,,,,,,,,,
,AT1G62710.1,,,,,,,,,,,,,
,AT5G22830.1,,,,,,,,,,,,,
,AT3G52180.2,,,,,,,,,,,,,
,AT4G24230.5,,,,,,,,,,,,,
,AT1G73630.1,,,,,,,,,,,,,
,AT4G00330.1,,,,,,,,,,,,,
,ATMG01220.1,,,,,,,,,,,,,
,AT2G21860.1,,,,,,,,,,,,,
,AT1G53160.1,,,,,,,,,,,,,
,AT5G65280.1,,,,,,,,,,,,,
,AT3G14850.1,,,,,,,,,,,,,
,AT2G41445.1,,,,,,,,,,,,,
,AT5G14470.1,,,,,,,,,,,,,
,AT4G17760.1,,,,,,,,,,,,,
,AT4G14480.1,,,,,,,,,,,,,
,AT5G45840.1,,,,,,,,,,,,,
,AT3G48500.1,,,,,,,,,,,,,
,AT2G13810.1,,,,,,,,,,,,,
,AT1G04560.1,,,,,,,,,,,,,
,AT5G54170.1,,,,,,,,,,,,,
,AT4G17760.2,,,,,,,,,,,,,
,AT4G16563.1,,,,,,,,,,,,,
,AT1G51035.1,,,,,,,,,,,,,
,ATCG00170.1,,,,,,,,,,,,,
,AT1G71710.2,,,,,,,,,,,,,
,AT5G65970.1,,,,,,,,,,,,,
,AT5G01250.1,,,,,,,,,,,,,
,AT3G60170.1,,,,,,,,,,,,,
,ATMG00830.1,,,,,,,,,,,,,
,AT1G78915.1,,,,,,,,,,,,,
,AT2G35660.1,,,,,,,,,,,,,
,AT1G03850.1,,,,,,,,,,,,,
,AT3G60520.1,,,,,,,,,,,,,
,AT3G16570.1,,,,,,,,,,,,,
,AT5G51750.1,,,,,,,,,,,,,
,AT1G55000.2,,,,,,,,,,,,,
,AT1G06170.1,,,,,,,,,,,,,
,AT4G03510.2,,,,,,,,,,,,,
,AT5G21910.1,,,,,,,,,,,,,
,AT2G35660.3,,,,,,,,,,,,,
,AT5G22090.2,,,,,,,,,,,,,
,AT2G23180.1,,,,,,,,,,,,,
,AT5G40450.1,,,,,,,,,,,,,
,AT1G55000.3,,,,,,,,,,,,,
,AT1G37130.1,,,,,,,,,,,,,
,AT1G31190.1,,,,,,,,,,,,,
,AT3G17170.1,,,,,,,,,,,,,
,AT1G14580.1,,,,,,,,,,,,,
,AT1G75770.1,,,,,,,,,,,,,
,AT1G69572.1,,,,,,,,,,,,,
,AT1G55000.1,,,,,,,,,,,,,
,AT2G25900.1,,,,,,,,,,,,,
,AT2G25900.2,,,,,,,,,,,,,
,AT1G71710.1,,,,,,,,,,,,,
,AT4G01680.3,,,,,,,,,,,,,
,AT5G54075.1,,,,,,,,,,,,,
,AT5G20050.1,,,,,,,,,,,,,
,AT3G60490.1,,,,,,,,,,,,,
,AT1G53801.1,,,,,,,,,,,,,
,AT1G20400.1,,,,,,,,,,,,,
,AT1G61480.1,,,,,,,,,,,,,
,AT3G50470.1,,,,,,,,,,,,,
,AT5G18661.1,,,,,,,,,,,,,
,AT3G33528.1,,,,,,,,,,,,,
,AT4G34600.1,,,,,,,,,,,,,
,AT2G35710.3,,,,,,,,,,,,,
,AT5G14260.1,,,,,,,,,,,,,
,AT3G41762.1,,,,,,,,,,,,,
,AT5G47840.1,,,,,,,,,,,,,
,AT4G21250.1,,,,,,,,,,,,,
,AT5G45340.2,,,,,,,,,,,,,
,AT1G14600.1,,,,,,,,,,,,,
,AT3G17470.1,,,,,,,,,,,,,
,AT5G45240.1,,,,,,,,,,,,,
,AT5G14260.2,,,,,,,,,,,,,
,AT5G10580.1,,,,,,,,,,,,,
,AT4G04410.1,,,,,,,,,,,,,
,AT1G14580.2,,,,,,,,,,,,,
,AT3G50950.1,,,,,,,,,,,,,
,AT5G14260.3,,,,,,,,,,,,,
,AT1G65170.1,,,,,,,,,,,,,
,AT1G75490.1,,,,,,,,,,,,,
,AT5G10340.1,,,,,,,,,,,,,
,AT1G79430.2,,,,,,,,,,,,,
,AT1G26600.1,,,,,,,,,,,,,
,AT1G29110.1,,,,,,,,,,,,,
,AT2G20875.1,,,,,,,,,,,,,
,AT4G38820.1,,,,,,,,,,,,,
,AT1G26780.1,,,,,,,,,,,,,
,AT2G29160.1,,,,,,,,,,,,,
,AT2G43520.1,,,,,,,,,,,,,
,AT4G38825.1,,,,,,,,,,,,,
,AT1G62530.1,,,,,,,,,,,,,
,AT1G62530.2,,,,,,,,,,,,,
,AT5G45340.1,,,,,,,,,,,,,
,AT2G25150.1,,,,,,,,,,,,,
,AT2G28160.1,,,,,,,,,,,,,
,AT1G78915.2,,,,,,,,,,,,,
,AT1G52590.1,,,,,,,,,,,,,
,AT1G48660.1,,,,,,,,,,,,,
,AT3G53770.1,,,,,,,,,,,,,
,AT1G53160.2,,,,,,,,,,,,,
,AT1G77930.1,,,,,,,,,,,,,
,AT1G06510.1,,,,,,,,,,,,,
,AT4G01037.1,,,,,,,,,,,,,
,AT1G45230.2,,,,,,,,,,,,,
,AT4G24750.1,,,,,,,,,,,,,
,AT1G79430.1,,,,,,,,,,,,,
,AT1G21670.1,,,,,,,,,,,,,
,AT1G74850.1,,,,,,,,,,,,,
,AT3G03470.1,,,,,,,,,,,,,
,AT3G09170.1,,,,,,,,,,,,,
,AT3G25160.1,,,,,,,,,,,,,
,AT4G00400.1,,,,,,,,,,,,,
,AT1G45230.1,,,,,,,,,,,,,
,AT2G24280.1,,,,,,,,,,,,,
,AT2G39330.1,,,,,,,,,,,,,
,AT5G48320.1,,,,,,,,,,,,,
,AT4G08920.1,,,,,,,,,,,,,
,AT3G58550.1,,,,,,,,,,,,,
,AT1G53800.2,,,,,,,,,,,,,
,AT4G01890.1,,,,,,,,,,,,,
,AT2G44380.1,,,,,,,,,,,,,
,AT5G54070.1,,,,,,,,,,,,,
,AT4G39950.1,,,,,,,,,,,,,
,AT5G48220.2,,,,,,,,,,,,,
,AT1G64390.1,,,,,,,,,,,,,
,AT1G43140.1,,,,,,,,,,,,,
,AT5G03380.1,,,,,,,,,,,,,
,AT4G39040.2,,,,,,,,,,,,,
,AT1G03620.1,,,,,,,,,,,,,
,AT1G53800.1,,,,,,,,,,,,,
,AT3G30720.1,,,,,,,,,,,,,
,ATMG00570.1,,,,,,,,,,,,,
,AT2G19210.1,,,,,,,,,,,,,
,AT3G02170.1,,,,,,,,,,,,,
,AT2G39360.1,,,,,,,,,,,,,
,AT3G18280.1,,,,,,,,,,,,,
,AT3G14760.1,,,,,,,,,,,,,
,AT5G22340.2,,,,,,,,,,,,,
,AT5G22340.1,,,,,,,,,,,,,
,AT5G45840.2,,,,,,,,,,,,,
,AT1G75750.2,,,,,,,,,,,,,
,AT5G25470.1,,,,,,,,,,,,,
,AT1G09130.3,,,,,,,,,,,,,
,AT4G24260.1,,,,,,,,,,,,,
,AT5G66790.1,,,,,,,,,,,,,
,AT1G75750.1,,,,,,,,,,,,,
,AT1G55550.1,,,,,,,,,,,,,
,AT5G26010.1,,,,,,,,,,,,,
,AT4G19985.1,,,,,,,,,,,,,
,AT5G12890.1,,,,,,,,,,,,,
,AT1G05700.1,,,,,,,,,,,,,
,AT4G24265.1,,,,,,,,,,,,,
,AT1G51850.1,,,,,,,,,,,,,
,AT2G24160.1,,,,,,,,,,,,,
,AT1G28327.1,,,,,,,,,,,,,
,AT1G09130.1,,,,,,,,,,,,,
,AT5G25470.2,,,,,,,,,,,,,
,AT3G04220.1,,,,,,,,,,,,,
,AT1G29190.1,,,,,,,,,,,,,
,AT4G01680.1,,,,,,,,,,,,,
,AT4G19390.1,,,,,,,,,,,,,
,AT5G04080.1,,,,,,,,,,,,,
,AT1G52560.1,,,,,,,,,,,,,
,AT4G01680.2,,,,,,,,,,,,,
,AT5G24070.1,,,,,,,,,,,,,
,AT5G37980.1,,,,,,,,,,,,,
,AT4G13820.1,,,,,,,,,,,,,
,AT5G33355.1,,,,,,,,,,,,,
,AT4G18720.1,,,,,,,,,,,,,
,AT5G27807.1,,,,,,,,,,,,,
,AT4G29080.1,,,,,,,,,,,,,
,AT2G07732.1,,,,,,,,,,,,,
,AT3G13540.1,,,,,,,,,,,,,
,AT1G20823.1,,,,,,,,,,,,,
,AT3G43890.1,,,,,,,,,,,,,
,AT1G74430.1,,,,,,,,,,,,,
,AT1G80840.1,,,,,,,,,,,,,
,AT4G29020.2,,,,,,,,,,,,,
,AT1G69570.1,,,,,,,,,,,,,
,AT4G24230.1,,,,,,,,,,,,,
,AT2G01900.1,,,,,,,,,,,,,
,AT1G52560.2,,,,,,,,,,,,,
,AT2G04230.1,,,,,,,,,,,,,
,AT3G57180.1,,,,,,,,,,,,,
,AT5G16715.1,,,,,,,,,,,,,
,AT5G42146.1,,,,,,,,,,,,,
,AT2G23290.1,,,,,,,,,,,,,
,AT4G24230.2,,,,,,,,,,,,,
,AT1G28150.1,,,,,,,,,,,,,
,AT5G63800.1,,,,,,,,,,,,,
,AT5G03380.2,,,,,,,,,,,,,
,AT5G39890.1,,,,,,,,,,,,,
,AT1G11990.1,,,,,,,,,,,,,
,AT1G07985.1,,,,,,,,,,,,,
,AT4G13340.1,,,,,,,,,,,,,
,AT1G13100.1,,,,,,,,,,,,,
,AT2G38270.1,,,,,,,,,,,,,
,AT1G03160.1,,,,,,,,,,,,,
,AT1G03160.2,,,,,,,,,,,,,
,AT2G26692.1,,,,,,,,,,,,,
,AT1G11430.1,,,,,,,,,,,,,
,AT3G16330.1,,,,,,,,,,,,,
,AT3G10320.1,,,,,,,,,,,,,
,AT5G04080.2,,,,,,,,,,,,,
,AT3G29110.1,,,,,,,,,,,,,
,AT1G80650.1,,,,,,,,,,,,,
,AT4G35090.2,,,,,,,,,,,,,
,AT2G47940.2,,,,,,,,,,,,,
,AT2G19310.1,,,,,,,,,,,,,
,AT2G47940.1,,,,,,,,,,,,,
,AT1G62370.1,,,,,,,,,,,,,
,AT1G08810.2,,,,,,,,,,,,,
,AT5G11990.1,,,,,,,,,,,,,
,AT1G70810.1,,,,,,,,,,,,,
,AT4G35090.1,,,,,,,,,,,,,
,AT1G63180.1,,,,,,,,,,,,,
,AT1G26230.2,,,,,,,,,,,,,
,AT1G80820.1,,,,,,,,,,,,,
,AT1G21600.1,,,,,,,,,,,,,
,AT4G28270.1,,,,,,,,,,,,,
,AT3G52530.1,,,,,,,,,,,,,
,AT4G37510.1,,,,,,,,,,,,,
,AT1G52110.1,,,,,,,,,,,,,
,AT1G55200.1,,,,,,,,,,,,,
,AT2G38480.1,,,,,,,,,,,,,
,AT5G50800.1,,,,,,,,,,,,,
,AT2G47180.1,,,,,,,,,,,,,
,AT4G03150.1,,,,,,,,,,,,,
,AT5G04080.3,,,,,,,,,,,,,
,AT1G21600.2,,,,,,,,,,,,,
,AT4G04490.1,,,,,,,,,,,,,
,AT2G18180.1,,,,,,,,,,,,,
,AT5G25045.1,,,,,,,,,,,,,
,AT4G18150.1,,,,,,,,,,,,,
,AT1G10960.1,,,,,,,,,,,,,
,AT4G09760.2,,,,,,,,,,,,,
,AT5G53830.1,,,,,,,,,,,,,
,AT5G61610.1,,,,,,,,,,,,,
,ATCG00065.1,,,,,,,,,,,,,
,AT1G27950.1,,,,,,,,,,,,,
,AT2G32470.1,,,,,,,,,,,,,
,AT3G56250.1,,,,,,,,,,,,,
,AT5G48220.1,,,,,,,,,,,,,
,AT2G28900.1,,,,,,,,,,,,,
,AT3G31425.1,,,,,,,,,,,,,
,AT5G10580.2,,,,,,,,,,,,,
,AT2G30900.1,,,,,,,,,,,,,
,AT4G10150.1,,,,,,,,,,,,,
,AT3G10970.3,,,,,,,,,,,,,
,AT5G14930.1,,,,,,,,,,,,,
,AT5G22630.1,,,,,,,,,,,,,
,AT3G10970.1,,,,,,,,,,,,,
,AT1G77930.2,,,,,,,,,,,,,
,AT4G16190.1,,,,,,,,,,,,,
,AT2G41180.1,,,,,,,,,,,,,
,AT1G68470.1,,,,,,,,,,,,,
,AT4G20110.1,,,,,,,,,,,,,
,AT5G42750.1,,,,,,,,,,,,,
,AT4G20110.2,,,,,,,,,,,,,
,AT4G09760.3,,,,,,,,,,,,,
,AT2G21540.1,,,,,,,,,,,,,
,AT3G10970.2,,,,,,,,,,,,,
,AT1G48260.1,,,,,,,,,,,,,
,AT4G25290.1,,,,,,,,,,,,,
,AT1G18382.1,,,,,,,,,,,,,
,AT1G21350.2,,,,,,,,,,,,,
,AT4G19830.1,,,,,,,,,,,,,
,AT1G78780.1,,,,,,,,,,,,,
,AT4G29670.1,,,,,,,,,,,,,
,AT1G52827.1,,,,,,,,,,,,,
,AT5G26200.1,,,,,,,,,,,,,
,AT2G38470.1,,,,,,,,,,,,,
,AT1G65620.2,,,,,,,,,,,,,
,AT2G46790.1,,,,,,,,,,,,,
,AT2G46790.2,,,,,,,,,,,,,
,AT1G51880.1,,,,,,,,,,,,,
,AT5G27930.1,,,,,,,,,,,,,
,AT2G21540.2,,,,,,,,,,,,,
