tissue,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Root,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Root,Root,Root,Root,Root,Root,Root,Root,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot,Shoot
group,ShootCOL00,ShootCOL00,ShootCOL00,ShootCOL00,ShootCOL00,ShootCOL00,ShootCOL00,ShootCOL00,RootCOL00,RootCOL00,RootCOL00,RootCOL00,RootCOL00,RootCOL00,RootCOL00,RootCOL00,RootCAX23,RootCAX23,RootCAX23,RootCAX23,RootCAX23,RootCAX23,RootCAX23,RootCAX23,ShootCAX22,ShootCAX22,ShootCAX22,ShootCAX22,ShootCAX22,ShootCAX22,ShootCAX22,ShootCAX22,RootCAX22,RootCAX22,RootCAX22,RootCAX22,RootCAX22,RootCAX22,RootCAX22,RootCAX22,ShootCAX23,ShootCAX23,ShootCAX23,ShootCAX23,ShootCAX23,ShootCAX23,ShootCAX23,ShootCAX23
cond,FL,GC,FL,GC,FL,GC,FL,GC,FL,FL,FL,FL,GC,GC,GC,GC,FL,FL,FL,FL,GC,GC,GC,GC,FL,FL,FL,FL,GC,GC,GC,GC,FL,FL,FL,FL,GC,GC,GC,GC,FL,FL,FL,FL,GC,GC,GC,GC
label,FLShoot_COL00_1,GCShoot_COL00_1,FLShoot_COL00_2,GCShoot_COL00_2,FLShoot_COL00_3,GCShoot_COL00_3,FLShoot_COL00_4,GCShoot_COL00_4,FLRoot_COL00_1,FLRoot_COL00_2,FLRoot_COL00_4,FLRoot_COL00_3,GCRoot_COL00_3,GCRoot_COL00_4,GCRoot_COL00_1,GCRoot_COL00_2,FLRoot_CAX23_4,FLRoot_CAX23_3,FLRoot_CAX23_2,FLRoot_CAX23_1,GCRoot_CAX23_4,GCRoot_CAX23_3,GCRoot_CAX23_2,GCRoot_CAX23_1,FLShoot_CAX22_4,FLShoot_CAX22_3,FLShoot_CAX22_2,FLShoot_CAX22_1,GCShoot_CAX22_4,GCShoot_CAX22_3,GCShoot_CAX22_2,GCShoot_CAX22_1,FLRoot_CAX22_4,FLRoot_CAX22_3,FLRoot_CAX22_2,FLRoot_CAX22_1,GCRoot_CAX22_4,GCRoot_CAX22_3,GCRoot_CAX22_2,GCRoot_CAX22_1,FLShoot_CAX23_4,FLShoot_CAX23_3,FLShoot_CAX23_2,FLShoot_CAX23_1,GCShoot_CAX23_4,GCShoot_CAX23_3,GCShoot_CAX23_2,GCShoot_CAX23_1
