Row-names	GCShoot_COL00-GCShoot_RBOHD___log2FoldChange	GCShoot_COL00-GCShoot_RBOHD___padj	COL00-RBOHD_shoot_APEX5_Sig
AT2G41010	1.042408236	0.04025649	Yes
AT2G41410	0.326860776	0.0185038	Yes
AT2G41430	0.421659997	0.001106205	Yes
AT2G41640	1.462942639	4.33E-06	Yes
AT2G41820	-0.414921327	0.037603743	Yes
AT2G42300	0.357921601	0.00657599	Yes
AT2G42650	-0.627858518	0.010057242	Yes
AT2G42870	0.92413346	0.000110169	Yes
AT2G43050	1.36602834	0.017161989	Yes
AT2G43200	0.406572487	0.022515091	Yes
AT2G43290	0.592098539	0.031456531	Yes
AT2G43540	1.296850655	1.54E-05	Yes
AT2G43800	-0.773447076	0.006876442	Yes
AT2G43980	-0.258366393	0.035453519	Yes
AT2G44050	0.295135584	0.036510247	Yes
AT2G44130	0.965552286	0.005169211	Yes
AT2G44530	0.264824854	0.002481521	Yes
AT2G44640	0.343971661	0.011124375	Yes
AT2G44850	0.449106853	0.025532363	Yes
AT2G45070	0.491181006	0.011000527	Yes
AT2G45220	-2.247111552	0.038479171	Yes
AT2G45480	-0.965744385	0.042028251	Yes
AT2G45630	0.751799645	0.00202507	Yes
AT2G45680	0.687535657	0.032606232	Yes
AT2G45685	0.722074556	0.025331616	Yes
AT2G45720	0.424123418	0.016091443	Yes
AT2G45750	1.314067983	0.035339311	Yes
AT2G45800	0.915333649	0.023649965	Yes
AT2G45830	0.886334604	0.015422404	Yes
AT2G46390	0.621489682	0.013516997	Yes
AT2G46420	-0.330351285	0.035408454	Yes
AT2G46490	0.669766273	0.000349015	Yes
AT2G46630	-0.913191012	0.027974463	Yes
AT2G46970	-1.297993741	0.030692794	Yes
AT2G47160	-0.499587933	0.000733726	Yes
AT2G47180	-0.836547916	0.029046916	Yes
AT2G47390	0.146582912	0.041491927	Yes
AT2G47690	-0.400578438	0.030329339	Yes
AT2G47710	0.759879819	0.005664861	Yes
AT2G47840	0.611720566	0.006151709	Yes
AT2G47850	0.386895515	0.032403526	Yes
AT2G47890	0.695944101	0.001475613	Yes
AT2G47910	1.071495299	0.004431763	Yes
AT2G47970	0.672153345	0.007169605	Yes
AT2G47980	-0.203263729	0.015484421	Yes
AT2G48030	0.631694577	0.015379839	Yes
AT3G01220	0.599275598	0.044921262	Yes
AT3G01310	0.427709535	7.06E-05	Yes
AT3G01340	0.351630875	0.030936668	Yes
AT3G01570	1.647050596	0.012512147	Yes
AT3G01610	-0.337740187	0.04563952	Yes
AT3G01690	0.460087266	0.016702504	Yes
AT3G01820	0.320873225	0.044553268	Yes
AT3G01850	0.481336768	0.004208122	Yes
AT3G01930	0.515569066	0.008845944	Yes
AT3G02540	0.538857778	0.000981316	Yes
AT3G02910	0.549381038	0.003186227	Yes
AT3G03000	0.843416151	0.025721516	Yes
AT3G03130	-0.765455512	0.01214345	Yes
AT3G03150	0.789883081	0.002760102	Yes
AT3G03160	0.567553575	0.020076403	Yes
AT3G03470	0.558070727	0.041553223	Yes
AT3G03520	0.6303473	0.000528039	Yes
AT3G04230	0.882225909	0.002730602	Yes
AT3G04550	0.571573755	0.043693015	Yes
AT3G04590	0.443077268	0.017745266	Yes
AT3G04730	0.304474191	0.016589948	Yes
AT3G04780	-0.269900659	0.030398599	Yes
AT3G04910	0.328284585	0.001104375	Yes
AT3G05190	-1.767918617	8.39E-25	Yes
AT3G05200	0.87594812	0.001547733	Yes
AT3G05220	-0.347994039	0.020298637	Yes
AT3G05490	0.860210693	6.28E-05	Yes
AT3G05545	0.27450851	0.035461234	Yes
AT3G05640	0.693940397	0.010205373	Yes
AT3G05690	-0.643677436	0.001877047	Yes
AT3G05800	0.80626187	0.042448107	Yes
AT3G05880	0.677373465	1.26E-06	Yes
AT3G06030	-0.635778188	0.021850033	Yes
AT3G06145	0.955550848	0.000118171	Yes
AT3G06170	0.36467828	0.010093554	Yes
AT3G06350	-0.208241788	0.024482857	Yes
AT3G06570	0.471203106	0.03817437	Yes
AT3G06790	0.402298028	0.016596794	Yes
AT3G07050	-0.423222539	0.00179423	Yes
AT3G07340	0.395214813	0.005388625	Yes
AT3G07350	1.008860162	0.017129366	Yes
AT3G07400	0.239019302	0.018837425	Yes
AT3G07440	0.596280257	0.007803987	Yes
AT3G07460	0.366554211	0.030692794	Yes
AT3G07480	0.420127873	0.041544419	Yes
AT3G07510	0.656040663	0.028564547	Yes
AT3G07610	-0.931121905	4.01E-17	Yes
AT3G07650	0.584562157	0.007351125	Yes
AT3G08040	-0.686762542	0.026111353	Yes
AT3G08720	0.952354912	0.029415531	Yes
AT3G08760	0.654075016	9.70E-06	Yes
AT3G08780	0.515401339	0.008725206	Yes
AT3G09030	0.634266228	0.006696324	Yes
AT3G09270	-1.087480058	0.048117958	Yes
AT3G10020	0.857383326	0.020857382	Yes
AT3G10300	0.977664558	0.018217594	Yes
AT3G10310	-0.572498016	0.039440966	Yes
AT3G10410	0.39336926	0.000323183	Yes
AT3G10525	0.581322969	0.009142734	Yes
AT3G10720	0.633832715	0.016596794	Yes
AT3G10985	0.758803193	0.007661862	Yes
AT3G11110	1.253478029	0.007661862	Yes
AT3G11340	-2.501275247	0.009824773	Yes
AT3G11410	0.541008745	2.90E-05	Yes
AT3G11650	0.701044799	0.007272439	Yes
AT3G11700	0.354836804	0.010991824	Yes
AT3G11710	-0.249403405	0.04563952	Yes
AT3G11820	0.806717627	0.018904983	Yes
AT3G12120	0.355629989	0.000237572	Yes
AT3G12145	-1.315462466	8.03E-05	Yes
AT3G12400	0.464234786	0.025461812	Yes
AT3G12490	0.321914467	0.013606142	Yes
AT3G12630	0.507320567	7.00E-06	Yes
AT3G12700	0.496821274	0.019364548	Yes
AT3G12830	1.080591715	0.006561014	Yes
AT3G12920	-0.482454795	1.73E-05	Yes
AT3G13310	0.966368234	0.00730536	Yes
AT3G13510	-0.511067985	0.025666061	Yes
AT3G13720	0.666679407	0.002338027	Yes
AT3G13790	-0.795578563	0.008725206	Yes
AT3G14000	-0.464178645	0.042247194	Yes
AT3G14067	0.601407824	0.012681181	Yes
AT3G14310	0.566609172	0.00696984	Yes
AT3G14440	1.529609561	0.04216606	Yes
AT3G14530	-3.700738148	0.021318349	Yes
AT3G14540	-3.032292891	0.00017373	Yes
AT3G14570	-0.811857419	0.011610101	Yes
AT3G14595	0.620925612	0.000862551	Yes
AT3G14890	-0.708219063	0.023459374	Yes
AT3G15000	0.478084846	0.013581684	Yes
AT3G15210	1.238034826	0.010981267	Yes
AT3G15395	-0.537760617	0.001482482	Yes
AT3G15530	0.928171822	0.000274899	Yes
AT3G15630	0.663797332	0.010543506	Yes
AT3G15640	0.686483759	0.000229135	Yes
AT3G15760	0.831652434	0.014187006	Yes
AT3G15820	0.581493588	0.011971162	Yes
AT3G15980	-0.152231499	0.043693015	Yes
AT3G16240	1.112187639	0.003142079	Yes
AT3G16470	-0.619824038	0.049010351	Yes
AT3G16500	-0.582330772	0.006700729	Yes
AT3G16510	1.073403073	0.014682602	Yes
AT3G16570	1.218877899	0.000825565	Yes
AT3G16620	-0.634003212	4.65E-06	Yes
AT3G16720	1.254017482	0.001152349	Yes
AT3G16770	0.984224423	0.004645792	Yes
AT3G16830	-0.227996129	0.010848248	Yes
AT3G16910	0.461553122	0.026547652	Yes
AT3G17020	0.359122438	0.040417981	Yes
AT3G17110	-2.640838217	0.030692794	Yes
AT3G17360	-0.539803831	0.046537994	Yes
AT3G17680	-0.64149346	0.042155842	Yes
AT3G17950	0.696604183	0.019722112	Yes
AT3G18050	0.618598255	0.006802	Yes
AT3G18295	0.491600024	0.0028168	Yes
AT3G18790	-0.566839974	0.018699065	Yes
AT3G18930	0.519458319	0.017129366	Yes
AT3G19002	0.374603261	0.046393067	Yes
AT3G19040	0.916577671	0.019004441	Yes
AT3G19050	-0.748625627	0.042041429	Yes
AT3G19210	-0.589658141	0.019211733	Yes
AT3G19380	0.899909644	0.00930433	Yes
AT3G19580	1.271494513	0.039371354	Yes
AT3G19670	-0.235127866	0.039371354	Yes
AT3G19680	0.577535535	0.023649965	Yes
AT3G20310	0.706411981	4.03E-06	Yes
AT3G20340	0.763399182	0.025976008	Yes
AT3G20810	0.877866466	0.002538894	Yes
AT3G21190	-0.353426353	0.033412148	Yes
AT3G21560	-0.426514038	0.00728517	Yes
AT3G21610	0.430279991	0.040590298	Yes
AT3G22380	0.279409636	0.014178078	Yes
AT3G22520	-0.199104854	0.044508212	Yes
AT3G22590	-0.373656792	0.037976108	Yes
AT3G22740	-1.392227195	0.018904983	Yes
AT3G22760	-0.460468092	0.036644265	Yes
AT3G22880	-0.560775949	0.043911135	Yes
AT3G22960	0.318340244	9.47E-06	Yes
AT3G23000	0.408581208	0.024983833	Yes
AT3G23050	0.604560647	0.010941234	Yes
AT3G23170	1.45445995	0.000122805	Yes
AT3G23280	0.309279207	0.000925853	Yes
AT3G23450	-1.904651018	0.000321988	Yes
AT3G23510	-1.00700511	0.006561014	Yes
AT3G23530	-0.391442111	0.000486958	Yes
AT3G23600	0.366941671	0.00930433	Yes
AT3G23670	-0.711115037	0.007106545	Yes
AT3G23820	0.289709105	0.029603487	Yes
AT3G23890	-0.712839609	0.023385865	Yes
AT3G24030	0.577667602	0.00654858	Yes
AT3G24050	0.396189468	0.001551627	Yes
AT3G24090	-0.629034157	0.010093554	Yes
AT3G24170	-0.359889965	0.000381042	Yes
AT3G24515	0.585599326	0.047886128	Yes
AT3G24570	0.276227849	0.0457965	Yes
AT3G25510	0.979228375	0.04614597	Yes
AT3G25560	-0.515447702	0.036510509	Yes
AT3G25600	0.891715679	0.004468813	Yes
AT3G25800	-0.166273768	0.04149988	Yes
AT3G26520	1.275280301	2.82E-05	Yes
AT3G26560	-0.218352385	0.012074868	Yes
AT3G26830	-1.977013893	9.96E-07	Yes
AT3G27090	-0.197857119	0.046270129	Yes
AT3G27470	-0.281835809	0.040590298	Yes
AT3G28153	-0.794178588	0.007106545	Yes
AT3G28920	0.590633694	0.019067038	Yes
AT3G28930	-0.515695423	0.041235225	Yes
AT3G28945	-0.504793125	0.00571196	Yes
AT3G28950	0.406707336	0.037787286	Yes
AT3G29000	1.610942594	0.033412148	Yes
AT3G29320	0.253607057	0.01067162	Yes
AT3G29330	0.401718262	0.017783179	Yes
AT3G29360	0.348625594	0.014145079	Yes
AT3G30122	-0.741784306	0.002897493	Yes
AT3G41761	0.823796695	0.033412148	Yes
AT3G41762	2.125871617	4.53E-05	Yes
AT3G42806	0.575400288	0.013111324	Yes
AT3G43670	0.399346863	0.022677921	Yes
AT3G43720	0.633168272	0.016943063	Yes
AT3G43828	1.481129268	0.022146754	Yes
AT3G44050	-0.622267441	0.047029366	Yes
AT3G45160	-1.134202348	0.044541103	Yes
AT3G45190	-0.195168242	0.020298637	Yes
AT3G45430	0.795643243	0.014258107	Yes
AT3G45640	0.751416437	0.0467878	Yes
AT3G45780	0.31969156	0.002783813	Yes
AT3G46600	0.731894786	0.009184829	Yes
AT3G46640	0.703512539	3.29E-06	Yes
AT3G46660	-1.109125433	0.041728207	Yes
AT3G46880	-1.302265764	0.043906838	Yes
AT3G46970	0.581463807	0.00657599	Yes
AT3G47550	0.43890929	0.028154659	Yes
AT3G47910	-0.155678729	0.032005793	Yes
AT3G48115	0.47455522	0.048117958	Yes
AT3G48360	1.033682985	0.000160769	Yes
AT3G48430	-0.293080046	0.001219095	Yes
AT3G48590	0.464211474	0.003211163	Yes
AT3G48680	0.355203686	0.039259421	Yes
AT3G48860	0.327238867	0.004799886	Yes
AT3G49400	-0.532003423	0.01214345	Yes
AT3G49620	-3.355108284	0.036163726	Yes
AT3G49790	0.48962668	0.044553268	Yes
AT3G49940	0.715110884	0.000642932	Yes
AT3G50120	0.882621789	0.039401713	Yes
AT3G50260	1.629789988	0.020935569	Yes
AT3G50280	-1.391384647	0.013805018	Yes
AT3G50350	0.739833072	0.02231575	Yes
AT3G50500	0.246673912	0.000674632	Yes
AT3G51160	0.366758975	0.031647258	Yes
AT3G51530	-0.377168244	0.015218523	Yes
AT3G51620	-0.247269028	0.007111939	Yes
AT3G51780	0.620979922	0.000302492	Yes
AT3G52180	0.356599521	0.005545269	Yes
AT3G52400	1.738925356	5.00E-05	Yes
AT3G52605	0.880667675	0.007122312	Yes
AT3G52800	0.968335948	0.005267685	Yes
AT3G52860	0.43924099	0.048722963	Yes
AT3G53190	-0.584545842	0.029548277	Yes
AT3G53420	0.530109177	0.037299197	Yes
AT3G53950	0.722797222	0.002471435	Yes
AT3G53980	1.095236118	0.046270129	Yes
AT3G53990	0.63647245	3.61E-05	Yes
AT3G54190	-0.28012791	0.011702252	Yes
AT3G54640	-0.372266388	0.019004441	Yes
AT3G54670	-0.333671653	0.000981316	Yes
AT3G54710	-0.474531224	0.044312431	Yes
AT3G54810	0.669508594	0.014682602	Yes
AT3G55430	0.955763532	0.001523421	Yes
AT3G55450	0.423981101	0.008481402	Yes
AT3G55750	-0.381705977	0.027066335	Yes
AT3G55840	0.473535513	0.034336699	Yes
AT3G56590	-0.391018216	0.000911395	Yes
AT3G56880	0.946835027	0.020490806	Yes
AT3G56990	-0.377885801	0.016943063	Yes
AT3G57060	-0.604237068	0.020298637	Yes
AT3G57090	0.363641977	0.024128938	Yes
AT3G57785	0.595323326	0.003722686	Yes
AT3G58510	-0.448707912	0.00771296	Yes
AT3G58560	-0.187943776	0.002776635	Yes
AT3G58630	0.606319939	0.013606142	Yes
AT3G58680	0.506958754	6.49E-05	Yes
AT3G58795	0.657257218	0.042544844	Yes
AT3G58830	0.336314202	0.045969731	Yes
AT3G59068	0.87402377	0.011596332	Yes
AT3G59070	0.879081237	0.011530538	Yes
AT3G59100	-0.467539601	0.041235225	Yes
AT3G59340	-1.809857211	0.017564883	Yes
AT3G59350	0.716716303	0.042041429	Yes
AT3G59760	-0.536685297	0.001502983	Yes
AT3G59840	0.900578376	0.00180475	Yes
AT3G59940	0.836362709	0.000118171	Yes
AT3G60410	0.523482888	0.000118171	Yes
AT3G60530	0.700644257	0.003411342	Yes
AT3G60800	-0.251481781	0.044044028	Yes
AT3G61260	0.503960264	0.015207136	Yes
AT3G61440	-0.311179704	0.000106657	Yes
AT3G61530	0.437087589	0.024988767	Yes
AT3G61580	0.418520956	0.015422404	Yes
AT3G61590	-0.472143076	0.00728517	Yes
AT3G61640	0.711289327	0.008099266	Yes
AT3G62370	0.369735834	0.04374178	Yes
AT3G62660	0.766586716	2.34E-05	Yes
AT3G63200	0.577157215	0.032983379	Yes
AT3G63280	-0.783268513	0.021500305	Yes
AT3G63380	-1.21958655	0.010093554	Yes
AT3G63390	0.897844952	0.002405358	Yes
AT3G63540	0.954914347	0.0185038	Yes
AT4G00030	0.635075965	0.015090027	Yes
AT4G00150	1.042564952	0.000824414	Yes
AT4G00200	-1.050760425	0.01214345	Yes
AT4G00360	1.150443451	0.000548403	Yes
AT4G00750	0.433112411	0.035453519	Yes
AT4G00900	-0.384247759	0.012223573	Yes
AT4G00940	-0.8570101	0.02231575	Yes
AT4G00975	1.396273067	0.000106657	Yes
AT4G01330	0.395277365	0.000788011	Yes
AT4G01450	-0.623443881	0.033431569	Yes
AT4G01525	1.835533321	0.044541103	Yes
AT4G01560	-0.318258876	0.035408454	Yes
AT4G01950	0.583726781	0.045400976	Yes
AT4G02130	0.353932823	0.039358761	Yes
AT4G02330	0.862788655	0.000259713	Yes
AT4G02340	0.573365458	7.06E-05	Yes
AT4G02410	0.625791027	0.01922689	Yes
AT4G02450	-0.551662582	0.004206961	Yes
AT4G02600	0.330081429	0.015182017	Yes
AT4G02660	-0.49245839	0.0479239	Yes
AT4G02710	-0.506201141	0.004231813	Yes
AT4G02850	-0.880845429	0.025887562	Yes
AT4G02880	0.398005325	5.77E-08	Yes
AT4G02890	0.512056529	5.67E-08	Yes
AT4G02940	-0.336195569	0.042835111	Yes
AT4G03030	0.465637061	0.016402327	Yes
AT4G03090	-0.337204579	0.012761278	Yes
AT4G03610	1.5712904	0.014173051	Yes
AT4G04925	1.070740947	0.012223573	Yes
AT4G04970	-0.293100325	0.002582258	Yes
AT4G05020	-0.889764567	0.000353099	Yes
AT4G05070	1.479971107	3.06E-13	Yes
AT4G05120	-0.671680418	0.015673698	Yes
AT4G05150	0.772282073	2.31E-05	Yes
AT4G05320	-0.511969354	0.000229135	Yes
AT4G05330	0.306429103	0.046159502	Yes
AT4G05410	-0.396858764	0.039401713	Yes
AT4G09020	0.621947232	7.58E-05	Yes
AT4G10050	-0.339095907	0.027186665	Yes
AT4G10390	-0.921707779	0.025532363	Yes
AT4G10810	0.760630022	0.01922689	Yes
AT4G10930	-0.327293032	0.002165486	Yes
AT4G11360	0.80505236	1.68E-05	Yes
AT4G11630	-0.301709743	0.01067162	Yes
AT4G11790	-0.282927348	0.002730602	Yes
AT4G12400	-0.765022307	0.000981316	Yes
AT4G12610	-0.326114813	0.043668934	Yes
AT4G12730	0.594020624	0.04562329	Yes
AT4G13050	-0.202254197	0.009334218	Yes
AT4G13370	-0.453284176	0.035408454	Yes
AT4G13505	0.706273033	0.026111353	Yes
AT4G13510	0.658452014	0.030784141	Yes
AT4G13615	0.880682259	0.001877047	Yes
AT4G13640	0.460510941	0.016032741	Yes
AT4G13850	-0.863395656	2.35E-07	Yes
AT4G14270	0.495341368	0.001551627	Yes
AT4G14290	-0.657930703	0.013853895	Yes
AT4G14330	-0.777569151	0.03594826	Yes
AT4G14390	-2.438040049	0.01214345	Yes
AT4G14430	0.583052584	0.000900173	Yes
AT4G14830	0.815616835	0.010686197	Yes
AT4G15180	-0.195803229	0.001112669	Yes
AT4G15800	1.126563137	1.74E-05	Yes
AT4G16060	0.271286795	0.049010351	Yes
AT4G16140	-0.614612476	0.000859813	Yes
AT4G16190	0.633303666	0.004046234	Yes
AT4G16330	0.339482775	0.036074539	Yes
AT4G16490	0.502782036	0.00665709	Yes
AT4G16780	0.640411872	0.010941234	Yes
AT4G16830	0.456912309	0.000168113	Yes
AT4G17030	-0.79794614	0.009943285	Yes
AT4G17100	0.316404121	0.001533786	Yes
AT4G17140	0.291097734	0.005658621	Yes
AT4G17220	1.224301076	0.043204384	Yes
AT4G17230	0.895255095	0.03594826	Yes
AT4G17330	-0.145077795	0.013087624	Yes
AT4G17340	1.260855064	0.002367069	Yes
AT4G17490	1.627144737	0.033786628	Yes
AT4G17610	-0.377168684	0.02750411	Yes
AT4G17870	0.582266017	0.00696984	Yes
AT4G17895	-0.321217765	0.004808795	Yes
AT4G17900	0.409439661	0.046714069	Yes
AT4G18205	0.603713193	0.019779654	Yes
AT4G18240	0.273678065	0.042247194	Yes
AT4G18930	0.634209216	0.021046158	Yes
AT4G19120	0.350042446	0.001629314	Yes
AT4G19200	0.936382929	7.06E-05	Yes
AT4G19390	0.536519742	0.016731821	Yes
AT4G20150	0.408949648	0.030934685	Yes
AT4G20270	-0.628165612	0.008762415	Yes
AT4G20390	1.16690353	0.004431763	Yes
AT4G20440	0.724885981	0.015182017	Yes
AT4G20840	0.361854483	0.0457965	Yes
AT4G20890	0.260724054	0.004667856	Yes
AT4G21820	-0.855824582	0.020650825	Yes
AT4G21830	-3.003385541	0.008871366	Yes
AT4G21960	0.407275556	0.005049581	Yes
AT4G22120	-0.274917351	0.045449182	Yes
AT4G22130	-0.397442414	0.049077892	Yes
AT4G22190	0.302991492	0.044003862	Yes
AT4G22260	0.261407875	0.049872205	Yes
AT4G22690	0.650729493	0.009616351	Yes
AT4G22700	0.992468917	0.00914863	Yes
AT4G22710	0.986087421	0.010496057	Yes
AT4G22780	0.517904867	0.049640541	Yes
AT4G22790	-1.137289364	0.001858416	Yes
AT4G22860	-0.606263339	0.011992734	Yes
AT4G23271	1.222204369	0.045790154	Yes
AT4G23630	-0.204595128	0.045969731	Yes
AT4G24100	-0.26415921	0.025085487	Yes
AT4G24220	0.816715535	0.000316	Yes
AT4G24240	0.490794309	0.002159722	Yes
AT4G24570	1.904366663	0.018228388	Yes
AT4G24580	0.980080538	0.045724063	Yes
AT4G24790	-0.398402964	0.031464446	Yes
AT4G24805	0.673444097	0.001008986	Yes
AT4G24972	0.624319163	0.03636031	Yes
AT4G25370	0.267927074	0.014682602	Yes
AT4G25390	0.922949589	0.024482857	Yes
AT4G25500	0.393812949	0.007245338	Yes
AT4G25740	0.626919781	0.000911395	Yes
AT4G25890	0.416316575	0.043693015	Yes
AT4G25970	0.249134523	0.039401713	Yes
AT4G26200	1.04846301	0.025532363	Yes
AT4G26520	0.75334063	0.000559435	Yes
AT4G26670	0.565885933	0.000738182	Yes
AT4G27130	0.344968893	0.003318381	Yes
AT4G27280	1.423232461	0.019263287	Yes
AT4G27350	0.716649907	0.011911238	Yes
AT4G27800	0.443994175	0.024128938	Yes
AT4G27950	0.697536112	0.002645221	Yes
AT4G28703	1.809170338	0.001574151	Yes
AT4G29020	-1.340309406	0.040997758	Yes
AT4G29030	-1.342946175	0.00431631	Yes
AT4G29080	-0.649590369	0.02155516	Yes
AT4G29160	0.330637017	0.024482857	Yes
AT4G29240	-0.844314175	0.018174901	Yes
AT4G29260	0.377057328	0.035613998	Yes
AT4G29310	0.273402793	0.043898527	Yes
AT4G29350	0.874279628	5.03E-06	Yes
AT4G29610	1.824985033	1.94E-05	Yes
AT4G29660	0.52429885	0.012984122	Yes
AT4G29700	-0.854595192	0.018217594	Yes
AT4G29830	0.476420958	0.034881671	Yes
AT4G29840	0.320208681	0.006776266	Yes
AT4G29890	0.301602424	0.037703704	Yes
AT4G30290	1.126850099	0.003834452	Yes
AT4G30350	0.396678749	0.019700117	Yes
AT4G30440	0.661924816	0.003847067	Yes
AT4G30660	0.617886235	0.000929189	Yes
AT4G30662	0.633965741	0.015727482	Yes
AT4G30690	0.420752873	0.003478372	Yes
AT4G30845	0.485441322	0.027385736	Yes
AT4G30975	-0.91777681	0.020490806	Yes
AT4G31510	0.489218484	0.000726059	Yes
AT4G31550	0.649469393	9.50E-05	Yes
AT4G31560	0.624016506	0.006468402	Yes
AT4G31580	0.553279613	0.001048807	Yes
AT4G31880	-0.220248718	0.017742687	Yes
AT4G31920	-0.330164582	0.007122312	Yes
AT4G32020	0.695256757	0.002783813	Yes
AT4G32030	0.616787321	0.002964062	Yes
AT4G32060	0.363529361	0.016319299	Yes
AT4G32150	0.563407371	0.001956428	Yes
AT4G32200	0.825592428	0.00665709	Yes
AT4G32470	0.494409746	0.01421272	Yes
AT4G32530	0.41075424	0.002785665	Yes
AT4G32570	0.390247065	0.000701117	Yes
AT4G32730	-0.400679597	0.000235939	Yes
AT4G32890	1.201932908	0.003722686	Yes
AT4G32940	0.437722419	0.045171681	Yes
AT4G33130	-0.637381386	0.034389759	Yes
AT4G33180	0.394441867	0.015302689	Yes
AT4G33490	0.426010381	0.049805234	Yes
AT4G33625	0.426157793	0.043693015	Yes
AT4G33640	0.492492761	9.25E-05	Yes
AT4G33940	0.648427696	0.00665709	Yes
AT4G33960	0.704227725	0.012223573	Yes
AT4G33980	0.833761402	0.000177546	Yes
AT4G33985	1.040889026	0.005079861	Yes
AT4G34215	0.638230072	0.00010349	Yes
AT4G34460	0.455264804	0.003046446	Yes
AT4G34480	0.623487931	0.001282968	Yes
AT4G34730	0.382178743	0.001090112	Yes
AT4G34980	0.297720532	0.033621927	Yes
AT4G35000	0.410235094	0.031236695	Yes
AT4G35050	-0.382755034	0.024128938	Yes
AT4G35060	0.931088107	0.01692413	Yes
AT4G35110	-0.989959717	0.033412148	Yes
AT4G35320	0.409930966	0.008620882	Yes
AT4G35460	0.392688591	0.030347303	Yes
AT4G35490	0.794247728	0.000777815	Yes
AT4G35630	-0.402596709	0.002950493	Yes
AT4G35985	0.832147362	0.029415531	Yes
AT4G36010	1.298676213	9.11E-05	Yes
AT4G36030	0.564304391	0.002907021	Yes
AT4G36032	0.566002612	0.003318381	Yes
AT4G36040	1.157387628	0.000433255	Yes
AT4G36120	-0.725544739	0.000115199	Yes
AT4G36640	-0.508871364	0.016596794	Yes
AT4G36750	0.463873346	0.02190878	Yes
AT4G37450	0.805512719	0.00665709	Yes
AT4G37460	-0.185403458	0.022832433	Yes
AT4G37660	0.677813499	0.003146255	Yes
AT4G37740	-0.592818199	0.015727482	Yes
AT4G37750	-0.975907463	0.033208716	Yes
AT4G37820	-0.465026608	0.009355947	Yes
AT4G37830	0.593476425	0.012223573	Yes
AT4G38070	-0.817164731	0.006282524	Yes
AT4G38225	0.533465538	0.002829547	Yes
AT4G38400	0.823375893	0.001008986	Yes
AT4G38460	0.792916845	0.003318381	Yes
AT4G38550	0.749755455	0.002467782	Yes
AT4G38552	0.818097579	0.000558819	Yes
AT4G38670	0.533217463	0.0131431	Yes
AT4G38690	0.562636402	0.026931887	Yes
AT4G39090	0.932900802	2.10E-05	Yes
AT4G39160	-0.383428901	0.03002815	Yes
AT4G39170	-0.211828798	0.039127035	Yes
AT4G39640	0.519408817	0.045400976	Yes
AT4G39850	-0.179249205	0.017915301	Yes
AT4G40085	0.842602457	0.02392926	Yes
AT5G01360	-1.360966583	0.00571196	Yes
AT5G01410	0.553083024	0.018217594	Yes
AT5G01420	-1.092464215	0.024450065	Yes
AT5G01470	0.39179112	0.041932216	Yes
AT5G01595	1.451378329	0.00728517	Yes
AT5G01750	0.722004908	0.000900173	Yes
AT5G01800	0.288582408	0.040364603	Yes
AT5G01820	0.934431494	0.006151709	Yes
AT5G01910	-0.765974752	0.025544728	Yes
AT5G01920	0.602733807	0.009009299	Yes
AT5G01950	0.270812443	0.04038186	Yes
AT5G02200	0.83488216	0.047625353	Yes
AT5G02270	-0.419682655	0.049010351	Yes
AT5G02690	-0.537129954	0.04082395	Yes
AT5G03230	0.551353591	0.043515413	Yes
AT5G03240	0.497544692	0.002964062	Yes
AT5G03610	-0.633018226	0.000901888	Yes
AT5G03720	0.816013551	0.03522276	Yes
AT5G03870	-0.925272378	0.044274809	Yes
AT5G04170	0.473077718	0.001752913	Yes
AT5G04290	-0.304210759	0.030692794	Yes
AT5G04340	1.556634941	0.001152349	Yes
AT5G04360	0.272425057	0.015422404	Yes
AT5G04750	0.637483471	0.001817286	Yes
AT5G04990	0.319431594	0.015833346	Yes
AT5G05250	-1.805155978	0.044921262	Yes
AT5G05270	-0.71045595	0.003201582	Yes
AT5G05360	0.903310831	5.76E-05	Yes
AT5G05410	1.487209221	0.00688517	Yes
AT5G05440	1.349264576	1.12E-07	Yes
AT5G05710	0.854426304	0.000936823	Yes
AT5G05790	-0.877031407	0.000691162	Yes
AT5G05890	0.346223232	0.041932216	Yes
AT5G07010	-2.287082918	0.001199975	Yes
AT5G07110	1.242116261	0.002140905	Yes
AT5G07350	-0.305226974	0.00180475	Yes
AT5G07470	0.362525162	0.041818082	Yes
AT5G07650	-3.592366089	0.021831631	Yes
AT5G07810	-0.72448015	0.006806024	Yes
AT5G07960	0.574714613	0.03283055	Yes
AT5G08020	-0.631948359	0.006247966	Yes
AT5G08100	0.364974802	0.024116897	Yes
AT5G08180	-0.415277333	0.046084576	Yes
AT5G08290	0.242181866	0.04033629	Yes
AT5G08330	0.891526494	4.07E-05	Yes
AT5G08520	0.275570454	0.02653335	Yes
AT5G08770	0.762808428	0.04082395	Yes
AT5G08780	0.581436939	0.029614305	Yes
AT5G09440	1.102959544	1.21E-06	Yes
AT5G09600	1.20717922	0.000428739	Yes
AT5G09620	0.256084574	0.00657599	Yes
AT5G09820	0.352286484	0.010050802	Yes
AT5G09980	-2.02320274	0.039401713	Yes
AT5G09995	-0.359413671	0.012537062	Yes
AT5G10290	-0.242971317	0.046456208	Yes
AT5G10625	-1.531399578	0.042041429	Yes
AT5G10700	0.89481836	0.006108041	Yes
AT5G10750	1.130222409	9.25E-05	Yes
AT5G10770	0.632931468	0.023649965	Yes
