file	group	cond	label
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	GC	GCShoot_CAX22_4
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	GC	GCShoot_CAX22_3
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	GC	GCShoot_CAX22_2
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	GC	GCShoot_CAX22_1
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	FL	FLShoot_CAX22_4
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	FL	FLShoot_CAX22_3
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	FL	FLShoot_CAX22_2
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Shoot	ShootCAX22	FL	FLShoot_CAX22_1
