gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT4G22485,257.3299568347427,1.0022713824347695,0.16105910767254147,6.223003448352297,4.877266563060558e-10,1.298620995080504e-05
AT5G64120,314.72452927491173,-0.7677105000797588,0.130958569231856,-5.862239520352146,4.566656428827048e-09,6.079589703697448e-05
AT1G51800,186.2742469597912,-1.050274665816446,0.18931697990600813,-5.547704523587293,2.8944448520981956e-08,0.0002568916287732219
AT4G22505,114.14756411155439,1.053418562543738,0.21117227567489022,4.988432118643861,6.087129247074876e-07,0.004051897583315391
AT3G46280,104.76034744674482,-2.1930439206388628,0.4757592446564067,-4.609566593335836,4.035092715872389e-06,0.021487675730563646
AT4G29020,29.687901846042145,1.927945200109471,0.4409403624777182,4.372349106976785,1.2291676794057757e-05,0.05454636438643031
AT4G21120,25.25171169405868,-1.9087469670500867,0.4412483189806944,-4.325788643137241,1.5198710231569878e-05,0.057811551232254225
AT4G22470,76.58272786462425,-1.1291911335170277,0.26832065969703445,-4.208364479992026,2.5722572430511546e-05,0.08561115169185006
AT2G25470,53.399547428784494,-1.289560505359338,0.31150643983586296,-4.139755524922134,3.4767614183923075e-05,0.10285805502901509
AT2G17740,24.05644185610425,-1.7423331743696675,0.4314692719229788,-4.038139649213977,5.387677761294697e-05,0.1434523080722326
AT5G46050,99.93115000312815,-0.8856354456784685,0.2280665605804277,-3.8832323485939058,0.00010307698430260724,0.21111752184932464
AT5G40780,153.66979311731822,-0.6391499786064386,0.163780801063551,-3.90247192867516,9.521528363475752e-05,0.21111752184932464
AT2G39518,17.26827108159002,-2.081470019875595,0.531564414937664,-3.915743720579351,9.012594638280443e-05,0.21111752184932464
AT2G18690,120.06564733058761,-0.750947803331194,0.1971106165526356,-3.809778572381788,0.0001390913074237528,0.264531796533203
AT4G23210,81.94459740075962,-0.9546771125986072,0.25738295232802744,-3.7091699507040303,0.00020793982303589289,0.32568268989139315
AT1G02930,330.5893735802782,-0.4343250049862574,0.11644415140254255,-3.729899696592009,0.00019155601163640707,0.32568268989139315
AT1G50750,199.53951527248023,-0.6211748872021728,0.1670240306394983,-3.719074942832063,0.00019995372456327356,0.32568268989139315
AT3G13790,216.7285807851675,-0.5868403563523908,0.15955100572130138,-3.678073689973881,0.0002350020722961008,0.34762028760866553
AT3G23250,32.22025801284879,-1.3459422165036843,0.3751463694269942,-3.587778867644387,0.0003335069516177441,0.46736611019863444
AT4G02330,139.19746448824907,-0.7103528038700736,0.2055918464230492,-3.4551603880650537,0.0005499655572995247,0.7321691464328572
AT1G66920,113.16319326268479,-0.6745221359057676,0.19893377859529496,-3.3906867937093566,0.0006971772638676042,0.8437746285335831
AT1G73010,41.42610309599854,1.1634655872393493,0.34200383696515557,3.401907994844768,0.0006691716174297122,0.8437746285335831
ATCG01280,16.622840700595894,0.16761527839506005,0.4879281008981737,0.3435245440599042,0.7312038794988982,0.9999999423290417
ATCG01270,1.0723702068774563,1.739209932960834,1.9793516873983699,0.8786765606302259,0.37957667108043036,0.9999999423290417
ATCG01250,11.28447040243572,-0.36918675456763644,0.5787080035768196,-0.6379499718092794,0.5235062467555134,0.9999999423290417
ATCG01240,1.8712157614994187,0.33776703461899893,1.4470668314203852,0.23341495173893234,0.8154392039870816,0.9999999423290417
ATCG01230,1.9082241340314656,-0.0008412672876306838,1.3797103194075777,-0.0006097419695983057,0.9995134963265297,0.9999999423290417
ATCG01220,0.2177341629447253,-0.10764875164060518,3.753213591111247,-0.028681754722286578,0.9771184080038104,0.9999999423290417
ATCG01210,1.6798116513122032,-1.1147684176338692,1.5495554155572981,-0.7194117786571333,0.47188724160498186,0.9999999423290417
ATCG01200,0.40765645085569674,0.9558065710731635,3.855736174738443,0.2478921087327769,0.8042178857069113,0.9999999423290417
ATCG01190,0.499747157852353,1.141100107710832,2.9459506803615487,0.3873452856212745,0.6985006039767292,0.9999999423290417
ATCG01180,4.7857528311910915,1.0822537306058932,0.8964637723223734,1.2072475921723123,0.22733680700450687,0.9999999423290417
ATCG01170,0.1358854836185656,0.5332239486187159,3.8959144708601126,0.13686746785819312,0.891135553686664,0.9999999423290417
ATCG01150,0.11711215361247511,0.5471433051453815,3.8959299170543993,0.14043971960333948,0.8883125771034461,0.9999999423290417
ATCG01140,0.6288710991830093,1.315554781442812,2.906407164839434,0.45263953287683645,0.6508083271235079,0.9999999423290417
ATCG01130,3282.6619793755744,-0.025890814324774497,0.07018328243586375,-0.3689028701163207,0.7122001239664983,0.9999999423290417
ATCG01120,230.18921990738994,-0.0015848912537651618,0.14209895967133343,-0.011153433194943316,0.9911010323580772,0.9999999423290417
ATCG01110,1131.0147657580167,-0.06711273991496179,0.08291863720711855,-0.8093806431879007,0.4182962327940274,0.9999999423290417
AT1G01130,18.84933458154083,-0.03389706689451744,0.4617246597114902,-0.07341402756287288,0.9414766553361245,0.9999999423290417
AT1G01120,368.1121525276866,0.07744873442212404,0.11979701376198172,0.6464997080478381,0.5179557861377584,0.9999999423290417
AT1G01115,1.0165802119711758,-0.4127437475128825,2.0714789928460338,-0.19925075221052962,0.8420666007213584,0.9999999423290417
AT1G01110,15.318361708994258,0.06964863149199678,0.5081669258285835,0.1370585686552353,0.8909845007674595,0.9999999423290417
AT1G01100,195.2087322239709,0.011798637429812044,0.14807066491375354,0.07968247752979549,0.9364897960396033,0.9999999423290417
AT1G01090,598.9217174411292,0.010518593572772019,0.09425078117673812,0.11160218983275755,0.9111388356364999,0.9999999423290417
AT1G01080,347.99538587966,-0.04160203693611611,0.11811650658741332,-0.3522118807783068,0.7246793675557963,0.9999999423290417
AT1G01073,0.21789266627979265,-0.12061358614674304,3.8209132245216098,-0.031566690751487624,0.9748176070741281,0.9999999423290417
AT1G01070,41.01451498244536,0.10023318382212709,0.3181551596737152,0.3150449734177546,0.7527275073456121,0.9999999423290417
AT1G01060,458.47495779448434,0.06790704321482052,0.22837976436733745,0.2973426450584975,0.7662049269969746,0.9999999423290417
AT1G01050,271.2564864883993,-0.016504931729616253,0.1289152661509358,-0.1280293034518662,0.8981257830659408,0.9999999423290417
AT1G01046,2.653827108277395,-0.16800171906918743,1.2461226651516901,-0.13481956774194184,0.8927545342670388,0.9999999423290417
AT1G01040,507.17307039555556,0.018885284877011105,0.09799212815166106,0.1927224689699831,0.8471763256324177,0.9999999423290417
AT1G01030,92.0676294628959,0.1667999328933957,0.22166340203444532,0.75249198272016,0.45175524941951994,0.9999999423290417
AT1G01020,126.356747441574,0.09978522286101266,0.17706297436548887,0.5635578144928173,0.5730551034109779,0.9999999423290417
