Entrez ID,FLRoot_COL00_1,GCRoot_COL00_1,FLRoot_COL00_2,GCRoot_COL00_2,FLRoot_COL00_3,GCRoot_COL00_3,FLRoot_COL00_4,GCRoot_COL00_4
839181,9.0085,2,9.0264,2,8.8279,2,9.0005,2.3132
817626,9.9861,5.6478,9.5821,3.7877,9.4662,4.7569,10.2938,3.7759
818780,7.4399,3.3151,9.3419,3.5294,8.8249,3.5865,9.3907,3.2955
825184,8.8317,2,7.0383,2.8112,4.1574,2.5857,8.7827,3.4314
831173,7.8511,3.0815,7.1203,2,7.4643,3.0012,8.0677,2.5704
819053,8.0582,3.3151,6.4512,2,3.3869,4.0892,8.364,2.3132
829327,6.4461,2,6.1276,2,5.5662,2,7.7771,2
823196,2,2,2,2,8.5998,2,2,2
838504,8.2342,8.5831,3.5473,2.9585,7.1068,7.7165,6.363,4.0538
823742,7.6792,2,2,6.6306,4.5474,4.4613,2,5.4832
833883,7.2065,2,6.3576,2,5.9998,2.5857,6.3341,3.2955
835483,2,8.1787,2.3501,5.1268,2,2.5857,3.8683,2
817616,6.7939,2,6.2576,2.4619,5.3218,2,6.0082,2
839180,6.8625,3.9915,6.6693,2.8112,6.8655,3.0012,7.6304,2.5704
838314,8.6765,8.9689,5.2501,2.9585,7.2183,7.5258,7.1483,4.2866
841381,8.6992,6.6112,6.7888,4.3109,7.4567,3.809,9.564,4.4871
822481,7.3567,2.4564,5.2079,2.2493,5.7257,2.3224,6.2124,2.3132
823261,2,2,2,2,7.9086,2,2,2
823181,2,5.6043,2.3501,2,7.2623,2,2,2
835479,2,7.7702,2.3501,4.7355,2,2,3.5035,2
835133,6.4099,5.6043,4.3561,5.9212,2,6.5568,2,2
835503,2,7.7702,2,4.7355,2.5474,2,3.5035,2
823237,2,2,2,2,7.6146,2,2,2
842201,6.4639,2,6.539,2.4619,5.6213,3.0012,6.1965,2.978
832750,10.2379,6.7964,9.9617,5.8663,10.0484,7.1315,9.8558,6.0876
828959,6.2139,2,6.7451,3.0922,5.4184,2.5857,4.9118,2
815100,12.7851,8.1638,11.0536,8.316,10.5624,8.9652,13.1765,9.6088
6241066,2.345,7.7702,2.6316,4.9619,2.9433,2,3.6974,2.5704
7922423,2,7.7702,2.8671,4.7758,3.1068,2.5857,3.6974,2
843523,2,6.5438,2.8671,6.5631,6.2478,6.306,5.9711,3.2955
823182,2,3.5162,2,2,7.3789,2,2,2
826796,5.3094,6.8899,3.7957,2,5.6481,6.8477,3.9467,2.3132
827890,5.9369,2.4564,5.7979,3.2145,5.7506,2.3224,6.3194,2
843047,4.7954,2.4564,5.9847,2,6.0808,2,5.2882,2
825213,6.3728,3.8498,5.3699,2,5.5089,4.0892,6.9907,2
830650,4.9547,7.9973,4.9244,8.0256,4.3655,8.2263,4.0918,7.833
843832,9.0385,9.9261,5.7098,4.9266,8.0256,9.2923,7.1062,5.9359
837327,10.0726,6.4486,9.6087,6.6739,10.3421,6.192,9.6631,6.644
835262,3.3899,4.6344,5.4078,6.4179,4.1574,7.269,2,7.0339
837817,6.1713,6.7964,2,2.9585,5.4793,6.9447,4.6084,3.7759
827971,7.7819,7.4277,3.0695,3.7877,6.9754,7.0791,5.704,4.3566
827113,10.0683,6.3468,10.06,6.0418,9.9374,6.9795,9.531,6.9114
823236,2,2,2,2,7.0971,2,2,2
821225,7.9299,7.9719,3.5473,4.1362,7.126,7.4285,5.5366,4.5482
818952,6.3539,2.8025,5.0731,3.2145,5.3869,2.5857,7.14,2.978
819093,8.2445,8.8576,4.2766,4.4166,7.1912,7.7902,5.8334,5.2822
832290,5.7175,2.8025,5.8538,3.2145,4.657,2.3224,7.2368,3.1455
830830,4.9035,6.4238,5.616,4.562,7.2881,10.033,5.4585,5.4193
821726,7.0969,5.0124,8.1337,4.255,6.2824,5.0895,8.968,4.4871
3769440,2,2,2,2,6.9324,2,2,2
817435,4.4119,8.3197,3.7957,6.5163,3.823,6.0896,3.3959,6.4008
834435,4.4119,2,4.0076,3.6207,3.2537,4.0017,7.5129,2
817471,7.1195,4.4502,7.1762,3.0922,7.8405,4.86,5.7916,3.8746
841610,6.9407,10.2169,6.6536,10.1167,7.182,10.0219,7.0976,10.298
844423,10.5111,10.3129,6.7001,6.5044,9.7963,10.1225,8.8858,7.1369
815086,6.0353,3.3151,5.9338,2.4619,5.0676,2,6.4191,4.0538
817474,5.0981,2.8025,5.4806,2,6.061,2,4.0918,2
835280,8.7215,8.5143,4.5714,4.6073,7.7812,7.8726,6.7274,5.5142
835135,5.7175,4.9443,3.7957,4.8532,2,5.8601,2,2
835478,2.345,7.7801,3.7957,4.8903,3.6214,3.9086,4.2853,2.5704
825182,5.0981,2.4564,3.7957,2.2493,5.1449,2.5857,6.5504,2
820152,6.2347,3.3151,4.6366,2.2493,4.3655,2.8083,7.0182,3.1455
843349,6.8079,6.6965,2.8671,2.6471,5.4184,5.0464,5.2578,2.978
838347,7.5185,5.2566,4.0076,2.4619,4.6032,5.172,7.2677,4.1356
831420,5.7175,6.717,3.0695,2.8112,6.3974,6.6604,3.5035,3.9669
843584,9.0236,9.6199,5.616,5.3026,8.0808,8.7934,7.3637,5.8894
839183,5.3094,2,4.5714,2,5.3218,2.3224,5.7484,2.3132
823174,2,2,2,2,6.7465,2,2,2
823225,2,2,2,2,6.7465,2,2,2
823263,2,2,2,2,6.7465,2,2,2
843328,5.8314,2.8025,6.1047,2.9585,5.0676,3.3233,6.0968,2
814986,5.0041,2,5.1643,2,4.0808,2.3224,5.9898,2
839165,5.9369,2.4564,5.4078,2.2493,5.3218,2.5857,5.6346,2.5704
835139,4.6786,2,2.6316,4.255,2,6.3945,2,2
817946,5.4937,9.8813,8.3676,10.4513,8.4781,9.9867,8.157,10.3926
822175,7.4753,3.8498,5.5156,7.4844,8.3452,7.5872,5.8334,8.8048
837072,6.6147,3.8498,7.302,4.0067,6.9964,4.2497,7.3053,3.8746
843421,3.0569,6.293,5.0731,5.5317,2.2995,5.494,2,5.1701
817197,6.1713,3.5162,6.5727,3.9373,6.4287,2.8083,7.1316,4.2866
835507,5.4937,6.7964,2.6316,3.5294,6.2824,7.2117,4.0918,4.4233
834841,2,7.4402,5.3699,5.555,4.2994,4.0017,3.8683,5.9809
841611,5.5612,8.8896,6.0815,8.8707,5.6745,8.9419,6.0795,8.8898
816073,3.3899,2.4564,2,2,2.5474,3.3233,6.9532,2.3132
818996,6.1273,3.6926,6.7598,5.0953,2.7589,3.3233,7.054,5.7918
838206,4.6786,6.0228,7.2194,5.8092,2.2995,5.5257,3.3959,3.5556
828878,9.0562,9.3208,4.5031,6.7159,8.7309,8.9738,7.5064,7.4566
829100,11.3682,11.7792,7.6798,8.0256,10.7048,11.3382,9.2567,8.857
823892,5.7468,2.8025,6.845,3.5294,5.9789,3.9086,6.8344,3.67
5008156,2.345,2,2.6316,5.1878,2.5474,2.8083,6.3046,2
828970,2,3.3151,3.0695,2.8112,2,4.3238,6.7163,2
821580,6.2756,4.5452,8.0878,4.6073,7.4261,4.0017,7.392,4.9614
834291,6.7512,3.6926,2.8671,5.1268,2,4.0892,2.4935,2.7886
830416,5.3482,4.9443,3.9056,3.2145,3.2537,2.8083,6.8241,2
818993,5.3859,2.8025,6.5045,2.4619,5.0676,3.702,6.1308,3.1455
818363,7.3376,3.5162,4.5714,3.7066,3.6214,3.1712,5.4314,2.3132
5008138,9.2009,9.1537,4.8161,6.3394,8.5149,8.7471,6.9436,7.1468
839084,3.0569,3.6926,3.4049,4.255,4.8993,2,6.0795,6.6579
3767646,6.2553,6.6545,2.8671,3.2145,5.7993,6.5872,3.9467,4.1356
832431,5.657,7.0114,6.7451,8.3023,3.2537,6.9091,6.164,7.8574
830831,5.7468,7.0765,6.3768,5.6229,7.713,10.3366,6.2593,6.0669
828387,5.5612,4.7977,3.6768,6.4679,2.5474,5.002,2,3.2955
841497,12.0154,12.1956,8.8069,8.782,11.5324,12.1732,9.6833,9.4317
829528,6.3347,6.3986,2.8671,3.4319,6.4593,6.8224,4.4012,4.6068
828344,2,2,2,4.8903,2,2.8083,5.7916,2
834943,9.1742,6.8346,8.1052,5.7087,7.5234,5.0895,9.0165,6.0459
843126,4.2575,2,4.9244,2.8112,4.0808,2,6.4731,3.5556
839088,2.8562,5.9552,5.5833,4.1362,5.2881,2,4.0211,2.3132
6241407,2.6231,3.5162,2.3501,2.4619,4.2302,6.8849,3.1529,2.5704
817373,2.8562,4.9443,2.3501,4.8532,2.5474,5.3944,2,5.6317
823176,2,2,2,2,6.2824,2,2,2
823205,2,2,2,2,6.2824,2,2,2
835125,4.8505,2,2,6.0083,2.5474,5.1313,3.3959,3.5556
816806,6.082,7.8746,3.9056,3.7877,5.6213,6.7027,4.8315,3.8746
841636,4.3367,7.3509,5.5499,8.4744,5.9576,7.4452,6.5251,8.7473
828158,6.7656,5.8097,3.0695,3.0922,6.3328,5.835,4.1592,3.7759
821134,7.9924,6.2654,5.616,4.1362,4.854,7.7027,6.5876,4.1356
835484,2,6.2372,2,3.5294,2,2,2.8605,2
839102,4.4119,2,2,2,2,2,5.8127,2
829870,5.5939,8.9603,8.3676,10.2998,8.4131,9.4597,8.3168,10.1787
843754,2,2,5.3311,4.255,4.7088,2,4.5593,2
818354,7.2785,4.7977,7.6952,4.4667,6.504,4.4613,7.4266,4.4233
828653,7.4488,7.7702,3.9056,4.4166,6.8424,7.0897,5.1949,5.2084
820789,5.4228,2,5.1643,2.9585,4.2994,2,5.511,3.1455
823902,5.6258,2.4564,4.7587,2.2493,4.657,2,5.2578,2.978
817628,4.7382,2,4.103,2.2493,3.7257,2,5.7702,2
837098,6.0353,4.239,6.8031,3.5294,6.7711,4.0017,6.7819,3.8746
817180,5.0981,3.0815,5.5833,2.9585,5.0676,2.5857,6.5753,3.4314
837269,4.6164,6.9947,4.1924,7.3967,5.3218,7.4941,4.8315,7.6981
828651,8.783,9.1909,5.2501,6.0745,8.1574,8.7471,6.4463,7.0551
832256,4.9035,6.2085,2.6316,2.2493,4.3655,4.5255,3.7854,2
7922376,6.8758,3.8498,2.8671,4.0067,6.2478,5.1313,6.4862,5.9128
838017,4.4119,2.8025,5.4078,2.2493,5.594,2.5857,5.7484,3.2955
827085,5.4228,6.7373,2,4.5151,5.0273,4.3942,6.3341,5.2822
835474,2.345,6.2372,2,3.5294,2,2.3224,2.6887,2
839251,4.6786,2,4.2766,2,4.657,2,5.2882,2.3132
822221,5.0041,2,5.3699,2.2493,5.3547,2.3224,3.6037,2.978
817663,5.1864,7.5473,4.7587,6.9275,4.4287,6.8224,3.6037,6.8153
835129,5.1864,4.4502,3.4049,4.7355,2,5.0895,2,2
6241153,5.2286,2.8025,5.2079,2.2493,4.9433,2.3224,5.6581,3.2955
825198,5.4586,2.4564,4.5714,2.2493,5.2536,3.0012,4.7463,2
829260,10.1238,7.1539,8.9988,7.4783,8.3895,6.1519,9.8621,7.0015
831178,7.4399,4.4502,6.6218,4.9266,5.7993,4.5255,8.0003,4.4233
835920,4.7382,6.1186,3.0695,2.9585,5.6745,6.2876,4.2237,2.978
819747,2,4.9443,4.8161,2.4619,5.2881,4.5869,4.5593,2
835400,2.8562,5.3648,3.7957,6.1377,2.9433,4.7024,3.1529,6.2799
818964,6.8355,4.4502,7.2087,4.562,6.2123,4.2497,7.4869,4.2866
823220,2,2,2,2,5.9789,2,2,2
823226,2,2,2,2,5.9789,2,2,2
823227,2,2,2,2,5.9789,2,2,2
823249,2,2,2,2,5.9789,2,2,2
817484,2.8562,3.0815,3.7957,2,4.3655,2,5.9711,2
835315,6.7366,4.6344,5.4806,4.4667,5.3547,4.4613,8.5946,5.5741
840127,4.6786,2.8025,3.5473,2,3.3869,2,5.8539,2
829591,9.7441,10.118,6.7888,6.8541,9.0799,9.6712,7.8349,7.1858
837363,9.8271,12.0216,9.411,12.0278,9.1912,12.3527,9.523,11.8146
840190,6.4282,5.5595,3.2469,3.7066,4.4287,4.9562,6.865,3.2955
829398,6.4639,7.5588,4.4315,4.0067,6.696,7.2502,5.5864,4.4233
837224,7.4753,7.364,3.9056,4.9266,6.734,7.3242,5.0246,5.2084
836602,6.7071,4.1206,5.8262,2.9585,6.3816,4.3238,6.4597,4.2866
843821,3.233,5.0775,2,2.2493,3.7257,5.2875,2,2
835490,2.345,6.2372,2,3.7066,2.7589,2.3224,2.8605,2.3132
815101,8.5366,7.8928,7.7028,4.1362,7.3134,5.8601,6.6239,7.1369
823632,6.2955,4.7183,5.3311,3.3273,4.1574,2,5.511,3.67
833312,3.8879,2.4564,3.0695,6.0083,4.8072,3.4609,6.1308,5.2458
825247,5.2695,5.5595,3.2469,2.2493,5.1821,5.494,3.2795,2.7886
817495,6.6305,4.7183,5.6792,4.562,5.6213,4.5255,8.5576,5.0056
835525,4.6786,7.2416,7.8475,8.8354,7.9683,7.6022,7.8806,9.2205
3767769,3.5314,4.4502,2,2.2493,4.8072,5.0895,2,2
828879,8.7104,8.4847,4.6989,6.4305,8.1527,8.3287,6.7819,7.1269
839184,6.2347,3.8498,5.7398,3.3273,6.0205,3.702,6.3486,3.4314
836212,3.0569,4.239,2,4.5151,4.8072,6.0245,3.0141,5.4832
834267,7.593,11.044,8.5179,10.4691,8.4441,9.7148,7.4803,10.2239
823188,2,2.4564,2.3501,2,5.9998,3.1712,2.2678,2
818959,8.1653,5.416,7.9213,5.2174,7.9841,5.5871,8.0633,5.8894
835496,3.3899,7.364,3.4049,4.6073,3.5089,4.0892,4.2853,3.2955
835137,4.4119,4.7977,3.6768,3.8644,2,5.324,2,2
838016,8.1707,6.1791,8.2683,5.6664,8.1051,5.494,8.2794,5.5142
839893,5.1864,6.3729,2.8671,3.2145,3.9142,5.9564,3.6037,3.2955
834794,8.2445,11.2027,8.3772,10.9378,8.7558,10.9219,8.7059,11.0016
841783,7.9299,7.7604,7.8882,5.9031,7.4491,8.283,6.9626,4.2866
842720,3.3899,3.0815,3.4049,2.9585,2.9433,3.0012,6.865,2.978
843719,4.7382,2,5.3699,2.8112,2.9433,4.3238,4.7463,2
825806,2.8562,3.6926,6.1047,3.2145,6.2652,3.4609,4.7895,3.4314
835489,3.233,6.2372,3.9056,5.0631,2,3.1712,2.8605,3.67
817178,5.8851,7.4525,4.2766,3.2145,5.2536,5.5567,5.8127,3.9669
824120,8.3342,5.416,7.302,5.4089,6.8881,5.5567,8.4707,5.4832
833635,2,2,5.7398,2,2,2,2,2
832463,2.8562,4.4502,2.3501,5.3299,3.3869,4.9089,2.4935,5.6596
818517,4.6786,3.9915,4.1924,5.1576,3.6214,2.3224,6.3046,6.108
828460,3.8879,4.8729,2,2,2.7589,5.172,2.4935,2
829951,3.7786,7.2274,6.7001,7.8193,6.5186,6.6746,5.7916,7.8754
823838,2,5.0775,2,4.7355,2,2,3.6037,3.7759
825218,4.0845,2.8025,5.1194,2.4619,5.1068,3.0012,5.9522,2.978
820901,7.1745,9.1309,6.2781,8.6198,5.7257,8.8415,7.5257,9.0222
834244,6.082,6.473,3.4049,3.4319,5.7003,6.4451,4.7463,3.9669
838983,5.1864,3.8498,4.5714,3.0922,4.4893,2,6.0443,2.978
832111,7.9615,6.0874,7.9472,6.586,9.0119,6.5568,9.6515,6.5123
842813,3.233,4.7977,2,2,4.0808,5.0895,2,2.3132
844364,6.3347,9.5557,7.4453,9.7376,7.8693,9.5219,7.5697,9.6213
817302,9.9265,7.4277,9.0019,8.6979,7.7751,6.3597,10.3217,8.2043
843454,4.7954,2,3.5473,2.4619,3.2537,2.5857,5.5366,2
817084,8.7865,9.1982,6.4329,5.7698,8.2346,8.6888,7.0451,6.4655
835132,4.6786,5.0775,4.4315,3.9373,2.2995,4.5255,2,2
842851,4.6786,6.497,3.0695,4.815,4.854,6.5568,3.1529,4.5482
820608,4.0845,6.777,4.1924,6.9364,4.5474,6.306,4.5085,6.8277
816827,3.5314,7.1234,5.4078,4.9619,4.0808,5.909,3.2795,5.4832
836610,8.4186,8.2225,5.0731,5.8663,8.0509,7.9565,6.5504,6.0245
831795,12.1115,9.2591,11.3793,9.0208,10.5518,9.1622,11.5183,9.0114
821904,11.377,11.228,8.2785,8.1762,10.6202,10.836,10.2626,9.1159
823620,2.6231,4.9443,2,3.4319,2.5474,4.2497,5.1949,2
838820,6.1927,4.8729,5.1194,3.6207,4.4893,3.809,6.5629,2.7886
834530,4.2575,3.6926,5.648,3.4319,5.3218,4.0892,5.7916,2
829730,8.3486,5.69,6.3184,4.1362,5.2183,5.2115,6.9626,6.4335
839435,12.1111,10.0324,12.0488,9.655,11.7304,9.8572,12.8161,9.8628
7922370,6.8625,3.8498,3.6768,4.1362,6.3162,5.2115,6.5251,5.9586
817617,4.3367,2,4.2766,2,3.823,2.8083,5.2578,2
831601,9.5888,9.4275,6.3184,6.8541,8.9242,9.116,7.5697,7.2607
836077,7.0028,7.71,4.4315,4.4667,6.2652,6.5568,5.318,4.5482
3769414,2,2,2,2,5.594,2,2,2
823186,2,2,2,2,5.594,2,2,2
823189,2,2,2,2,5.594,2,2,2
823222,2,2,2,2,5.594,2,2,2
823228,2,2,2,2,5.594,2,2,2
823239,2,2,2,2,5.594,2,2,2
823244,2,2,2,2,5.594,2,2,2
823248,2,2,2,2,5.594,2,2,2
823258,2,2,2,2,5.594,2,2,2
3767852,5.4228,5.1994,3.4049,2.2493,5.3218,5.3944,3.5035,3.1455
816041,10.4928,8.7013,10.7629,8.3126,10.4593,8.4117,11.5941,8.8869
841825,2,2.4564,5.2912,3.6207,3.7257,5.002,2.4935,2.3132
832691,8.9083,6.9947,7.7478,6.1833,7.3465,5.5257,8.686,5.8656
834057,7.5014,5.416,7.9852,5.6006,8.2909,5.2875,7.392,5.7663
827713,7.9106,8.5831,9.1291,6.9004,8.1433,6.0022,8.6007,5.8168
837751,4.8505,5.731,2.6316,2.9585,4.7589,5.6168,3.6037,2.978
819248,9.387,8.9473,6.3768,6.1221,8.6202,8.5683,7.551,6.8521
834101,4.3367,2.4564,3.9056,2.6471,3.9142,2.8083,6.1803,2.7886
818477,7.1307,4.4502,5.4446,4.6073,5.4184,3.702,7.26,5.5741
835492,2.6231,6.2372,3.0695,3.7877,2,3.3233,3.7854,3.5556
6240912,3.3899,5.1994,3.0695,5.9391,2.9433,5.2875,3.3959,5.4832
836772,3.6603,2.8025,5.7692,2,2,3.0012,3.9467,2.5704
837525,5.7175,5.3648,3.2469,2.6471,5.1068,4.5255,3.6037,2.5704
817847,6.5825,3.6926,5.9595,4.9619,4.7589,3.809,7.1648,5.5445
835982,7.4488,8.1411,4.6366,5.1268,6.6831,7.1212,5.511,5.6032
5007808,5.9369,5.0124,2,3.2145,4.4893,4.6458,4.5593,3.2955
828745,6.0589,6.3986,3.2469,4.1968,5.594,6.1519,3.7854,4.1356
844152,3.8879,4.9443,2,2,4.0808,5.25,2.8605,3.1455
820090,2,2,2,4.815,3.2537,4.5869,2,2
824035,6.9783,8.2926,7.9081,9.3017,5.9998,7.7704,5.7916,8.5635
816509,6.0353,3.6926,6.0579,4.4166,4.7088,2.8083,6.2124,5.3177
843916,3.0569,2.8025,2.3501,2,2.2995,4.1717,5.511,2
838410,11.0944,11.1413,7.8475,8.9608,10.7088,11.01,9.2777,9.359
838124,5.0041,7.9633,6.9255,8.1496,6.8993,6.6169,5.0952,7.9223
5007918,6.6147,4.6344,5.648,4.0729,5.1068,3.5865,6.5629,3.5556
833646,3.3899,2,2,2,5.3869,2,2,2
838478,8.7759,6.4486,8.4784,5.8475,8.5509,6.4616,8.3853,6.4008
840191,5.7756,7.6893,3.9056,4.3109,4.6032,6.0896,5.318,4.5482
816631,5.1864,4.4502,2,3.5294,5.5378,5.5257,5.1292,5.0485
6241197,5.6258,2,5.2079,3.9373,4.4287,3.9086,4.8722,2.7886
843329,4.1736,2,4.103,2,3.9999,2.3224,4.9118,2
823540,5.7468,5.731,3.0695,3.0922,5.6481,5.2875,3.5035,3.8746
824124,2.8562,4.239,3.2469,3.7066,2,4.0892,5.9331,2.5704
3768785,2,2.8025,2.6316,4.0729,2.9433,2.5857,5.6346,2
843686,4.4833,5.1994,2.6316,2,4.2994,5.3596,3.9467,2.978
841614,3.233,5.1994,2.8671,5.0631,2.9433,5.2875,2.4935,4.9157
819120,4.4833,2,2.3501,2.4619,2.5474,2.3224,5.4039,2.978
822419,5.9369,4.3485,7.312,5.4089,7.1164,4.7569,7.1316,4.7173
832320,6.3728,4.8729,5.8538,3.7877,6.3162,4.1717,5.9711,3.2955
839666,11.6846,11.7502,8.4102,9.4225,10.9918,11.408,9.9611,9.8139
3768312,5.3859,7.9889,6.0815,8.1534,6.0808,7.6747,5.6581,8.2137
815721,4.5514,2,4.9244,3.7066,2.9433,2,4.9118,2.978
839515,11.2554,9.6682,11.094,9.2419,10.8094,9.3752,12.1355,8.6566
833829,7.1307,4.3485,5.0731,3.2145,4.2994,5.8848,5.2578,4.1356
6240961,3.3899,5.1397,3.2469,5.7896,3.1068,5.2875,3.1529,5.5741
819765,4.9035,3.0815,3.6768,4.0729,5.6745,2.8083,6.1308,3.67
816535,4.9547,3.9915,3.5473,2.2493,5.1068,5.5567,2.8605,2.978
832110,3.3899,3.5162,3.0695,2.4619,3.5089,2.3224,6.1475,2.7886
838066,7.803,7.4647,4.4315,5.2464,7.0576,7.1315,5.9331,5.6032
824687,4.4119,4.9443,2.3501,2.4619,4.2302,5.4615,3.6037,2.5704
826868,9.9877,12.5714,10.3915,12.0431,10.7088,12.1603,9.2739,11.902
826718,6.5159,4.7183,6.5892,4.255,6.7711,4.8093,6.4463,3.8746
827917,4.7382,3.6926,6.2576,4.7355,6.0409,5.0464,7.6244,5.4832
822431,5.3094,2,4.103,3.7066,2.7589,2,3.1529,2
816295,2,2,2,2.2493,2.2995,2,5.4314,2
839237,2.8562,5.6478,2.6316,3.3273,2.7589,5.2875,2.8605,3.4314
841231,2.345,2,2.3501,2,2,2,5.4314,2
838729,5.2286,3.6926,6.0815,4.6513,6.3328,3.9086,5.7702,3.1455
829801,5.0519,5.416,3.0695,2.6471,5.3547,6.0245,4.0918,4.4233
841016,4.4119,3.5162,4.6366,2.8112,4.9859,2,5.2267,2.7886
815907,3.233,5.0775,2.3501,5.1268,3.9999,5.757,4.0918,5.4832
832482,6.0589,4.8729,5.7692,4.3109,4.9859,2.5857,6.2897,5.3523
814943,5.4228,2.4564,4.6989,3.8644,3.9142,2.3224,5.0952,2.978
814732,6.0353,5.6043,5.0252,4.1968,5.0676,4.4613,7.654,4.0538
826861,7.9739,5.8843,7.7985,6.586,9.0273,6.1519,8.4839,6.3841
835302,4.1736,6.717,4.9757,6.9185,5.4793,6.1315,3.7854,6.4335
815121,4.5514,5.3648,3.0695,2,4.6032,5.002,3.3959,2.978
831800,9.3397,7.7604,8.7747,6.5399,8.0205,6.6021,9.1238,6.5723
822298,9.0823,7.0279,8.3819,7.1811,8.0808,6.6746,9.9587,6.9345
843420,9.6866,9.5614,9.9775,7.6723,9.0299,8.0357,6.6475,9.3654
823420,3.6603,5.416,3.0695,3.7877,4.4287,5.0464,2.6887,2
828559,10.9825,11.0173,8.0223,8.5225,10.3835,10.7148,9.3133,9.121
842077,5.8851,5.0775,2.3501,3.2145,4.7589,4.6458,4.6559,3.2955
814939,4.4119,3.3151,4.4315,4.694,2.7589,3.0012,6.3486,3.5556
818366,6.5496,5.1994,5.6792,4.4166,4.9433,3.5865,6.7712,3.8746
7922299,2.6231,3.5162,2.8671,3.0922,3.7257,4.8093,5.5366,2
831351,3.8879,5.3648,3.4049,2,3.9999,4.3238,2.8605,2
820264,9.5372,9.4369,6.5727,7.0961,8.9405,9.129,7.9151,7.3056
832759,5.2286,6.0874,2.8671,3.5294,5.3218,6.1315,4.4012,4.6068
815417,2.8562,3.5162,2.6316,3.2145,3.7257,4.8093,5.5366,2
835126,5.3482,4.6344,2.8671,5.5317,4.3655,4.9562,2.4935,3.2955
832669,2.6231,3.3151,2,2.4619,4.0808,5.5257,2.4935,2.5704
828470,9.0116,6.9777,8.8894,6.6739,8.3815,6.5872,9.2966,6.9459
827038,6.7219,4.239,6.4512,5.7293,5.3218,4.3238,7.5943,5.6317
834178,11.1428,10.9494,9.6067,8.2352,10.9806,11.1277,9.8545,8.7144
842096,8.0757,6.3986,5.9076,6.0905,6.854,5.8848,9.128,6.6717
817269,6.0113,4.7977,3.9056,2.6471,5.594,5.172,4.2853,3.2955
824827,6.8891,7.9018,5.5833,4.8903,6.9104,7.933,5.6346,5.6032
833860,8.9436,8.6595,5.9338,6.7965,8.3574,8.7268,6.6357,7.1954
834914,4.0845,5.1397,2.6316,2.4619,3.9999,5.0464,2.2678,2.978
842021,5.0041,4.8729,2.6316,3.2145,5.1449,5.8601,3.2795,3.7759
827202,3.233,2,4.7587,2,4.2994,2,3.6037,2
833790,4.4119,7.0279,5.3699,7.2755,4.4893,6.51,5.4314,6.8761
824763,4.0845,3.6926,3.4049,2.6471,2.2995,2.3224,5.3758,2
835306,5.4228,2.8025,3.4049,2,2.5474,3.0012,4.7463,3.2955
830882,13.043,11.2721,12.2003,10.3356,11.5056,9.7471,12.5225,10.6256
823180,2,3.5162,2,2,5.0676,2,2,2
825291,9.8875,9.6629,6.845,7.9483,9.6298,9.8399,7.9957,8.3572
828877,10.9584,10.9396,7.8337,8.9277,10.6109,10.6897,9.3819,9.3654
817202,5.8038,6.6112,5.3699,3.5294,5.594,6.306,3.7854,4.4871
835356,8.3486,10.8506,8.7926,10.7117,9.1682,10.9917,8.454,10.4437
823551,10.6991,10.5746,7.4453,8.69,10.032,10.4811,9.0524,9.1557
822684,4.3367,7.0114,4.5714,6.9095,5.3547,6.5872,4.988,6.8997
831162,9.4441,10.0159,8.5688,7.1508,8.2168,9.1108,9.4373,6.8399
843997,6.2139,7.3377,3.9056,4.694,6.4131,6.3772,5.2267,4.8686
815342,2.8562,3.6926,3.0695,3.0922,3.7257,4.86,5.5366,2
830906,3.7786,4.6344,2,2.4619,4.6032,5.172,2.8605,3.7759
6240443,4.9035,3.0815,4.7587,2.6471,4.3655,2,4.8722,3.2955
833897,6.0353,4.3485,5.881,4.3647,5.4184,3.702,7.0804,4.4871
3766907,4.0845,4.6344,2,5.3299,4.2302,3.5865,5.2578,5.2822
843608,7.0969,7.4026,5.648,4.562,6.9859,7.7165,5.4314,5.6871
818518,3.6603,4.3485,4.103,4.4166,2.9433,2,5.4039,5.1701
828312,2,5.6043,2.3501,3.6207,2.7589,3.9086,2.8605,3.2955
828799,3.3899,4.7183,2.3501,3.0922,4.7088,5.0895,2.4935,2.5704
831903,4.6786,4.3485,2.8671,2.4619,4.3655,4.86,2.8605,2
821193,5.6876,3.5162,5.5156,2.9585,5.7003,3.4609,4.7018,3.7759
830829,4.7382,5.0775,4.3561,4.4166,5.5662,7.4699,4.7463,3.7759
829671,6.1713,4.6344,4.4315,3.9373,4.9859,3.809,6.7274,3.67
817115,5.3094,6.9432,4.0076,4.255,5.594,6.4616,4.2237,4.3566
838208,5.4937,5.3648,3.0695,3.2145,5.1821,4.9562,4.2237,2.7886
5008157,2,2,2,3.7066,2,2,4.9118,2
840410,8.0524,7.6036,5.1643,5.4593,7.6213,7.9092,6.4463,6.6854
817194,10.4298,11.3055,7.8612,8.8113,9.8419,10.6685,9.5577,9.0435
816890,3.3899,4.9443,2,2,2,2,2,3.5556
842078,5.6876,5.3648,3.4049,2.8112,4.2994,4.7024,5.1292,2.978
819332,6.4815,5.8843,4.0076,3.5294,5.2881,5.9329,5.6107,3.8746
6241054,4.1736,2.8025,2.3501,2,2.5474,4.5869,4.8315,2.5704
823419,2.6231,4.1206,3.4049,3.6207,3.9142,5.6168,2,2.7886
822118,5.0981,3.3151,3.0695,2,3.1068,3.9086,5.2882,3.1455
843927,5.0519,3.0815,2.3501,2.2493,2.2995,4.3238,3.9467,2.3132
