Entrez ID,FLRoot_COL00_1,GCRoot_COL00_1,FLRoot_COL00_2,GCRoot_COL00_2,FLRoot_COL00_3,GCRoot_COL00_3,FLRoot_COL00_4,GCRoot_COL00_4
816102,5.9369,4.7183,5.7398,5.1878,4.9433,4.5869,6.3772,5.2822
828687,8.9148,10.6271,10.3027,9.8085,9.8975,9.7353,8.8013,9.9246
5007807,5.4937,5.6043,4.7587,4.4166,4.9859,6.2501,4.9504,4.4871
834636,4.7382,5.1994,4.4315,3.9373,3.5089,3.4609,3.6974,3.8746
2745553,5.4937,5.2566,5.0731,4.562,3.5089,4.5869,5.2267,4.8686
841703,5.2695,4.3485,5.2501,5.0302,5.1068,4.9089,6.5504,5.0056
3770699,6.6616,6.9777,5.5833,5.3026,6.3655,6.8224,6.1803,5.6596
829088,10.9521,11.1365,9.5696,9.6468,10.4892,10.836,9.8834,9.9446
842909,9.6287,10.4935,9.9806,11.4578,10.1965,10.6344,10.2825,11.2744
830823,3.5314,5.3117,3.6768,3.5294,3.9142,4.5869,4.4559,4.2866
3766683,3.6603,5.1397,3.5473,4.1362,4.7088,4.5255,3.3959,4.4871
836417,5.0041,4.9443,3.9056,3.4319,4.2994,4.9562,4.5593,3.67
830991,7.0506,7.0765,6.5218,5.4838,7.2003,6.9447,6.7819,5.8894
3771028,5.2695,5.8097,4.1924,4.4667,5.1449,5.909,4.5593,4.9614
3766844,5.2695,5.3648,4.103,4.4667,5.7003,5.7835,4.4559,4.9614
844221,4.9547,3.5162,4.103,3.4319,5.1068,4.6458,4.0211,4.4233
820924,9.9831,10.0221,8.465,8.8258,9.3238,9.8603,8.8403,8.7827
3768391,6.0113,5.5132,4.9244,5.2174,5.0676,5.002,6.5753,4.7695
832696,8.459,9.6226,8.2476,9.7604,8.819,9.7572,8.5228,9.2345
10723020,5.6258,4.7977,5.2912,3.8644,4.8993,4.3238,5.5617,4.4871
835085,10.8894,9.879,11.0158,9.8278,11.3829,9.7787,10.836,10.361
841640,5.0981,6.473,6.7744,6.366,5.1449,5.8848,6.1308,6.4008
829538,4.9035,4.239,3.4049,3.7877,3.9999,3.4609,4.4012,2.978
830432,6.2955,6.3986,6.4145,5.4838,6.7465,6.7836,6.0082,5.0056
835089,8.7178,7.6471,6.8858,7.1198,7.8806,8.1469,7.0362,7.586
830421,7.0623,6.5438,6.8858,6.3259,6.1196,5.2115,5.7484,5.8168
820215,4.9035,4.5452,3.4049,3.3273,4.2994,5.002,4.2237,4.0538
826565,5.5612,5.1994,6.2155,6.6415,6.3493,5.909,6.934,6.8521
838995,5.2695,5.3648,4.103,3.8644,4.657,5.6168,5.0246,4.6068
837227,5.0981,3.0815,4.4315,4.1362,4.3655,4.3238,4.8722,3.8746
825160,7.593,6.2372,6.9124,5.9741,6.9215,6.3597,7.2979,5.9359
6240971,5.0041,5.6478,3.7957,5.3831,5.0676,5.3944,4.2853,5.0485
837195,5.9369,5.1994,5.616,4.6513,5.4184,4.8093,6.5876,5.4193
821908,7.1959,7.377,7.8337,7.7298,6.8768,6.3772,6.4053,7.9395
819741,3.8879,4.7977,4.4315,3.8644,5.4793,5.002,4.7463,3.7759
6241420,5.7175,6.0874,4.6366,4.6073,5.1068,6.1721,5.4314,4.9157
818289,11.9999,13.3866,12.4074,13.2673,12.4827,12.9084,11.6948,13.1551
830693,10.1987,11.5916,10.8193,11.8689,10.6888,11.6439,10.4593,11.3615
833871,3.9896,4.239,3.9056,4.4667,4.4893,4.9562,2.8605,4.3566
821845,6.8355,7.5814,5.7692,6.9452,6.1574,6.7301,5.8334,6.7902
826416,4.4833,4.8729,4.9757,3.8644,5.4184,4.0892,5.6581,4.9614
836187,9.6998,11.147,10.4852,11.1948,10.5998,10.7208,9.6038,11.0347
841002,4.3367,5.2566,5.5156,5.8475,5.8463,4.5869,5.4314,6.0669
816849,6.1495,5.0124,5.4446,5.0302,5.0676,4.8093,6.363,4.7173
837053,5.5278,6.5891,4.9244,5.2174,6.5473,6.3241,5.704,5.9809
820241,10.192,9.7175,11.4238,10.1285,10.9944,9.8986,10.9593,10.0657
838928,7.217,8.1104,6.7744,6.6845,6.5755,7.6888,6.3194,6.6717
817499,7.6943,6.8899,7.4813,6.4305,7.2183,6.1315,7.6656,6.4008
843623,7.7819,7.0443,5.7979,6.1377,7.0171,6.7704,6.8447,6.3673
835012,9.8081,9.7921,8.5436,8.4182,9.5198,9.5966,8.5607,8.6739
843507,4.5514,4.239,3.9056,3.0922,5.1449,4.4613,4.2237,4.7695
841398,8.229,6.9947,7.6952,6.586,6.8072,6.3597,7.4671,7.1269
816841,4.1736,4.9443,3.7957,3.6207,4.9859,5.0464,3.6974,3.9669
839902,4.2575,5.8097,4.3561,5.2174,3.9142,4.6458,4.4559,5.0902
3770789,4.4833,4.1206,3.2469,3.4319,4.0808,4.9562,3.6037,3.2955
3770549,7.7819,9.0522,8.0702,8.6003,8.3492,9.2784,7.4604,8.5487
843781,6.7939,7.0443,6.2155,5.4593,6.5894,7.0897,6.0968,5.6596
830610,7.8778,9.655,9.0889,9.457,9.0526,9.6316,8.4473,9.2016
814648,6.3728,6.7964,5.4446,5.9913,7.0273,7.1315,5.8941,5.8894
816204,4.6164,4.9443,4.5714,3.6207,5.5662,5.172,4.2237,4.2131
825810,6.1273,7.4525,6.5892,7.7753,6.6437,7.1212,6.5251,7.7248
815387,3.8879,4.9443,4.103,4.0729,3.2537,4.4613,3.1529,4.4871
830346,5.6876,5.6478,5.616,5.7497,5.2183,4.5869,6.6239,6.2435
835032,4.4833,3.3151,4.103,3.2145,3.6214,3.3233,4.9118,3.9669
6240956,3.8879,4.8729,4.0076,4.0729,3.2537,4.5869,3.1529,4.4871
824074,6.4099,6.1492,5.5156,4.9266,6.696,6.4941,5.5617,5.5741
843943,5.3859,5.5595,4.3561,4.562,3.7257,5.172,4.9504,5.2084
835308,4.9547,6.0555,4.6366,5.6229,4.2994,5.5567,4.5593,5.3523
837504,8.5821,9.976,9.5528,9.7704,9.4203,10.1685,8.4872,9.6213
5008300,7.7605,6.6965,7.4362,7.0058,7.0576,6.3597,7.9725,6.333
814790,5.4937,6.9079,6.5559,7.3238,6.5894,6.4616,6.3046,7.4162
838793,8.4003,8.8851,7.7478,8.1186,8.6701,9.1571,7.2828,8.1948
818162,3.6603,5.416,5.0731,5.2748,5.0273,5.324,4.6084,5.5445
832512,7.4927,8.8896,7.8612,8.9761,8.2781,8.7738,7.6004,8.7985
832270,12.8706,11.8095,12.5791,12.2153,12.0678,11.4212,13.3572,12.209
825311,6.4282,6.0555,7.0503,5.4343,7.2966,6.3772,6.7274,5.9359
28717421,6.8079,8.1258,6.6848,7.2327,7.3301,8.0844,6.5123,6.9684
840271,8.918,7.1539,8.5478,8.0989,8.148,7.5721,8.8783,8.1609
834770,10.7425,10.6765,9.1091,9.5339,10.4335,10.474,9.6159,9.8108
835528,6.3539,5.6478,5.5499,5.6006,5.4492,5.4615,6.972,5.0485
836718,5.1864,5.69,4.9244,3.8644,4.4893,4.0892,4.7018,4.2131
827464,8.4003,8.3725,6.8991,6.9004,7.4643,7.9389,7.551,7.1068
822073,5.4586,7.3244,6.7001,7.1811,6.9104,7.2311,6.934,7.233
844159,7.5099,8.2788,7.1652,7.2755,7.8405,8.2549,6.4328,7.6149
830172,8.28,9.5182,9.3122,8.8186,8.9378,9.3129,7.7056,8.5561
831649,4.6786,6.5891,5.881,6.3394,6.2123,6.1721,6.4191,6.4172
840268,5.4586,5.7709,3.9056,4.8903,5.2536,5.7835,5.4039,5.0485
822169,11.3858,11.6728,10.0496,10.2824,11.0818,11.4566,10.6032,10.4457
827245,4.5514,3.8498,4.9244,3.8644,4.8993,4.0017,5.511,4.1356
839599,11.3342,11.2387,9.6877,9.9865,10.8212,10.9256,10.2267,10.2436
830052,10.527,10.3692,10.054,10.53,8.9077,9.3989,9.5499,10.3461
820133,4.9035,5.8097,4.1924,4.694,5.3547,5.4615,4.6084,4.1356
843995,6.082,6.6112,5.9847,7.1198,6.3328,7.2019,5.7264,7.2878
815058,7.3662,7.6893,6.8172,7.3441,6.1386,6.1107,7.2904,7.4325
843018,5.1864,5.69,4.4315,4.1968,4.9433,4.7569,5.704,4.2131
818826,9.0236,10.0568,9.8268,10.3998,9.6247,9.4961,8.5824,10.1445
3768200,3.8879,4.8729,4.0076,4.0729,3.2537,4.5255,3.1529,4.4871
3768661,3.8879,4.8729,4.0076,4.0729,3.2537,4.5255,3.1529,4.4871
3768240,3.8879,4.8729,4.0076,4.0729,3.2537,4.5255,3.1529,4.4871
7922382,3.8879,4.8729,4.0076,4.0729,3.2537,4.5255,3.1529,4.4871
6241253,3.8879,4.8729,4.0076,4.0729,3.2537,4.5255,3.1529,4.4871
829023,6.2347,6.2085,6.4145,5.4593,5.6481,5.3944,6.6239,4.8686
827246,3.8879,3.0815,4.1924,4.1968,3.9142,3.5865,5.1292,3.5556
839214,9.387,9.5356,8.4379,7.9789,8.5222,8.7804,9.4288,8.1707
822325,7.2985,6.777,6.0815,6.213,7.6744,6.7704,7.0716,6.0029
834456,5.5278,5.6478,4.0076,4.694,5.4184,5.757,4.7463,4.8686
826398,7.4308,8.1026,8.189,7.1276,7.9086,8.0684,6.5251,7.1068
827838,6.4988,6.7373,5.1194,5.8475,6.4892,6.7437,5.5864,5.7404
28721276,6.8891,8.366,7.6166,8.6848,7.8693,7.6461,7.9911,8.6566
6241411,5.1864,5.8843,4.3561,4.694,5.1068,5.5257,4.7463,4.0538
838787,4.3367,5.1397,3.0695,3.7877,4.1574,4.3942,3.6974,4.0538
3768235,4.4833,5.1397,3.5473,3.7877,4.854,5.002,4.7895,3.9669
816913,11.9148,12.0648,10.5542,10.8736,11.7257,11.9474,10.81,11.0858
816395,9.5393,10.8212,9.5143,10.094,9.9058,10.875,9.2295,10.2239
833918,4.2575,4.4502,5.6792,5.2174,4.854,5.3596,4.0211,4.2866
820103,5.3482,5.8474,4.5031,4.6513,5.1821,5.9794,4.7463,4.4233
840201,6.9151,6.633,6.5892,7.9483,6.5473,6.8602,7.3708,8.0332
841820,8.3863,10.1044,9.2537,10.1099,9.5888,9.3925,9.0028,9.9866
831317,7.81,7.0605,7.7985,7.0961,8.1667,6.4116,8.0003,7.1068
816830,9.7072,9.4492,9.4387,10.1875,8.5929,9.3989,9.3335,10.6033
836575,5.1864,4.7183,5.1643,3.8644,5.0273,4.3942,3.6037,4.2131
2745700,4.9035,4.4502,4.7587,3.4319,5.3547,4.2497,4.5085,3.8746
838731,4.9035,4.7977,3.6768,3.2145,4.6032,4.8093,4.3444,4.4233
831386,6.1927,6.3986,4.9244,5.2464,6.2301,6.5721,5.7484,5.3862
818534,4.7382,4.9443,4.1924,4.1968,4.8072,5.2115,3.2795,4.4871
843205,11.6227,10.0447,10.8548,10.1875,10.4238,9.9419,11.1139,10.112
819873,5.1429,5.9202,6.4692,6.4305,5.6213,5.172,5.2578,4.9157
818255,13.9882,15.3053,14.1158,14.5115,13.9489,14.9201,13.3903,14.3223
3771512,3.9896,5.7709,4.5714,4.7758,3.9999,4.0892,4.2237,4.7695
821791,6.3347,5.3117,6.0339,4.6513,6.2478,5.172,5.5366,5.1307
822523,4.9547,6.0228,4.3561,4.7758,4.4287,4.3942,4.1592,4.3566
3767992,5.3094,6.0874,4.6989,4.3647,4.7088,4.86,5.704,4.6068
842135,7.7605,9.3342,8.9738,9.5985,9.3321,9.4535,8.9774,9.5578
817303,5.3859,5.1994,4.5714,3.7877,5.1449,5.2875,4.2853,4.2131
819014,9.6307,8.9121,8.3188,7.9439,9.1843,8.4658,9.4542,8.4034
820022,4.9547,5.3648,3.6768,3.7877,4.8072,5.0464,4.7018,4.4233
837910,3.233,4.6344,4.4315,4.5151,5.3547,4.3942,4.4559,4.8686
842637,6.9151,6.0555,6.6056,6.2705,6.2824,5.4615,7.4671,6.644
824536,4.7954,3.6926,5.1643,4.1362,3.9142,4.5255,5.3758,4.8199
836051,9.3493,7.7995,8.7042,7.876,8.5615,7.8971,8.9056,7.8083
829610,7.8578,9.1193,9.6005,9.118,9.3628,8.8572,8.2254,9.307
838353,10.6678,10.7656,9.337,9.3358,9.9086,10.3795,9.8532,9.3397
834329,5.9869,5.5132,6.2367,5.8284,6.2652,6.3241,4.5085,6.0029
3768584,4.2575,4.239,5.7979,4.7355,5.0273,4.7024,5.7702,4.8199
838836,6.4815,7.2973,5.8538,5.9567,6.3974,6.6887,5.5617,5.6032
825405,5.0981,5.5132,4.103,4.0067,5.2536,5.25,4.2237,4.5482
824845,5.4228,5.6043,4.4315,4.1362,5.6745,5.1313,4.9118,4.3566
834753,9.4193,9.2272,7.9977,7.7999,8.7892,8.9389,8.2945,8.1707
823745,8.5112,6.7964,6.9892,7.8899,7.3547,7.1621,6.7604,7.5417
835867,8.0524,9.6523,9.6954,8.9097,9.0701,9.0439,8.1693,8.9923
840100,5.9622,4.7977,4.9244,4.0067,4.1574,4.7024,4.5593,4.9614
5007802,4.1736,4.1206,5.4806,5.1576,5.1068,4.6458,5.1624,5.7918
835567,11.8826,10.4108,11.2375,11.0493,10.3915,10.0093,11.1763,11.0246
5007813,7.2785,5.9202,7.3802,6.6084,6.5615,5.8601,7.2828,6.6854
844238,3.5314,3.8498,3.7957,3.7066,3.1068,4.3942,3.1529,4.8686
820125,7.3567,6.4486,7.4634,6.3259,7.5662,6.5568,7.5821,6.2618
5007934,4.8505,5.5595,4.0076,4.1968,4.7589,5.5567,4.3444,4.3566
836342,10.0942,11.2235,10.8642,11.3539,10.4781,11.5415,9.8872,10.8208
820024,8.4003,6.6545,8.2476,7.2894,8.0205,7.5258,8.2372,7.5787
839870,5.5278,5.1397,6.3958,6.2985,5.0676,4.8093,5.9522,5.9359
821384,6.1049,6.4486,4.6989,5.1268,6.0205,6.1107,5.3472,5.5445
843012,6.1713,6.633,5.7398,7.1198,5.936,6.6021,5.3758,6.8277
817449,3.3899,3.5162,4.7587,3.0922,4.657,4.0017,3.8683,4.2131
829444,9.3469,8.4966,8.8522,8.4054,8.7309,8.5645,10.1737,8.5928
7922375,5.2286,4.4502,4.1924,3.3273,5.0273,4.3238,4.0211,4.1356
843980,5.1429,5.3648,5.648,4.6513,5.4492,5.0895,6.6475,5.0485
3768129,4.9035,4.7183,3.4049,3.7066,4.8072,4.5869,4.0211,3.67
837595,5.2695,4.1206,5.1643,5.0631,3.823,4.0892,5.2578,4.6068
836296,5.0041,3.8498,4.5031,3.7066,3.9999,3.702,4.9118,3.4314
824844,6.4282,5.8097,6.1276,5.2748,5.5662,4.7569,6.5251,5.9128
6241037,5.2695,6.2085,6.5727,6.3122,6.9859,6.1107,7.1147,6.8153
829264,4.7954,4.3485,4.103,4.562,5.4793,5.909,4.9504,4.6631
829763,6.7939,5.1397,5.2079,6.2276,6.4441,5.9564,5.5366,6.1676
837475,4.9035,4.7183,5.0252,4.255,3.2537,5.002,4.8722,4.6631
838716,6.5329,6.8717,5.4806,5.8848,6.7088,6.9564,5.511,6.4008
822443,6.4988,7.5007,7.0857,6.8256,6.6701,7.8478,5.9331,6.8153
844185,8.3817,8.7816,8.8174,8.4118,7.8052,7.0022,7.9911,8.3529
7922402,6.7366,5.0775,5.0731,6.0418,5.594,5.3944,6.062,6.2435
824697,5.3482,6.4238,4.9757,5.2748,5.2881,6.0896,4.6084,5.7663
826482,9.8011,9.8444,8.8069,8.4118,9.2623,9.5929,8.5228,8.6037
824405,10.7251,10.7643,9.2459,9.7878,10.3318,10.6993,9.515,9.894
818432,5.3094,6.3986,5.9338,5.555,6.1574,6.2876,4.6084,5.6596
815406,3.9896,4.8729,4.0076,4.0729,3.2537,4.6458,3.2795,4.4871
818992,6.4639,6.9947,7.733,6.8728,7.769,6.342,7.7168,7.586
836740,9.2707,9.4244,7.8406,8.3464,9.0196,9.1822,8.1236,8.4401
839544,9.0326,8.921,7.5421,7.6179,8.565,8.7404,8.0186,7.9223
838080,4.9035,4.8729,3.6768,4.815,4.5474,4.3942,3.5035,3.67
835463,6.1049,5.2566,6.3768,5.508,5.4793,4.4613,5.511,5.9809
814646,9.9598,11.0079,9.3271,10.1829,9.8621,10.7647,9.389,10.0736
838084,5.8314,6.497,4.8161,5.8848,5.7751,6.4451,5.1624,6.206
839843,4.9547,5.5595,6.0339,5.3299,5.5089,4.8093,6.5753,6.0245
827208,6.8758,8.4605,7.559,8.2953,7.6613,8.2784,7.14,8.209
28721173,3.0569,4.7977,3.7957,4.5151,4.3655,4.7024,4.1592,4.7173
3767874,5.7175,3.9915,4.1924,5.1268,4.4893,4.3942,5.0246,5.2084
833473,10.1224,10.9613,10.9306,10.1108,10.3005,10.832,9.2682,9.8628
843469,5.6258,5.9202,4.5714,4.4667,5.7003,5.9329,4.9118,5.2084
836743,4.9547,5.1994,3.5473,3.7066,4.8072,4.7024,4.2237,4.3566
843954,4.4119,5.4654,3.6768,4.8903,5.0273,5.172,4.1592,4.4233
818954,5.1864,5.8843,5.3699,4.9965,4.1574,4.1717,5.1624,5.2458
841629,3.8879,4.7977,4.6989,4.0067,3.3869,3.5865,4.8315,4.7173
822477,3.9896,3.9915,3.7957,2.8112,4.2302,4.9089,3.6974,3.67
823790,5.0519,6.1492,6.3768,6.8912,6.2478,6.0896,6.2124,6.9795
839488,5.1864,5.1994,3.7957,4.815,4.7589,4.3942,3.6037,4.4871
831224,7.2685,6.473,7.0973,5.9913,6.504,5.9794,7.6004,6.5275
823641,5.3482,4.9443,5.7979,4.9266,6.6032,4.9562,5.5864,5.0056
838686,5.4937,5.5595,4.6989,4.5151,5.7506,6.3241,5.1292,5.0485
821566,4.8505,3.0815,4.5031,4.694,4.2302,4.7569,4.0211,4.7173
818388,3.8879,5.2566,5.5499,5.0302,5.3869,5.3596,4.2853,5.1701
5007666,4.3367,3.0815,4.0076,3.6207,4.1574,4.3238,4.8315,4.8199
3769692,3.6603,5.0775,3.2469,4.1362,3.6214,3.5865,3.2795,3.7759
837401,4.1736,5.0124,3.5473,3.8644,4.7589,4.4613,3.2795,4.2131
831497,9.4838,9.4736,7.8475,8.1458,8.9885,9.0219,8.78,8.5223
7922475,3.7786,5.3648,3.6768,3.9373,4.5474,4.4613,3.6974,3.8746
842927,3.8879,4.4502,4.3561,4.6513,2.9433,4.1717,4.1592,4.8686
834425,11.1646,12.9181,12.1666,12.7782,12.3536,12.5641,11.8189,12.7388
839711,4.6164,3.5162,4.7587,4.1968,4.9433,4.0892,5.1949,3.7759
836344,4.1736,5.3117,4.2766,4.3109,3.5089,4.0892,4.7895,5.0902
838146,5.657,5.8097,4.2766,5.555,6.1759,5.7835,5.0246,5.6596
821047,9.8743,8.4605,9.0976,8.4434,8.8308,8.2784,9.6038,8.5374
834497,6.3539,7.5701,7.0262,7.5323,6.9647,7.9565,6.4731,7.7048
835841,11.4129,10.8459,11.547,11.3384,10.9249,10.4117,12.3832,11.4427
3768651,3.8879,5.0775,4.103,4.1362,3.5089,4.5869,3.2795,4.4871
7922298,3.8879,5.0775,4.103,4.1362,3.5089,4.5869,3.2795,4.4871
837607,7.4127,8.2439,8.3287,8.6087,7.3547,7.6243,7.1811,8.5856
3771185,5.2286,5.8097,4.0076,5.0631,4.4287,4.4613,5.1949,4.4871
829449,7.9235,9.5443,8.1109,9.1082,8.2738,9.1672,8.5916,9.0982
836547,11.3288,12.289,10.781,11.7816,10.8235,11.9137,10.7505,11.6265
819257,4.0845,5.4654,3.7957,5.0631,4.4893,5.2115,4.2853,4.4233
831033,5.8038,7.1984,6.3381,7.2542,6.3974,7.2019,5.8941,6.5869
3770506,3.7786,3.3151,3.0695,4.8532,3.3869,3.4609,3.1529,3.1455
843495,5.0981,5.0124,5.1194,5.4593,4.6032,4.5255,3.6974,5.4516
7922303,5.4937,5.1397,3.9056,4.815,5.2183,5.494,4.6559,4.2131
825199,6.1927,7.5358,7.5421,6.5972,7.1449,6.3945,6.4191,6.108
832474,7.3943,6.777,7.4178,6.366,7.3218,6.2116,7.8856,6.6989
844208,4.6164,3.6926,4.6989,4.0729,3.823,3.1712,4.4012,4.8686
842790,5.4586,4.7183,3.9056,3.7066,5.0676,4.5869,4.7895,4.2866
833610,7.2065,5.9894,7.0503,6.1531,7.0775,5.8095,6.2897,5.8894
826711,3.3899,3.3151,4.4315,4.3647,4.4893,4.1717,3.3959,4.7695
841833,7.9041,8.353,7.9343,9.4241,8.4248,8.7027,7.9151,9.1606
5008210,5.9369,4.7977,5.3311,4.8903,5.2536,4.4613,6.0795,4.7173
828691,7.3662,5.8843,6.8172,6.3259,6.9104,6.0022,7.447,6.5275
815393,4.2575,5.3117,4.5031,4.4166,3.9142,4.7569,3.3959,4.7695
828684,6.1049,7.6471,7.718,6.4051,6.9964,7.0791,6.4328,6.8399
835025,10.5991,9.6443,9.7843,9.1003,9.4662,8.8193,10.0919,9.1335
3768378,3.8879,4.8729,4.0076,4.0729,3.3869,4.5255,3.1529,4.4871
815093,15.8521,14.2703,15.3772,14.6466,14.9484,14.3361,15.5547,15.3193
832530,11.5943,11.6158,10.1576,10.4214,11.2774,11.4927,10.5826,10.6846
826266,3.7786,3.6926,4.7587,4.0067,3.7257,3.0012,4.7463,3.7759
839211,6.2756,6.1791,7.6952,6.7668,7.5089,6.3945,7.3275,6.8761
834859,10.1624,8.921,9.1033,8.5691,9.3363,8.5759,9.6441,8.5561
843863,5.3859,5.3648,3.6768,4.562,4.9433,5.0464,5.3758,4.6631
818656,7.0739,7.0923,7.5076,6.0083,6.1942,6.0022,7.089,6.4813
823824,4.4119,5.8474,4.8713,5.8848,5.6213,5.7026,4.988,6.0029
820465,9.8643,10.301,8.9387,9.0416,9.6809,9.8773,8.6396,9.062
832227,5.4228,5.0775,3.5473,4.5151,4.7088,4.86,4.0918,4.5482
3769640,4.5514,6.3202,5.1194,6.0083,5.2183,5.9564,5.318,5.7663
820209,8.285,7.5007,8.0936,8.2919,7.3709,6.6316,8.1936,7.8453
827176,4.9035,4.3485,4.2766,3.0922,4.1574,3.4609,3.8683,3.5556
818590,6.8891,5.2566,7.1203,6.3122,6.4441,6.4116,6.972,6.4335
3770201,4.0845,4.1206,3.7957,4.815,4.2302,4.9089,3.3959,5.0485
821732,4.1736,3.0815,4.2766,3.8644,3.6214,3.809,5.0952,3.9669
819558,8.7326,7.71,8.614,8.4805,8.3574,7.6389,9.4322,8.6943
843445,3.8879,4.9443,4.8161,4.3647,4.7088,5.0464,4.0211,5.6596
836613,7.9739,8.2225,6.539,7.0226,7.5234,7.7302,6.9907,6.9906
838211,7.7388,7.4026,7.1652,6.6739,6.4441,5.9564,6.7385,6.4655
843769,4.1736,5.6478,5.9595,5.8092,5.936,5.25,5.4039,5.5445
3771565,4.8505,3.3151,3.0695,3.6207,4.0808,4.0017,4.2853,4.2866
835848,4.9547,4.3485,5.9847,5.4343,5.7506,5.3944,6.0263,5.8656
3768922,5.4937,4.9443,6.6536,6.5163,5.9789,5.494,6.2438,6.0669
825821,8.0465,9.1982,7.9915,9.3773,8.3974,8.9389,8.3168,9.3376
834266,9.1606,10.7742,9.6448,10.3406,9.6415,9.9077,9.0657,10.1082
842897,7.4127,7.8281,6.5559,6.6524,6.2301,6.4616,6.895,6.187
843906,6.4639,5.6043,6.6848,6.2985,6.1003,5.25,7.054,6.0459
843010,4.4119,4.5452,4.9757,3.9373,4.2994,3.5865,4.7463,3.2955
834539,7.2985,5.8097,6.5218,6.2846,7.2093,5.7835,6.7819,6.2249
829536,11.3552,11.3081,9.8833,10.2559,11.0781,11.2281,10.3069,10.3916
5007868,4.9035,6.5438,5.4446,6.0083,5.7003,6.5568,5.6346,5.3523
5007697,18.0518,18.2221,17.2204,16.7806,16.7558,17.4519,17.9328,17.0543
820119,4.9547,4.6344,3.7957,4.694,4.7589,5.2115,3.5035,4.4871
827593,5.1429,5.3117,4.2766,3.5294,4.7088,4.9562,4.4012,4.2866
814875,4.9035,5.8474,4.4315,4.7355,5.5662,5.8601,4.5085,5.0485
842368,5.5612,4.7183,5.2501,4.0729,5.4492,4.9089,5.6812,4.4233
3768912,5.3482,3.9915,4.4315,3.5294,4.7088,4.0017,3.7854,4.3566
6240361,4.9035,4.9443,4.1924,4.3647,5.1821,5.8095,4.2237,4.2866
834904,6.8491,7.0605,7.2509,7.6882,6.3816,6.3945,6.0443,7.4406
837593,11.2349,11.6075,10.5244,10.0215,10.4957,10.5327,11.5078,10.4397
817706,4.5514,5.7709,4.4315,4.6073,4.7088,5.2115,4.3444,3.8746
828468,11.1352,9.9106,9.9962,9.3035,10.0154,9.6443,10.2693,9.4093
829514,3.7786,4.1206,4.5714,4.0067,5.1449,4.0017,4.6559,3.2955
825318,6.6921,6.8717,5.4806,6.0252,6.8424,7.0897,6.2897,5.8168
5008315,4.3367,4.9443,3.2469,3.7877,3.7257,4.86,4.2853,4.2131
28721181,5.9369,6.4238,6.2781,5.7896,6.1759,6.2501,4.6084,5.7918
3769644,3.3899,4.7977,5.1194,5.0631,4.7088,4.7569,4.2853,5.0485
843353,8.9115,9.7848,8.4424,8.572,9.0119,9.4053,7.9631,8.5928
822506,9.2631,9.0842,9.7068,8.4022,9.2966,8.3242,9.8747,8.667
828526,6.7798,6.1492,6.3768,6.5746,6.1003,5.3944,7.3708,6.2249
826993,5.2695,4.7977,4.7587,3.7877,4.3655,3.702,4.8722,3.9669
28717346,5.4228,3.9915,5.7098,4.7355,4.4287,4.3942,5.1292,4.6631
3768591,4.1736,4.9443,4.103,4.1968,3.5089,4.6458,3.2795,4.6631
843029,12.5459,11.55,12.1437,12.2905,10.978,11.0918,11.9325,12.1734
818948,5.7175,5.2566,5.9338,4.4667,5.6745,5.1313,5.9898,4.6631
818351,3.9896,5.1397,5.2079,5.8475,4.3655,4.86,4.8722,5.2822
824528,3.8879,5.3117,3.5473,3.9373,4.2994,4.5255,4.8722,4.1356
830410,6.1049,6.9606,5.4078,6.4431,6.7465,7.2784,6.2438,6.5426
3768582,4.1736,3.3151,4.5031,5.2174,3.9142,4.3942,4.3444,4.8199
839107,3.3899,5.0124,4.6366,4.255,3.6214,4.5255,3.6037,4.1356
843955,3.8879,4.7977,4.8161,4.8532,4.2994,5.3596,3.6037,4.6631
828958,8.6496,9.2343,8.2106,9.6277,8.2994,9.1469,8.3747,9.541
835787,4.9035,5.2566,5.4806,5.8475,4.2302,4.86,5.0246,5.9809
828711,3.9896,3.3151,4.5031,4.694,5.0273,3.5865,4.4559,4.2131
5008297,5.5278,5.6478,5.0731,4.562,5.2881,5.3596,4.3444,4.1356
827199,8.6573,9.8926,8.5048,9.4739,8.7558,9.7183,8.4905,9.4052
3767453,5.4937,5.8474,4.4315,4.6073,5.6481,5.6745,4.5593,5.2084
816836,6.9659,5.8474,5.7979,5.8284,6.061,5.172,6.4993,5.4193
816276,5.2286,5.1397,3.7957,3.7877,4.4893,4.5255,3.9467,4.7173
828439,10.9163,12.3053,11.2718,12.2278,11.2982,11.7362,10.8412,11.9646
820431,11.5424,10.3594,10.9715,10.4063,10.6404,9.8572,11.276,10.1883
815397,3.9896,5.0775,4.1924,4.255,3.5089,4.7024,3.3959,4.4871
834277,5.5278,4.4502,4.9244,4.4667,4.5474,5.002,3.9467,3.7759
823773,8.634,8.9775,9.9993,9.4304,9.8707,8.4617,9.7144,9.4378
825446,11.0107,11.0571,9.7294,9.7803,10.6312,10.9499,10.0592,10.0017
836035,4.1736,4.5452,3.9056,3.5294,4.657,5.172,3.6037,3.8746
838607,4.3367,3.8498,3.2469,4.6073,4.7088,4.5869,4.4012,5.0902
827194,3.9896,5.1397,4.6989,4.8903,5.0273,4.4613,5.8334,5.4193
829583,5.2695,5.8097,4.4315,4.7355,5.1821,5.4284,4.7895,4.0538
3767407,3.5314,4.6344,4.1924,3.7066,4.6032,5.324,4.3444,4.6068
