ID,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
AT1G01550.2,2964.851995,2889.905584,3039.798407,1.051867723,0.072953291,0.622625518,0.9654308
AT1G01560.1,146.202421,78.50382579,213.9010162,2.724720917,1.446108468,0.003789823,0.04885385
AT1G01560.2,149.507243,79.42665674,219.5878293,2.764661617,1.467102912,0.003407193,0.045017454
AT1G01570.1,22.42659352,24.49056289,20.36262415,0.83144778,-0.266302438,0.285799207,0.717417183
AT1G01580.1,47.17561771,30.07006238,64.28117304,2.137713325,1.096068395,0.30379817,0.736734167
AT1G01590.1,7.594972067,8.241484548,6.948459586,0.843107761,-0.246211055,0.886098208,1
AT1G01600.1,165.7924456,151.1810413,180.4038499,1.193296781,0.254952896,0.3609214,0.793096895
AT1G01610.1,1164.38049,983.4012988,1345.359681,1.36806783,0.452139762,0.0249776,0.191992633
AT1G01620.1,5514.260072,5992.761722,5035.758423,0.840306799,-0.251011937,0.070478626,0.35901421
AT1G01620.2,5716.998786,6211.540353,5222.45722,0.840766851,-0.250222307,0.070725117,0.359689014
AT1G01630.1,902.3954683,858.6181491,946.1727875,1.101971567,0.140087,0.512050212,0.905432108
AT1G01640.1,69.47304478,104.9427419,34.00334769,0.324018099,-1.625853695,1.25E-06,4.61E-05
AT1G01640.2,69.65646761,104.67037,34.6425652,0.330968212,-1.595235436,1.78E-06,6.32E-05
AT1G01650.1,1149.203837,1146.781726,1151.625948,1.004224188,0.00608138,1,1
AT1G01650.2,1132.153409,1131.489689,1132.81713,1.001173179,0.001691548,0.961745955,1
AT1G01660.1,14.5812779,15.9495416,13.21301421,0.828425954,-0.271555342,0.340970412,0.774895808
AT1G01670.1,42.67623691,40.3669203,44.98555351,1.114416289,0.15628825,0.731922668,1
AT1G01680.1,31.24812316,11.45999276,51.03625356,4.453428082,2.154916296,0.139194081,0.508274972
AT1G01690.1,132.966854,146.5124461,119.421262,0.815092951,-0.294963506,0.128117786,0.490144807
AT1G01695.1,15.43110502,19.44102054,11.42118949,0.587478906,-0.767391043,0.159534575,0.546932282
AT1G01700.1,52.33012384,50.80600561,53.85424208,1.059997562,0.084060947,0.840118699,1
AT1G01710.1,1042.868457,1014.801795,1070.93512,1.05531457,0.077673104,0.582574921,0.945332047
AT1G01720.1,589.0027504,473.904183,704.1013178,1.485746155,0.571187648,0.102249203,0.435666306
AT1G01725.1,94.97702236,85.28328485,104.6707599,1.227330303,0.295523564,0.41525044,0.836448297
AT1G01730.1,241.9010259,233.2640403,250.5380114,1.074053296,0.103065584,0.946058507,1
AT1G01740.1,215.8850811,206.7916897,224.9784724,1.087947358,0.121608751,0.778347438,1
AT1G01740.2,218.0399764,208.8216127,227.2583401,1.088289364,0.122062204,0.77815719,1
AT1G01750.1,70.73208548,98.53014808,42.93402288,0.435745036,-1.198443867,0.000688298,0.011942878
AT1G01760.1,197.6517682,211.1091021,184.1944343,0.872508255,-0.196759314,0.445410178,0.860699231
AT1G01770.1,729.2144315,735.3220399,723.1068231,0.983387936,-0.024167438,0.592956807,0.950017705
AT1G01780.1,213.2068532,246.0443888,180.3693175,0.733076329,-0.447964672,0.042567767,0.268205972
AT1G01790.1,5974.572462,5187.238269,6761.906656,1.303565849,0.382463461,0.071035123,0.360214478
AT1G01800.1,1191.785395,1106.805646,1276.765144,1.153558575,0.206091263,0.322953499,0.756563066
AT1G01800.2,1192.516326,1107.156669,1277.875984,1.154196168,0.206888446,0.321697886,0.755117759
AT1G01810.1,18.15659227,18.18843522,18.12474932,0.99649855,-0.005060389,0.967327291,1
AT1G01820.1,1152.855034,1151.198245,1154.511822,1.002878373,0.004146649,0.718803125,1
AT1G01830.1,303.8534976,291.1927457,316.5142496,1.08695788,0.120296037,0.574729437,0.941898068
AT1G01830.2,329.2689706,318.8550037,339.6829376,1.06532102,0.091288232,0.647691419,0.976367804
AT1G01830.3,363.5153093,350.3358705,376.6947481,1.075238877,0.104657208,0.653461346,0.979240086
AT1G01840.1,55.98820954,55.63584907,56.34057001,1.01266667,0.018159374,0.730195706,1
AT1G01860.1,328.0606214,331.364533,324.7567099,0.98005875,-0.029059861,0.623786466,0.966236636
AT1G01870.1,0.183740987,0,0.367481974,Inf,Inf,0.964121578,1
AT1G01880.1,72.73923069,79.32393621,66.15452517,0.833979355,-0.261916424,0.487356543,0.890194591
AT1G01880.2,72.73923069,79.32393621,66.15452517,0.833979355,-0.261916424,0.487363242,0.890194591
AT1G01890.1,0.252589097,0,0.505178195,Inf,Inf,1,1
AT1G01900.1,129.901447,123.2637574,136.5391366,1.107698965,0.14756586,0.585064855,0.947145495
AT1G01910.1,1282.816099,1301.79151,1263.840687,0.970847234,-0.042683795,0.981428629,1
AT1G01910.2,1330.663665,1360.019609,1301.307721,0.956830117,-0.063665295,1,1
AT1G01910.3,1330.674066,1360.94244,1300.405692,0.95551851,-0.065644275,1,1
AT1G01910.4,1295.741301,1314.445485,1277.037117,0.971540571,-0.041653852,0.975926299,1
AT1G01910.5,1097.300031,1115.324657,1079.275405,0.967678243,-0.047400669,0.993973758,1
AT1G01920.1,486.3808208,551.4791193,421.2825223,0.763913823,-0.388518198,0.042037397,0.265930535
AT1G01920.2,486.4150025,550.6748226,422.1551825,0.76661428,-0.383427223,0.043756605,0.272987836
AT1G01930.1,333.7026516,317.3476615,350.0576416,1.103073015,0.141528289,0.43898789,0.855180593
AT1G01940.1,142.3835011,152.9513637,131.8156385,0.861814078,-0.21455143,0.123224465,0.481085841
AT1G01950.1,847.6724373,869.9739973,825.3708773,0.948730514,-0.075929746,0.701888101,0.99813856
AT1G01950.2,838.744035,860.1728571,817.3152129,0.950175545,-0.07373402,0.706315041,0.999400627
AT1G01950.3,860.119718,884.5828196,835.6566163,0.944690082,-0.082086983,0.68143454,0.990766356
AT1G01960.1,4620.427433,4826.356477,4414.498389,0.914664802,-0.128684961,0.556591154,0.932640065
AT1G01970.1,750.6088954,708.6692646,792.5485262,1.118361647,0.161386791,0.185923792,0.590612335
AT1G01980.1,2.879323533,3.89186804,1.866779026,0.479661439,-1.05991163,0.592536975,0.949845074
AT1G01990.1,263.754664,276.9357919,250.5735361,0.904807336,-0.144317468,1,1
AT1G02000.1,147.2856301,141.061105,153.5101551,1.088252889,0.122013851,0.880333171,1
AT1G02010.1,435.0509719,430.3964268,439.7055171,1.021629107,0.030871534,0.569207398,0.938917083
AT1G02010.2,410.3372862,410.0962705,410.578302,1.001175411,0.001694763,0.630618825,0.969432628
AT1G02020.1,250.359403,218.070492,282.6483139,1.296132784,0.374213524,0.043191125,0.270773872
AT1G02020.2,240.5568367,209.5872586,271.5264149,1.295529207,0.37354154,0.04500987,0.278251262
AT1G02030.1,4.43551366,5.09186258,3.77916474,0.742196923,-0.430126075,0.390923528,0.817378781
AT1G02040.1,2.358756088,3.589883461,1.127628716,0.314112903,-1.670644888,0.445297502,0.860620069
AT1G02050.1,70.17377178,67.21258544,73.13495811,1.088114043,0.121829771,0.822122566,1
AT1G02060.1,164.146368,169.9750143,158.3177218,0.931417611,-0.102499934,0.651287744,0.978008392
AT1G02065.1,17.57395472,13.19465399,21.95325544,1.663799252,0.734481374,0.247844067,0.676476168
AT1G02065.2,18.59474685,13.60763925,23.58185445,1.732986452,0.793260376,0.227867155,0.650050856
AT1G02070.1,1.571209963,0.874603408,2.267816518,2.592965562,1.374603045,0.354891369,0.787811138
AT1G02074.1,0,0,0,NA,NA,NA,NA
AT1G02080.1,10033.91505,10297.44623,9770.383882,0.948816208,-0.07579944,0.652820222,0.978892623
AT1G02080.2,10035.07365,10298.62322,9771.524091,0.948818486,-0.075795976,0.652866187,0.978892623
AT1G02090.1,455.6793657,494.5284324,416.830299,0.842884396,-0.24659332,0.187313741,0.592622488
AT1G02090.2,454.2758319,492.226543,416.3251208,0.845799819,-0.241611844,0.193457539,0.602569592
AT1G02090.3,469.7995182,504.3937785,435.205258,0.862828363,-0.212854494,0.23461437,0.659926233
AT1G02100.1,809.7796752,820.0506669,799.5086834,0.974950348,-0.036599347,0.832492165,1
AT1G02100.2,821.1791062,831.5395682,810.8186442,0.975081253,-0.036405652,0.82836823,1
AT1G02100.3,821.0558191,831.5395682,810.57207,0.974784726,-0.03684445,0.825958498,1
AT1G02110.1,239.0395671,228.4307022,249.648432,1.092884755,0.128141276,0.778438794,1
AT1G02120.1,1440.12347,1239.922027,1640.324913,1.322925859,0.403732211,0.085373555,0.396336607
AT1G02130.1,1077.563154,1131.937689,1023.188619,0.903926629,-0.14572242,0.53813243,0.92235171
AT1G02136.1,1.429748577,1.330830946,1.528666207,1.148655441,0.199946102,1,1
AT1G02140.1,1742.337296,1753.176904,1731.497689,0.987634325,-0.017951117,0.959680648,1
AT1G02145.1,742.2170428,769.0451894,715.3888963,0.930229987,-0.104340648,0.541157214,0.923798034
AT1G02145.2,547.8072602,564.23088,531.3836404,0.941784045,-0.086531813,0.605647839,0.95684297
AT1G02145.3,743.1581521,770.5515317,715.7647726,0.928899292,-0.106405901,0.534983151,0.920019744
AT1G02145.4,731.3603011,755.0946598,707.6259423,0.937135408,-0.093670574,0.570408104,0.939593075
AT1G02150.1,1646.365903,1369.765653,1922.966153,1.403865069,0.489404279,0.006607134,0.075648277
AT1G02160.1,169.3559444,185.936872,152.7750168,0.821649925,-0.28340425,0.486147504,0.889302648
AT1G02160.2,157.4757306,170.7210495,144.2304117,0.844830864,-0.243265554,0.562617289,0.936498977
AT1G02170.1,279.0733369,272.9694851,285.1771886,1.044721861,0.063118902,0.926716452,1
AT1G02180.1,101.5110489,106.912635,96.10946287,0.89895327,-0.153681972,0.59107612,0.949549403
AT1G02190.1,6.152761125,4.926105021,7.379417229,1.498022717,0.583059502,0.561460901,0.935525651
AT1G02190.2,6.152761125,4.926105021,7.379417229,1.498022717,0.583059502,0.561460901,0.935525651
AT1G02205.1,759.0093564,660.3727351,857.6459777,1.298730145,0.377101693,0.230450015,0.653512034
AT1G02205.2,783.9344207,683.729012,884.1398294,1.293114398,0.370849911,0.235719636,0.661592624
AT1G02205.3,769.065207,667.6121328,870.5182811,1.303928192,0.382864421,0.222890888,0.643342047
AT1G02210.1,0,0,0,NA,NA,NA,NA
AT1G02220.1,129.076537,144.9203749,113.232699,0.781344232,-0.355969808,0.050227375,0.296213992
AT1G02228.1,0,0,0,NA,NA,NA,NA
AT1G02230.1,27.18391901,6.851339947,47.51649806,6.935358401,2.793970439,0.051382673,0.300272966
AT1G02250.1,1.845934348,1.29054232,2.401326376,1.860711066,0.895854049,0.879363642,1
AT1G02260.1,306.8381748,294.5933574,319.0829923,1.083130302,0.115206812,0.657676792,0.981391952
AT1G02270.1,682.23576,650.1787659,714.2927541,1.098609785,0.135679047,0.287656361,0.718322903
AT1G02280.1,2227.028976,2032.482969,2421.574983,1.191436789,0.252702412,0.080492368,0.383936941
AT1G02280.2,2226.430685,2032.021351,2420.840019,1.191345759,0.252592181,0.080520854,0.383936941
AT1G02290.1,266.2073492,277.7849064,254.6297921,0.916643728,-0.125566985,0.740402138,1
AT1G02300.1,520.8557072,519.1395676,522.5718468,1.006611477,0.009506952,0.44373522,0.859769824
AT1G02305.1,2031.064478,2030.426853,2031.702104,1.00062807,0.00090583,0.696181224,0.996260371
AT1G02310.1,27.56356631,31.41131665,23.71581598,0.755008656,-0.405434909,0.046864594,0.284280249
AT1G02320.1,3.599054331,5.055937194,2.142171467,0.42369424,-1.238904579,0.247338074,0.676272783
AT1G02330.1,275.263678,269.0212303,281.5061258,1.046408588,0.065446287,0.816367939,1
AT1G02335.1,35.22169425,33.62111424,36.82227425,1.095212788,0.131211197,0.761108915,1
AT1G02340.1,58.82551336,56.89112945,60.75989727,1.068003006,0.094915707,0.795159912,1
AT1G02350.1,30.56904925,30.37244144,30.76565706,1.012946461,0.018557923,0.709692856,1
AT1G02360.1,33.24035496,35.07673305,31.40397687,0.895293664,-0.159567118,0.298133332,0.730601175
AT1G02370.1,164.7542874,187.3023777,142.2061971,0.759233272,-0.397384878,0.093888089,0.417102626
AT1G02380.1,85.48226973,80.87815981,90.08637966,1.113852984,0.155558826,0.359080143,0.792009197
AT1G02390.1,61.49720939,55.8896061,67.10481268,1.200667125,0.263836231,0.473636252,0.881817316
AT1G02391.1,1.106643055,0,2.21328611,Inf,Inf,0.252074404,0.681386285
AT1G02400.1,57.73112008,62.21002471,53.25221545,0.856006981,-0.224305532,0.276588217,0.707817342
AT1G02405.1,1.972173303,1.401137647,2.543208959,1.815102867,0.860051312,0.829738522,1
AT1G02410.1,476.1567989,469.7412675,482.5723303,1.02731517,0.038878855,0.788650239,1
AT1G02420.1,89.36740444,83.16125316,95.57355572,1.149255838,0.200699995,0.439767006,0.855881913
AT1G02430.1,60.85999872,61.85067662,59.86932081,0.967965495,-0.046972474,0.983428591,1
AT1G02440.1,7.092940811,6.217569388,7.968312233,1.281579945,0.357923476,1,1
AT1G02450.1,18.09616425,4.878394172,31.31393433,6.418902046,2.682326545,0.113207779,0.4597781
AT1G02460.1,33.76665033,37.36944439,30.16385627,0.807179683,-0.309038233,0.071620131,0.361555129
AT1G02470.1,64.99179095,50.93001266,79.05356925,1.552200071,0.634314526,0.034072354,0.232778184
AT1G02470.2,64.36655113,50.05540925,78.67769301,1.571812002,0.652428673,0.031712775,0.223266865
AT1G02475.1,1615.761772,1553.59334,1677.930203,1.080031795,0.111073784,0.326738294,0.760247396
AT1G02480.1,0,0,0,NA,NA,NA,NA
AT1G02490.1,0.710084649,0.526534238,0.89363506,1.697202185,0.763158441,1,1
AT1G02500.1,6891.344449,7019.98762,6762.701279,0.963349459,-0.053868858,0.47269187,0.881026976
AT1G02500.2,6891.344449,7019.98762,6762.701279,0.963349459,-0.053868858,0.472691864,0.881026976
AT1G02510.1,11.48817211,9.809079108,13.16726512,1.342354871,0.424766119,0.580984783,0.944519378
AT1G02520.1,63.25362656,95.65279792,30.8544552,0.3225672,-1.632328348,1.41E-07,6.51E-06
AT1G02530.1,11.72919142,13.8364931,9.62188974,0.695399454,-0.524086161,0.087377792,0.401473972
AT1G02540.1,0,0,0,NA,NA,NA,NA
AT1G02550.1,0,0,0,NA,NA,NA,NA
AT1G02560.1,7295.254342,7008.952941,7581.555742,1.081695912,0.113294983,0.251646079,0.680958242
AT1G02570.1,4.066314697,7.000814316,1.131815078,0.161669061,-2.62888448,0.002101161,0.030211747
AT1G02575.1,1.487674874,2.975349747,0,0,#NAME?,0.005670941,0.06714126
AT1G02580.1,9.180574823,6.80514401,11.55600564,1.698128007,0.763945215,0.678672276,0.9903114
AT1G02590.1,1.585228653,1.26591486,1.904542446,1.504479098,0.589264063,0.702404778,0.99843585
AT1G02600.1,1.225951256,0.923236304,1.528666207,1.655769168,0.72750156,0.755815099,1
AT1G02610.1,281.0049749,275.2291546,286.7807953,1.041970992,0.059315114,0.509529124,0.904367098
AT1G02620.1,8.266942344,9.109065065,7.424819622,0.815102271,-0.294947009,1,1
AT1G02630.1,2.524255367,3.023060596,2.025450138,0.669999847,-0.577767328,0.941091599,1
AT1G02630.2,2.330026935,3.023060596,1.636993273,0.541501971,-0.884961505,0.785709749,1
AT1G02640.1,932.0814052,832.365694,1031.797116,1.239595918,0.309869909,0.255169692,0.685124239
AT1G02650.1,48.72454265,43.28442502,54.16466027,1.251366057,0.323503877,0.189088579,0.595187657
AT1G02660.1,869.6929979,694.706062,1044.679934,1.50377259,0.58858641,0.219662991,0.63913504
AT1G02670.1,40.31133286,43.23097536,37.39169036,0.864928215,-0.209347694,0.302204365,0.735309996
AT1G02680.1,204.9696737,205.8511366,204.0882108,0.991435919,-0.012408567,0.922379656,1
AT1G02681.1,7.841686143,8.880452189,6.802920097,0.766055596,-0.384478996,0.586194339,0.947700209
AT1G02690.1,441.2056271,571.9354068,310.4758474,0.542851245,-0.881371179,7.25E-06,0.000225161
AT1G02690.2,441.2056271,571.9354068,310.4758474,0.542851245,-0.881371179,7.25E-06,0.000225161
AT1G02700.1,10.7479878,10.72895641,10.7670192,1.003547669,0.005109147,0.786267039,1
AT1G02710.1,6.461874405,4.947268148,7.976480663,1.612300046,0.689120252,0.432604388,0.849106378
AT1G02720.1,244.9032777,257.8565191,231.9500364,0.899531403,-0.152754447,0.414618246,0.835840778
AT1G02720.2,186.1275925,195.5638605,176.6913244,0.903496812,-0.146408585,0.388576424,0.815672803
AT1G02730.1,1656.965943,1706.395042,1607.536844,0.942066054,-0.086099875,0.469438718,0.878705072
AT1G02740.1,214.3341879,215.6005888,213.067787,0.988252343,-0.017048625,0.917748445,1
AT1G02750.1,209.4663106,180.5585292,238.3740919,1.320203997,0.400760871,0.090250134,0.409085462
AT1G02750.2,205.6782129,177.4838821,233.8725438,1.317711451,0.398034488,0.090461411,0.409476069
AT1G02760.1,0.34685069,0.693701381,0,0,#NAME?,0.537982179,0.922269801
AT1G02770.1,14.42326901,13.03613114,15.81040688,1.212814347,0.278358725,0.582537684,0.945314227
AT1G02780.1,9155.745437,9620.290167,8691.200706,0.903423967,-0.146524907,0.205078062,0.620228316
AT1G02790.1,0,0,0,NA,NA,NA,NA
AT1G02800.1,73.370134,46.77532082,99.96494718,2.137130124,1.095674752,0.036869136,0.245185883
AT1G02810.1,102.5871073,195.089118,10.08509661,0.051694819,-4.273836497,1.08E-13,1.89E-11
AT1G02813.1,0.820782573,1.641565146,0,0,#NAME?,0.138789304,0.508098087
AT1G02816.1,288.3106736,286.4361406,290.1852065,1.013088662,0.01876044,0.942449146,1
AT1G02820.1,78.52586504,84.75189454,72.29983553,0.853076334,-0.229253253,0.872900355,1
AT1G02830.1,0.854181991,0.175511413,1.532852569,8.733634726,3.126582193,0.543160987,0.924500931
AT1G02840.1,1228.811849,1244.178535,1213.445162,0.975298261,-0.03608461,0.507401628,0.903036262
AT1G02840.2,1366.856896,1372.668238,1361.045554,0.99153278,-0.012267626,0.61037352,0.95932208
AT1G02840.3,1228.811849,1244.178535,1213.445162,0.975298261,-0.03608461,0.507401746,0.903036262
AT1G02850.1,567.8029547,409.8903743,725.7155351,1.770511289,0.824166043,0.062390399,0.335569751
AT1G02850.2,576.6422601,416.4109325,736.8735876,1.769582713,0.823409197,0.062267916,0.335211432
AT1G02850.3,569.1290285,411.1562892,727.1017677,1.768431584,0.822470406,0.062439575,0.335665287
AT1G02850.4,568.0721657,409.4022024,726.742129,1.775129994,0.827924678,0.061056616,0.331816212
AT1G02850.5,568.0721657,409.4022024,726.742129,1.775129994,0.827924678,0.061011802,0.331730887
