Location,Treatment,Genotype,Age,image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_8_day4, b8131ed0-02d6-407d-b42b-b1e5ccd18496,2.248589,2.156181,0.43674836,0.007058092,279.1053259,0.061022516,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_7_day4, e9b267ab-3d30-4370-a750-fe182a622e3c,1.5867683,1.4862231,0.2344625,0.002902422,267.2496747,0.048735615,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_6_day4, 0ab3ad02-1c4a-4892-8a92-62ac9a102577,1.5362374,1.5077002,0.27471775,0.004099838,277.9029667,0.05938091,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_5_day4, f1158b60-ae2f-4e94-9173-cac1632e95ef,1.2704712,1.2537874,0.21429212,0.003009653,259.7664922,0.055492613,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_4_day4, 9bef945e-fe36-4987-a2b4-fdb670bf7daa,2.094808,1.9827812,0.31152415,0.003941963,279.0346744,0.047978267,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_3_day4, 3ee2e468-7e9b-490d-87ab-c432ad0f9e0f,1.3421973,1.2442645,0.22786818,0.003297197,263.0651184,0.055856075,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_2_day4, 81caea8e-b67f-4570-8be5-7d0b1b2db426,1.6491224,1.6153785,0.28667653,0.004129652,269.180296,0.05536772,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,GC,cax23,day4,A4_GC_cax23_day4_1.rsml, A4_GC_cax23_1_day4, 623ffefc-7c72-40ea-a894-258bc8df0b84,1.4549259,1.430199,0.24769045,0.003615399,286.3766087,0.053689282,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_8_day4, f821433a-a2d5-45c8-a688-16901f5d5635,1.2531837,1.2406824,0.17129783,0.001906093,270.2062724,0.04365765,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_7_day4, d888d6c5-a8e2-4e53-a1fb-630d4760d014,1.6010603,1.5891944,0.24368311,0.002980471,276.1232653,0.048377793,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_5_day4, d44d1ce8-37b5-45da-bfbf-b0f7285920bb,2.3283494,2.189812,0.46047655,0.007678774,273.8484844,0.060886487,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_4_day4, 1ddea98b-f2cc-4acc-9362-cc8ac1f712a6,1.5311463,1.5179801,0.23599261,0.003130866,274.7927717,0.05322932,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_3_day4, f4ac1203-a304-4978-ba76-89037125eb60,1.0973659,1.0450336,0.2019943,0.003342725,265.1686254,0.059162904,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_2_day4, 701ce0b6-e443-4862-9fc4-ef84ac902dc4,1.7506939,1.6999162,0.21984206,0.002356041,270.5046151,0.04123319,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B4,GC,cax22,day4,B4_GC_cax22_day4.rsml, B4_GC_cax22_1_day4, 268f990d-c14f-4315-ad5c-9512f611b92b,1.6113958,1.5921692,0.19343168,0.002265125,261.8078718,0.044847593,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_11, 923b59ba-ccaa-407f-a19e-258df0d99aa1,1.7288079,1.6490239,0.2693575,0.003637342,252.3687689,0.04748927,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_10, b3ecba04-6831-44c1-94d4-e6bb84dc15a5,1.2630217,1.2250319,0.19244426,0.002378346,276.2326576,0.047536,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_9, 60dcaff0-e10f-4233-b8ce-f68d6510e581,1.483742,1.4390868,0.21340623,0.002481593,279.7588384,0.044082426,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_8, 42d1d9b3-3571-4c1c-a8c8-87238a398e4a,1.4245183,1.4035318,0.23078054,0.003213962,264.7662453,0.051238343,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_7, 0f312d35-fb81-46ac-8f05-cf1f5b5d9445,1.1644584,1.128585,0.15474734,0.001698575,256.4667731,0.04232591,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_6, 6538d6d3-0bec-4bfd-9f30-729688b76791,2.0394263,1.9631366,0.31497505,0.003995919,272.3159266,0.048725974,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_5, 53889996-e5ea-491a-b7a7-5fca220e0bb9,1.3898224,1.3537012,0.20374773,0.002512592,260.8288598,0.044564605,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_4, bc86dd88-8446-4df8-97fd-f31059fb7057,1.1408294,1.1260728,0.16383913,0.002105391,251.4282792,0.049764678,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_3, f48657b3-56f8-42ec-a912-466e10351ca7,1.4485102,1.3809252,0.22015877,0.002741284,280.3958491,0.048878565,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_2, 001bfab2-1c98-4b4e-8e11-1e4d084022f2,0.98065615,0.9508337,0.15143158,0.001900202,275.667719,0.049508378,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,GC,cax23,day4,C1_GC_cax23_day4.rsml, cax23_GC_C1_2_1, 7190ecf1-a795-4ad4-a7bd-62c6786d367d,0.83738846,0.71982086,0.11689493,0.001333699,288.6323742,0.044906992,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_10_day4, 41297429-ee33-4e40-a049-6a59aea841db,1.7599274,1.7325133,0.26348618,0.00330227,275.5746372,0.050130352,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_9_day4, d1de538f-456e-4a73-97bb-74f301502d02,1.2982521,1.2730128,0.2213012,0.003157336,267.8230281,0.054793295,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_8_day4, f183b8d7-e370-4998-a0ce-da49200745c6,1.5787888,1.5455306,0.21524993,0.00237677,280.6326928,0.043402076,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_7_day4, 60f24bbd-2bd5-4c99-b570-5840bf2416fd,1.8019515,1.7389486,0.34264436,0.00524678,274.9901915,0.0567793,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_6_day4, 19d9e32b-0719-40b4-b5b4-36e3d45c1ced,1.5214121,1.4321508,0.23174517,0.002867211,268.7017456,0.04993679,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_5_day4, 9be2b3c9-8ed3-4757-bb09-6d6c1ea2ec1e,2.5652602,2.498966,0.47427338,0.007355932,262.2033671,0.061576065,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_4_day4, a48c3af7-faec-4df5-86b2-d81980ea3028,1.9056265,1.83532,0.31057146,0.00414072,280.0740379,0.05370779,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_3_day4, 52c21d12-a782-45be-a353-a78dae1f4e68,0.79120725,0.76901925,0.12470613,0.001605062,279.0742622,0.050080825,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_2_day4, e7333dcf-d62c-4376-9816-f055a5b699c1,1.5096538,1.4650342,0.2219646,0.002677674,262.6153641,0.04826118,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C6,GC,cax23,day4,C6_GC_cax23_day4_5.rsml, C6_GC_cax23_1_day4, 59fe46e7-6825-4da8-963e-5f248e3f2c77,1.6413267,1.5884281,0.24000022,0.002918085,280.7207476,0.05017838,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_10_day4, 59065e1d-c939-46c1-b8d5-a652e5f27ec0,1.4239396,1.3984021,0.20508648,0.002557559,266.4739838,0.046895046,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_9_day4, 077c3b78-e37e-452d-a1b7-f3e7ecf01620,1.2239729,1.1906059,0.17225799,0.002009781,246.5015271,0.04666284,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_8_day4, 7b839019-7a5c-497b-a786-f81a9c8d33ad,1.7497319,1.6572292,0.2546545,0.00303748,271.1428279,0.047725063,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_7_day4, 4855973d-fe47-42f1-a5ca-f1b604b9879f,1.4836061,1.4558417,0.25203407,0.003897961,264.539565,0.05947054,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_6_day4, cf581b7c-d4c2-45aa-8834-59e238c9d84e,1.1534157,1.1277138,0.18132265,0.002570775,276.29402,0.05440655,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_5_day4, 1a8d6953-e4a3-4be7-90f4-aff3d8527383,1.7707361,1.7416328,0.24713735,0.002908128,258.7130038,0.04490782,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_4_day4, bbdd6e1a-223d-4018-8bdb-5753b4b0592e,1.5532441,1.5014483,0.2183938,0.002779274,271.4782175,0.046417493,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_3_day4, 9a39c225-6413-4d50-8a6d-e00ea89f24a3,1.3436327,1.291735,0.17692572,0.001907742,277.805213,0.04292087,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_2_day4, 4e6d686b-2300-4767-ba31-5a37099b214a,1.7278076,1.6472679,0.2479139,0.002934941,272.5241654,0.046779864,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C8,GC,rbohD,day4,C8_GC_rbohD_day4_5.rsml, C8_GC_rbohD_1_day4, f2608ed5-0b0f-46f8-8bdc-707b295aa812,1.8642124,1.8008999,0.29424593,0.003890318,267.2463416,0.051422156,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_10_day4, 1f41350b-0d55-4fb6-a8f3-dd30b7e6de81,1.2958006,1.2926311,0.19018424,0.002340905,268.9500094,0.048149116,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_9_day4, 9cd4463f-4b6c-49dc-8384-dfd1c03b7e2f,1.6138678,1.5430843,0.25325248,0.003293085,281.2442133,0.051672198,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_8_day4, e4295672-3bce-4afc-8f4e-8cc527618174,1.7753099,1.7484076,0.26808253,0.003297076,284.740751,0.050457753,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_7_day4, 7c4c77a8-0b0d-4b43-af24-e5d81b5a3782,1.4696214,1.4201974,0.19951858,0.002263482,256.7214026,0.041579902,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_6_day4, 3412dd4e-dbf4-43de-a976-5cf6f3b4abfc,1.4108036,1.37498,0.1931636,0.002153349,279.8683673,0.04548208,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_5_day4, ba35bc3b-6889-4897-b0ac-ea0848be761a,1.5628979,1.5014967,0.23002039,0.002905402,296.184651,0.04929916,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_4_day4, 99afaf12-a97a-4a14-b9d9-7a9bf0691644,1.2003121,1.1863317,0.19147699,0.002521277,275.5259516,0.049729027,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_3_day4, 09ff44da-22be-4b22-ac03-142210428d07,1.5995113,1.5527768,0.22241136,0.002590179,289.6962718,0.046065077,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_2_day4, 6a2cdb86-ed65-42d7-8fd7-6d89f473b0c2,1.5183694,1.4777682,0.22296004,0.002706966,275.5457591,0.047142517,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A8,GC,cax23,day4,A8_GC_cax23_day4_2.rsml, A8_GC_cax23_1_day4, 0f487030-f6d9-46e8-9fd7-bd10416a4bbc,2.3955631,2.2837622,0.38516098,0.005048661,276.3500276,0.053105805,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_9, 1163d023-bf6d-4c49-a72d-53c1d128242e,0.3534878,0.30385402,0.035274122,3.01E-04,248.9290857,0.028928915,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_8, 951c5851-5e85-4fc7-9971-6eae225bba72,1.4477042,0.2689626,0.23113973,0.003121148,181.042128,0.050518025,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_7, d8a77a23-25d3-47c5-9876-d97d8bdd2b89,0.6892988,0.54239744,0.10903974,0.00138836,177.6018573,0.050701544,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_5, 5c209ba6-c292-4d17-a24a-429d59c634c9,1.162958,0.84930784,0.18279462,0.002326124,308.3168155,0.048137344,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_5, d1c88da6-a0bb-460f-a513-3a012f143162,0.5628052,0.5266513,0.09985666,0.001436208,192.4499645,0.05532207,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_4, 8a6cb456-0e8c-497a-9b02-6711c91cee81,0.28039357,0.28039357,0.03720655,3.93E-04,230.345425,0.042237815,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22-_FL_A10_day2_3, da809371-8d1c-4554-aeb5-5e76de48027a,0.9131041,0.9045238,0.14474148,0.00189354,258.2440703,0.047811467,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22_FL_A10_day2_2, 71cd8634-0820-44c2-a48b-9ec0adb2942e,1.2936382,0.97108465,0.18937494,0.002261138,282.9179101,0.04634038,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,FL,cax22,day4,A10_FL_cax22_day4.rsml, cax22_FL_A10_day2_1, 2a1ac772-8918-4461-84a6-e35aa50e2ef7,1.0927323,0.81916034,0.14385815,0.001530967,243.4340345,0.04167573,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_10_day4, 7ebb9832-c323-4857-bffa-011e3e0140ca,0.5232853,0.37639514,0.0861188,0.001180429,237.7760424,0.05479732,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_9_day4, ece4f596-a42a-44b3-857d-5b4bb01387f1,1.1607705,0.8874732,0.21415792,0.003452434,83.98072071,0.06119597,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_8_day4, 64a6b3cf-289c-48c3-abdb-86c3edfc732b,1.6693139,1.6073849,0.3963954,0.007670851,206.3037602,0.07426739,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_7_day4, 959ff344-6fb4-406e-b909-7c22f1ec9af3,0.8782785,0.8516968,0.13921116,0.002109429,156.0239646,0.05110287,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_6_day4, b32f558b-8271-428f-b5ff-d552e1a45634,1.4943012,0.9540368,0.25880128,0.003912608,192.870513,0.056082476,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_5_day4, 5eb4a87b-4444-4ef7-84ad-4865eac41ab7,0.77816063,0.72294456,0.13688557,0.002191915,321.7530544,0.05685626,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_4_day4, 0d64b077-9996-4eff-a676-4f4d3fd4ef06,0.3463459,0.3454664,0.06417617,0.001083321,293.3639468,0.056074977,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_3_day4, 1b7af6a2-1c4d-4645-a769-80900b4bc704,1.4199457,1.2183161,0.20855857,0.002546838,281.4492282,0.048852235,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_2_day4, ad155098-26f8-4a38-ad91-8ae0fbe18704,1.502559,1.2605702,0.23178442,0.003004197,256.4326768,0.04909559,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B8,FL,cax22,day4,B8_FL_cax22_day4_4.rsml, B8_FL_cax22_1_day4, ee9df8d8-6da5-4f94-8ffc-d44442bd4c07,1.621003,1.5420477,0.28645283,0.004372763,273.3981018,0.056965686,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_11_day4, 668b7269-a1fb-45d0-86b0-3634e3b5cabe,0.66000986,0.62983924,0.09837881,0.001210811,177.0283946,0.042832762,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_10_day4, 4b1fb0fb-6f4b-40f3-9506-bccd1085e61b,1.1361939,0.98467606,0.14601795,0.001854072,263.1219455,0.0421094,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_9_day4, c0aaee97-1db1-43fa-b897-6ac40255209a,0.38319874,0.38274062,0.06334771,9.28E-04,134.4630382,0.05631953,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_8_day4, 79b9d556-5cce-4f84-b4fc-5357ba4b890f,0.17459126,0.17459126,0.021686172,2.16E-04,194.8555708,0.039516933,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_7_day4, f6224c34-1848-46a4-ba00-76ecb6b0f6f1,0.10295519,0.10295519,0.012434085,1.27E-04,237.1684288,0.037620258,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
