Location,Treatment,Genotype,Age,image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_6_day4, 22a71ef7-07cb-40b0-a16b-876bdbf50a24,0.613827,0.24645172,0.07096501,7.57E-04,151.4856864,0.037369654,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_5_day4, f1867b58-5b43-4fa6-8c7b-f82d530690a7,0.70300823,0.69729877,0.090393804,0.001082299,267.4741694,0.04521373,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_4_day4, b97b5b88-22ab-43f9-8e29-fb6027a64339,1.3003173,1.0668315,0.2931716,0.00578155,267.1290809,0.065200545,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_3_day4, 59cc992f-a407-4a4f-8fd1-1993475715b4,0.2815857,0.24533424,0.037867084,4.28E-04,310.3337977,0.049043916,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_2_day4, 83608fa7-42f3-406a-bde3-b23524dc6fd0,0.65552765,0.64030105,0.105182044,0.001367856,212.1256358,0.053907223,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C3,FL,Col,day4,C3_FL_Col_day4_4.rsml, C3_FL_Col_1_day4, 90d4cb1c-ce9e-471a-9070-e0ade52b2d67,0.2364441,0.22906075,0.038089592,5.32E-04,264.4459641,0.045156147,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_10_day2, 9aa399f9-eba4-4efd-a910-a2426bc4debf,1.4362338,0.7701819,0.20962146,0.002464196,187.9615057,0.04618296,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_9_day2, d39fe643-aa00-4be3-9d77-7068ab44e29a,1.707052,1.5846635,0.24539818,0.002819817,263.7606229,0.04578961,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_8_day2, 3597c69c-23ce-471f-a4f5-0ccb631d8d95,1.478401,1.2074466,0.17843026,0.001738864,276.851664,0.037382122,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_7_day2, 5b3c86d3-b900-42eb-8b34-fac4800c8e10,1.4306442,1.2953614,0.18133914,0.001851647,247.3923204,0.040192574,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_6_day2, 3dffd4bf-217b-4ac2-90be-2b8f7f1fa8c7,1.5711601,1.5430452,0.2226744,0.002526304,260.1371802,0.04452725,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_5_day2, f47a6fbe-d257-42ce-b45e-065a8b2a752a,1.4572152,1.1711254,0.24948725,0.003487757,254.6058471,0.05313579,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_4_day2, 8e7da494-af1d-4e3d-9f57-6794d7c7893f,1.1288363,1.0787865,0.15005665,0.001626826,234.1294864,0.04392751,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_3_day2, 1fb162d2-b485-4721-a776-e86594135e95,0.74784565,0.6887579,0.08368927,7.59E-04,151.3867307,0.036242124,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_12_day2, 385daa97-aa53-4d34-aaf5-828a7d09d08d,1.2150964,0.785915,0.19699194,0.002628925,97.8215185,0.053177964,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C10,FL,rbohD,day4,C10_FL_rbohD_day4.rsml, rbohD_C10_FL_10_day2, 8bbdf17a-4486-44ae-af22-e56c274aa075,1.4004706,1.327756,0.23312269,0.003119541,249.0850052,0.051969767,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_10_day4, 79a607a7-7110-476a-b4f9-e42d1e482aca,0.88878137,0.764543,0.13711359,0.001731469,180.0841939,0.05229154,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_9_day4, b2645247-b63c-40d8-942b-6abfac7ee4b1,1.0758588,0.98939043,0.17910403,0.002448343,77.24631129,0.057160508,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_8_day4, 0c4553f3-5766-4909-b58c-0b27d28dc38f,1.0268375,0.96451086,0.18689585,0.002987773,247.6592169,0.06300367,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_7_day4, b09c41f0-13b2-4062-b2ac-70886a4ce202,2.0478756,1.4196292,0.3603734,0.005323271,211.0137903,0.05645119,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_6_day4, 6cc98192-e0a7-41f4-8152-d0ed2659ae5c,0.7517943,0.74594295,0.13729998,0.002158976,184.0643364,0.06240846,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_5_day4, 24b4611f-faee-4a0b-bab4-3fd823b44924,1.5287802,1.5142866,0.2253682,0.002684694,296.6722992,0.048084956,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_4_day4, 456d2e34-750b-4f28-8e84-ec80e78e0d4a,1.6255234,1.3661301,0.25689667,0.003409222,187.7010706,0.053673137,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_3_day4, d62237d4-a208-4c08-98af-b243a6cdb753,1.2754719,1.2310888,0.17670684,0.00206463,271.5569013,0.046194438,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_2_day4, f07f8eed-3908-4693-ad2b-2c29940051e7,1.2999302,1.2450746,0.19933489,0.002513356,256.9992001,0.052976735,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,FL,Col,day4,B6_FL_Col_day4_2.rsml, B6_FL_Col_1_day4, 0baa7a2d-b3d0-4d12-9576-ba6c1152fc9c,1.8336748,1.6171968,0.25832275,0.003421107,227.1666276,0.046535727,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_10, 845ce0c3-06ce-40af-befb-297dd9d3bee1,1.6964668,1.6706859,0.25912344,0.00319687,269.7210558,0.049145114,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_9, 18ce107b-3f22-4829-9ec1-42731c7f1368,0.6989294,0.6665198,0.13186441,0.002012737,278.2778894,0.05949623,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_8, 5af27787-7141-4fc3-b580-13ff99db8fbe,1.7850598,1.7529864,0.26622713,0.003327311,264.7172592,0.048930492,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_7, a4e62844-1c0a-48da-b5ce-89e7e2953e98,1.7686284,1.7663264,0.2801283,0.004091522,257.2913682,0.05221504,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_6, 5e4093b2-bd60-45d2-9093-11e8b7d3f382,1.2958218,1.2666796,0.19840589,0.00249525,278.8676626,0.049781106,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_5, acf3b4d8-6604-4ff5-a07a-854ad3ae5050,0.9995892,0.98002195,0.13952973,0.00163098,269.9445942,0.046514638,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_4, dd1c8155-8430-4dec-a4f5-bcb25ccce8b9,1.8084292,1.6639661,0.3042918,0.004155668,281.9125883,0.054019343,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_3, dbc6328a-740b-4fbd-9344-33337aa72d15,1.739797,1.7119304,0.26044518,0.003382073,279.2009758,0.05061005,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_2, 79b6d6ee-cb82-4e7e-948f-1834f7757137,1.9271126,1.8672243,0.2706371,0.003069454,285.9676169,0.044402223,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A1,GC,Col,day4,A1_GC_Col_day4.rsml, Col_GC_A1_day2_1, fb1a03b8-ac79-4911-a0a0-996d79087a7c,1.8137534,1.7749335,0.28564554,0.003620215,267.4536515,0.05075075,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_11_day4, f46a54dc-0bfc-492e-9861-a369d4a857ca,1.1289116,0.76801604,0.12584834,0.001192263,205.6150039,0.038390644,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_10_day4, 1fb26058-8587-4f95-bc62-83c54d7ca829,1.0885377,1.0577221,0.17528847,0.002298987,196.1091974,0.05394808,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_9_day4, ad0de2f1-72b4-44a6-9a9b-dbd7927062f3,1.400358,1.3375117,0.16761574,0.001712255,224.9396854,0.038382787,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_8_day4, 5be61381-4e2b-431c-850d-18064c1ed3ef,1.9308186,1.8771633,0.31655735,0.004464557,265.5703225,0.05572457,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_7_day4, 69514183-65fc-4207-946b-570b550c155b,1.8218848,1.7979386,0.34283042,0.00541602,277.51493,0.060272742,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_6_day4, 085147ef-506b-42eb-b905-b13a20bbce0e,1.187951,1.1141176,0.12946394,0.001332436,228.1950492,0.042473096,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_5_day4, 4f249fcf-3603-4c01-8887-2bab5a7dd3dc,1.1783655,0.9774017,0.17353256,0.002235737,111.0089199,0.043591216,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_4_day4, 0fd0d7b0-0f58-4247-86ce-a7c0da2cee11,0.78904444,0.7458571,0.12607974,0.001776741,124.8792036,0.057068504,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_3_day4, d563f66f-6d57-48c3-89a1-7873881d555d,0.5491228,0.5467578,0.10981513,0.001757737,230.3387314,0.060450643,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_2_day4, 25a38548-c83e-4fdf-b12b-3c1ae449a731,1.7212377,1.5370698,0.24695593,0.002875275,225.9215661,0.047284633,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C5,FL,cax22,day4,C5_FL_cax22_day4_5.rsml, C5_FL_cax22_1_day4, 099b37e7-6945-4784-b6c1-ff98a44eef13,1.1453319,0.94589686,0.17985244,0.002288526,140.8553303,0.050474692,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_9, 45634f02-7f15-44c6-8dd0-04a12f761097,1.292058,1.2300054,0.19752999,0.002538672,275.3051999,0.05063503,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_8, bfcd1ae1-d2d0-4cde-8a13-59c1abaeca59,1.4680152,1.410079,0.19934423,0.002235239,277.1153639,0.04284127,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_7, 14ebdd6e-9880-4254-8e00-4f6e32078361,1.1088275,1.0696921,0.14521296,0.001560482,275.7213496,0.040696025,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_6, c12634cf-2d74-49c1-8ffa-d58c64b2b82b,1.6298608,1.6027918,0.26996738,0.003909501,279.5979738,0.054076158,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_5, f8a9d14a-9db2-42d9-9e58-818c5a82c6b6,1.7141179,1.6768503,0.25206426,0.003033075,273.3636776,0.04658143,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_11, 3a163dcf-2ebe-4cd9-958f-06cce5d60537,1.4052057,1.3713464,0.1908871,0.002081264,286.9795778,0.044302713,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_4, 09c3ea75-4689-45e2-9d28-6868d386c0ac,1.3974102,1.3737452,0.21464342,0.002644829,272.6825985,0.04820227,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A10,GC,cax22,day4,A10_GC_cax22_day4.rsml, cax22_GC_A10_3, b2505d4a-3bfe-46fe-9d82-46be159d0c56,1.2659379,1.2265693,0.17840217,0.00205938,272.6487754,0.04460142,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, Spare, 53a405d7-c672-442c-b048-4301edf4e088,1.0157418,0.95082426,0.12140444,0.001204103,191.834182,0.039424177,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_11, 72e92898-b628-41bc-9074-d0aa337a96d3,0.974746,0.94462895,0.12462711,0.001308917,246.6492778,0.03806143,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_10, 39a36f02-1b82-4f1f-8e02-3061f9affb1c,1.0804384,0.9122529,0.1351749,0.001424354,252.3047564,0.038327735,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_9, 43009327-1bd6-42e7-953d-55346d00c054,0.93547106,0.9151603,0.1973077,0.003856042,48.4153144,0.07097997,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_8, 1ce37c8b-2241-4924-9aba-e88cbd318db4,0.45661372,0.44851905,0.05854656,6.11E-04,28.55396953,0.042277027,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_7, f507977b-ad65-4e94-89e2-ec8881e5a207,1.017828,0.9992396,0.16107747,0.002084221,204.8266635,0.04944242,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_6, 78c57217-43e6-4b56-86ef-c0b730029d20,1.1007127,1.0163403,0.11152719,9.03E-04,219.6909993,0.032614812,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_5, ac6858e8-fb1b-4954-99d0-b2f62aa59b3e,1.2685186,1.2464061,0.18377139,0.002190107,200.3256508,0.048117723,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_4, 70a1e9b0-69f4-46fe-9aac-ef4872acf455,1.0003288,0.80786943,0.12143338,0.001320409,125.1182193,0.04131415,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_3, 3116f64f-f89c-42d3-af61-6cde254bf1eb,0.87409705,0.7484959,0.12159689,0.001403592,259.8117627,0.04359901,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_2, 042d10ad-98e3-4319-93f2-405006813629,1.1325115,1.02268,0.16361326,0.001908799,208.1732376,0.045345064,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
C1,FL,cax23,day4,C1_FL_cax23_day4.rsml, cax23_FL_C10_2_1, 26647163-ecc7-4ee4-9e8b-ed72d5c63133,0.9479811,0.92365974,0.11947612,0.001199228,245.8855807,0.040138125,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_11_day4, d1c1304f-6410-4393-867b-7b8fd32d412f,0.695807,0.617561,0.14097296,0.002455702,219.1265661,0.070510246,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_10_day4, 99211ff5-72af-4e5d-b526-13095d642abd,0.9557174,0.8621098,0.16904278,0.003094194,231.0322415,0.06698355,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_9_day4, c6316c0f-ec6f-43a0-8c5a-36490701ccd4,1.123399,1.0603337,0.16784364,0.001997171,238.8981332,0.0476055,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_8_day4, 4701df0f-7841-438e-9d42-f6169bb594d6,0.62679285,0.6137271,0.1062782,0.001883157,285.1371752,0.059841696,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_7_day4, 9285aa3f-d927-4bf0-abfd-44cc2bdd0dc2,0.37870643,0.35596177,0.122775085,0.003325177,162.6510103,0.09391397,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_6_day4, d3a777e2-34a8-4afd-9b36-77a170b2e0f0,1.091869,1.0297164,0.18557951,0.002836413,242.506249,0.06437718,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_5_day4, 1e38dd88-cbed-4a22-9a06-3c61d106412e,1.5006708,1.2694424,0.18325457,0.00211429,296.6101991,0.044662204,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_4_day4, 96ea2949-c2f1-4561-90e1-3cfa6f322c98,1.2958634,1.2699292,0.18958735,0.002236852,283.3862972,0.04632348,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_3_day4, 858fed7e-4fc8-48f5-84bc-94c1ee2297d9,0.8012448,0.78811604,0.11495531,0.001327884,122.5051255,0.046317942,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_2_day4, 5a923c1e-8e5b-4937-8461-072600e5ca90,0.54504704,0.50681335,0.085066445,0.001239577,123.1813825,0.048228726,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
A4,FL,cax23,day4,A4_FL_cax23_day4_1.rsml, A4_FL_cax23_1_day4, dfc13e10-4f41-4668-bd1e-17a70e2dbe75,0.63903993,0.6388875,0.08983451,0.001063595,288.3700403,0.047820754,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_11_day4, 5ee12a01-0171-4792-9f1c-6f4e3c136223,1.827338,1.8042736,0.25014064,0.00289862,272.156346,0.044171903,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_10_day4, 8892dc06-3af6-4287-837b-521971c5aa03,2.5657787,2.4437034,0.3732793,0.004467811,271.3307674,0.046808485,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_9_day4, 01b40348-40b4-4dea-ba43-722689f19841,1.9583843,1.9070629,0.30393568,0.004173507,287.7848844,0.050766155,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_8_day4, a54937b4-b214-4203-a822-49379ba759cd,2.089343,1.8873421,0.35325053,0.00488526,265.1216337,0.05393701,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_7_day4, 470b9a07-dec8-4723-8962-350817ecfc8c,2.2485805,2.1611323,0.38956463,0.005527987,279.960165,0.05526153,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_6_day4, 7f335b2b-b025-4cb4-8ece-5ba8e678dce6,1.4601374,1.4229351,0.22640193,0.002974805,275.0878086,0.052679513,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_5_day4, 8ed084a3-d253-43bb-8f20-1d121e1a2c89,2.2644963,2.1727066,0.37764272,0.005215258,285.1429945,0.054203965,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_4_day4, f520e6b6-0b36-4c31-8b73-252f8890335a,1.0477908,1.035078,0.15813197,0.001915228,277.5463488,0.04868191,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_3_day4, ae2a47dd-1b4e-4950-8834-2b20e184b53b,2.3385901,2.2647572,0.37243128,0.004812055,287.2340433,0.051852606,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_2_day4, e1a5f27c-3dd4-4961-824a-81e7eaffde0a,2.1639826,2.13603,0.42323595,0.007328905,278.428017,0.058705747,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B6,GC,Col,day4,B6_GC_Col_day4_2.rsml, B6_GC_Col_1_day4, a75fa2b7-fc04-4ff3-82f4-ce17384a25ef,0.6942556,0.6741525,0.11611964,0.001782144,270.3158013,0.05851748,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B5,GC,rbohD,day4,B5_GC_rbohD_day4_3.rsml, B5_GC_rbohD_11_day4, 998a5177-c69b-426b-9823-55eced073418,1.7355292,1.6472856,0.33185983,0.005526379,268.9867011,0.06078586,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B5,GC,rbohD,day4,B5_GC_rbohD_day4_3.rsml, B5_GC_rbohD_10_day4, 8ddf1ab5-4016-445d-bcbb-8bc8f6c904e2,1.6357878,1.5945511,0.21704018,0.002508879,276.7394303,0.04326834,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B5,GC,rbohD,day4,B5_GC_rbohD_day4_3.rsml, B5_GC_rbohD_9_day4, 035fa8e7-3059-4694-804d-db2cf65c5d90,1.9357269,1.9136286,0.31768575,0.004290063,280.2048497,0.05379858,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B5,GC,rbohD,day4,B5_GC_rbohD_day4_3.rsml, B5_GC_rbohD_8_day4, c516d3ad-9151-4ff7-a86a-f2a93269aa6d,1.8967274,1.8562695,0.3312979,0.004913854,280.7021968,0.05487669,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B5,GC,rbohD,day4,B5_GC_rbohD_day4_3.rsml, B5_GC_rbohD_7_day4, 2f2b43ec-9889-4c6d-bca4-42bea2a63e11,1.6788765,1.6636095,0.22545663,0.002470827,264.0834449,0.045135826,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
B5,GC,rbohD,day4,B5_GC_rbohD_day4_3.rsml, B5_GC_rbohD_6_day4, 3911d256-835a-411a-84eb-5a81d02dde63,1.7757729,1.729731,0.3714605,0.006249471,275.576413,0.06880232,0, Root,-1,-1,-0.008466667,-57.29577951,0,0, null, null, null, null
