Entrez Arabidopsis ID,"""ROOT-SHOOT_logFC""",FL-GC_logFC,CAX22-COL00_logFC,CAX23-COL00_logFC,I:Tissue_SHOOT.Genotype_CAX22_logFC,I:Tissue_SHOOT.Cond_FL_logFC,I:Tissue_SHOOT.Genotype_CAX23_logFC,I:Cond_FL.Genotype_CAX22_logFC,I:Cond_FL.Genotype_CAX23_logFC
831490,-0.662678764,0.134257786,0.136345669,0.095730018,-0.041342926,-0.184962351,0.060203255,-0.05484227,-0.064555795
831491,0.273408216,-0.036276316,-0.024349999,0.034400733,0.008854659,0.048486364,-0.014056653,0.056394209,-0.036034786
831492,0.168275584,-0.059921223,0.03405562,-0.059697736,0.054640596,0.020416911,0.194254079,-0.000935494,0.134785941
831493,0.21529928,0.005157499,0.09368361,-0.023829142,0.07369459,-0.080107796,0.043784404,0.008989921,0.096273716
831494,0.940520054,0.438058995,-0.735975859,-0.80953491,-0.194626981,-0.288164737,-0.456489052,0.205783813,-0.156472882
831495,-0.251637672,-0.23182635,-0.17931889,-0.159530048,-0.156156672,0.264691037,-0.371428477,0.161937539,0.028078523
831496,-2.724609452,0.629021378,-0.040787629,0.096402755,0.196968567,-0.460944247,0.345326731,0.117435506,-0.238021212
831497,1.659739068,-0.016240194,-0.515398895,-0.467287757,-0.060285888,-0.14870463,-0.198186674,0.114238566,0.245658122
831498,-1.251835499,-0.155569912,-0.376046735,-0.218707016,-0.211331647,0.025166113,-0.424772889,0.115875214,-0.001056432
831499,0.226415878,-0.127792695,-0.044570456,-0.180511626,-0.007247836,-0.254845202,-0.090370138,0.077730167,0.11486057
831500,-0.590147349,-0.095851446,-0.17753422,0.008227009,-0.057194023,0.080480858,-0.094340959,0.07847295,-0.063363319
831501,-3.285669394,0.002157945,0.131146761,0.097384495,-0.48544283,-0.089725828,-0.244310443,0.128373803,-0.089006239
831502,-0.182464011,-0.153640619,-0.32185979,-0.083127223,0.658947237,-0.001813691,0.517235277,0.261569422,-0.21336568
831503,0.229669522,0.205400535,0.246809127,0.072714706,0.237403069,-0.137538982,0.161190923,-0.215037038,-0.227643322
831504,-0.103722952,1.342596561,0.854998924,0.239935818,-0.1122927,-0.36138623,0.314154998,-0.979549741,-0.943362737
831505,-0.017915093,0.006436886,-0.05956518,-0.008053946,0.033147681,0.012050818,-0.113342162,-0.028913793,-0.035478759
831506,0.520162996,0.064302531,-0.0803031,-0.122875533,0.119133669,-0.117252906,0.139922827,-0.053659598,0.039629407
831507,2.248732384,-0.796788099,-3.108568561,-2.740878312,2.687548901,0.816118301,2.22451331,-0.010247651,0.249510579
831508,-0.450596702,-0.113115877,-0.190375631,-0.129893276,-0.191081291,0.054582204,-0.321635738,0.155111308,0.084432057
831509,-0.003527381,-0.182856004,0.072044472,0.031477173,-0.222058808,0.091358857,0.000949854,0.139540374,0.076716663
831510,1.77267161,-0.082936802,0.178522486,0.111730866,-0.079567583,0.270204275,0.066896156,0.258995639,-0.054892893
831511,2.168250118,-0.333495607,0.517141558,-0.110470471,-0.983203721,-0.087326848,0.421651997,0.80123336,0.758504642
831513,0.711005714,-0.021693886,-0.050993574,0.071453122,0.122712572,0.085178703,-0.025617825,0.041824158,-0.029077384
831514,0.280165099,-0.093320724,0.018116452,-0.063637778,-0.055631677,0.010246843,0.14589774,0.093242243,0.111827096
831515,2.146862601,0.926028127,0.818970088,0.172290588,-0.104454175,-0.339576498,-0.279534063,-0.262578896,0.671854718
831516,-1.421750601,-0.064786971,0.115691828,0.00738392,-0.125715522,-0.063986692,0.085432916,0.067507261,0.169147511
831517,-0.176603394,-0.051015217,-0.093098815,-0.005107647,0.120127094,-0.156990812,-0.047486726,0.084858851,-0.015967274
831518,-0.216995603,-0.008149755,0.175179329,0.080577775,-0.176147416,-0.146445198,-0.002835684,0.074215648,0.128381853
831519,0.41762727,-0.518395764,-0.264840712,-0.470708412,-0.237372034,0.966918093,-0.313526479,0.183909607,-0.123819947
831521,0.302145731,-0.152531202,-0.186962922,0.049446713,0.062421226,0.229803639,-0.07783101,0.102653883,-0.111474934
831522,3.06022315,-0.189717752,0.05097203,-0.019273784,-0.01571079,0.304112021,0.185410259,0.097334835,0.082783524
831523,0.040384915,0.022891744,0.094843829,0.057559809,0.031068686,-0.041232617,0.014107126,-0.018302435,0.044672929
831524,-1.192490895,0.072067131,0.099542576,0.088746318,-0.032514602,-0.090517467,0.003506382,-0.022529003,-0.077818502
831525,0.051328098,-0.076230426,0.067275309,0.068166321,-0.047244171,0.003898776,-0.053266588,0.121899343,0.058081598
831526,-0.1638395,-0.097520026,0.022447522,-0.125663246,0.02562196,0.082656772,0.033440797,0.072355333,0.083781404
831527,-1.078472311,-0.025723303,-0.007453758,-0.076871384,0.151535359,-0.092332274,0.22797152,0.01447858,0.032595906
831528,-1.294107071,-0.060338361,-0.145284843,-0.069136087,0.078081129,-0.125582294,0.031929669,0.090210594,-0.004087637
831529,-0.010907468,0.037326223,0.025077554,0.121657375,-0.016583678,-0.032564003,-0.020450339,0.017682661,-0.068510458
831530,0.828581787,0.217951715,0.271345646,0.100020339,0.266766099,-0.16351259,0.124219692,-0.220240518,-0.05573788
831531,1.182913285,-0.785893783,-1.599514278,-0.207814058,0.955284633,2.077182827,-0.38700105,0.033749028,-1.307086747
831532,-2.20217235,0.143981374,0.086350369,0.001426029,-0.249008136,-0.121746,-0.037593955,-0.032924535,-0.065511593
831533,-1.921383847,0.091221716,0.243092119,0.096912705,-0.104684485,-0.067774398,-0.005190854,-0.059915852,-0.041640722
831534,1.681652649,-0.102197719,0.163577957,0.000196431,0.011776742,0.170902508,0.092019935,0.03552474,0.105576345
831535,1.074856972,0.319161218,0.142210636,-0.100783795,-0.065758212,0.044830583,0.149291279,-0.307807201,0.085039719
831536,-0.057477354,-0.205655891,-0.167635218,-0.004690567,-0.016379767,0.136246602,0.085515755,0.15304624,-0.03449593
831537,0.597150251,0.006430398,-0.730385658,-0.644580834,-0.078558884,-0.296723557,-0.178417484,-0.34271076,0.123389425
831538,0.579768306,0.057517636,0.133183854,0.09038084,0.153205078,-0.089459092,0.028988916,-0.11816922,-0.035296107
831539,0.229040775,-0.038838959,0.005329609,0.118457737,0.013938471,0.065930355,-0.028050223,-0.010434338,-0.157392707
831540,3.086252715,0.069519949,-0.104358431,0.182547124,0.164227464,0.52585552,-0.3498863,-0.212340729,-0.306218314
831541,0.140057339,0.042516083,0.08583421,0.051468862,-0.017114137,0.073113933,0.194666825,-0.062855586,-0.056398903
831542,0.036335224,-0.218987009,-0.034747352,-0.249363157,-0.075190204,0.048960687,-0.136573568,-0.255855819,0.182360395
831543,-0.174643176,-0.133162716,-0.064489088,0.008924015,-0.186540025,0.095648918,-0.031672903,0.198808672,0.001239889
831544,-1.952074242,-0.123424798,0.076197042,-0.014713353,-0.306231598,-0.071686233,-0.295815719,0.123325034,0.151469528
831545,-0.226326447,-0.019897836,-0.01041702,-0.014902664,-0.063358068,-0.03794694,-0.135905889,-0.051382674,-0.022763016
831546,-0.32385555,0.023973433,-0.267225636,-0.089045252,-0.069161058,-0.051733202,-0.152375002,-0.010846703,-0.08356576
831547,-0.016353538,0.039009686,-0.072096627,-0.024570692,-0.003077661,-0.081424937,-0.045710446,-0.044469584,-0.025993395
831548,1.836932108,0.09511479,0.018459832,-0.202345148,0.049213433,-0.175166996,0.183189658,-0.147215998,-0.03370224
831549,1.160765728,0.137881164,0.312362716,0.087998743,0.001053637,-0.17416588,-0.048816494,-0.234282831,-0.015140467
831550,0.294898343,-0.02559697,0.02095481,-0.050588715,0.062862489,-0.076216197,0.123145827,0.045283776,0.072822637
831551,-0.219445605,-0.082309828,-0.069881545,0.025356584,0.017172312,0.073994772,-0.056554348,0.05110163,-0.025976048
831552,0.593648448,-0.076205931,0.039812821,-0.060789028,0.026400619,-0.032602209,-0.023094171,0.114601294,0.120357814
831553,4.000308693,0.07147626,-0.245132818,0.358147021,-0.108486607,0.152989675,-0.110135235,0.047607185,-0.457491438
831554,0.410376173,-0.111948645,-0.235539986,-0.021837828,0.040225059,-0.049906046,-0.218220831,0.146427435,-0.00194275
831555,0.057435194,0.135596736,-0.326563722,-0.546878502,-0.091170538,-0.447932014,-1.531101249,-0.709303524,0.894917376
831556,0.960759527,0.210057626,0.260117636,0.138348412,0.052961424,-0.135400126,-0.171590754,-0.246355338,-0.032717777
831557,-0.228609245,-0.20916569,-0.018527012,0.066120353,-0.01272404,-0.015720285,-0.015986182,0.066496992,-0.03285164
831558,1.105238509,-0.190032625,-0.084808498,-0.023067745,0.515066997,0.379616971,0.218422739,0.050409115,-0.186350574
831559,-3.540238268,0.650712251,-2.923694357,-0.068990677,2.507613372,-0.243828359,-0.78643353,-0.090624541,0.216620779
831560,-4.371521029,1.22197244,-0.04966128,0.376128437,0.237192036,-0.933604486,-0.203080556,-0.41526663,-0.195446233
831561,-6.270509483,1.96084853,-0.348122164,0.736950578,0.708523713,-1.704485436,-0.435073702,-0.417078002,-0.051613853
831562,-1.622754958,0.214987189,0.04407609,0.004731773,0.03254788,-0.344244393,0.034894889,-0.079397973,0.124267306
831563,-0.465485341,0.116301588,0.03490592,0.142338933,-0.199622143,-0.012170888,-0.12916919,-0.10939899,-0.043905461
831564,0.514321731,-0.078753179,0.095322584,0.135796089,-0.023342183,0.060087511,-0.013463893,0.033540599,-0.026158798
831565,-0.092185574,0.038810837,-0.030359636,0.056855437,0.064407313,-0.042225132,0.009576457,-0.020334015,-0.090053309
831566,-0.5834715,-0.567813612,-0.818825348,-1.025560185,-0.039018676,0.146682491,0.026370508,0.281295505,0.552725444
831567,4.550445096,-0.391977018,-0.345661792,-0.401310364,-1.075019014,1.369908738,-0.548088529,0.509221686,0.260074092
831568,1.052624173,-0.078984361,-0.05240196,0.071288884,-0.181750224,0.301294249,-0.12204308,-0.107103858,-0.052574245
831569,0.719561757,0.014729808,0.009914713,-0.013418664,-0.159051044,0.128727895,0.147152415,-0.136148274,-0.040504573
831570,0.308618136,-0.021521836,-0.170742767,-0.13425836,0.034347657,0.000635809,-0.046590201,0.05042815,-0.029607028
831578,1.596609832,-1.468507565,-0.928723321,-0.07075146,0.793047742,1.095583104,0.48405492,0.140432335,-0.167110586
831579,1.550310277,0.247405309,-0.452510181,-0.363480935,1.050217107,-0.404791748,1.07432013,-0.137726188,-0.120463662
831580,1.560156978,0.126741677,0.03726896,0.121795944,0.293452161,0.063226471,0.328900482,-0.100462295,-0.147096487
831581,-4.393480516,0.185831181,0.520102464,0.3546917,-0.519078548,-0.56699278,-0.404109535,0.189069413,0.20304615
831582,-3.166024334,0.158155613,0.880233018,0.073620207,-0.293504034,-0.416547228,-0.592870057,-1.150297376,0.611568537
831583,0.028220442,-0.033979004,-0.118502343,0.025127786,0.071529359,-0.097202206,-0.030103469,-0.0144446,-0.07987691
831584,0.742230471,0.166347102,-0.485036658,-0.406975406,0.479877015,-0.028286856,0.102916915,-0.27978922,-0.42720236
831585,2.380642852,0.072264838,0.037964844,-0.110132756,0.161896694,0.166614727,0.359817835,-0.113968054,0.108260732
831586,-1.751792102,0.190284051,0.058628558,-0.163903141,-0.803847683,0.13739591,0.318731594,-0.20815048,0.468911979
831587,-2.292218084,-0.0025669,0.101077218,0.182657509,-0.298418563,-0.054903727,-0.1753357,0.072251006,-0.042794788
831588,0.223029585,0.15197555,0.150826978,0.015372945,-0.068333606,-0.021746118,0.110178393,-0.14494364,-0.055808231
831589,0.714940581,-0.048076428,0.064738114,0.036776506,0.015734816,-0.041699335,-0.023814571,0.049517394,0.02870492
831590,-0.109750049,-0.147868838,-0.187291368,-0.120050127,-0.220564936,0.283641204,-0.140869837,0.044086088,0.091031849
831591,2.721565777,0.607986416,0.531551381,0.479255732,0.341563489,-0.462682967,-0.933883773,-0.249395714,-0.015465357
831592,0.373583296,0.155353562,0.158552217,0.107193053,0.129266622,-0.125999691,-0.012702674,-0.107440017,-0.091629319
831593,-0.971187884,-0.060599019,-0.197224961,-0.036410842,-0.018696449,0.08111235,-0.134950369,0.009026695,-0.065894239
831594,-0.460663981,-0.050225517,0.026125884,0.159470434,-0.114250737,0.013105312,0.014391779,0.084001002,-0.102204828
831595,-1.476167023,-0.073680194,0.115060747,0.013215022,-0.543628872,0.217208679,0.184869633,0.09610608,0.098204503
831596,-0.845735233,0.014037183,-0.074682446,-0.060373353,0.039316773,-0.144624168,0.154537987,0.05937576,0.082764465
831597,-0.037585208,0.013133458,0.062841368,0.044598534,0.056246349,-0.042743681,0.020082242,0.009443803,0.025257068
831599,2.792572362,-0.016059444,0.012501832,0.362225928,0.185611111,0.70134619,-0.818172826,-0.217447737,-0.415853047
831600,5.735232825,0.349442166,-0.780655928,-0.690589135,0.308740377,1.461620362,0.246652585,-0.518299402,-0.025699349
831601,-0.820764834,-0.063331515,-1.560322733,-1.545108096,-0.545555105,-0.103476411,-0.080884671,0.118814082,0.67623968
831602,-0.041249802,0.060865624,0.034197036,0.004399131,-0.353710908,-0.043780496,-0.269577434,-0.088035755,-0.079655392
831603,0.550199866,-0.014072115,-0.091569012,-0.248071331,0.288071562,-0.080544743,0.131310956,-0.05620735,0.159501613
831604,0.075175133,0.074281907,-0.118089676,-0.030873585,-0.041400084,0.052788382,-0.121781887,-0.116155954,0.039351351
831605,2.078432385,0.276671301,-0.159079454,0.105866094,0.011605437,0.261880423,0.10307819,-0.198752632,-0.304683402
831606,-0.166143496,-0.112097335,0.096567155,-0.006796134,-0.059125109,0.105897772,0.153959066,0.029813052,0.078748142
831607,0.327279224,0.047125952,0.070826212,0.020248297,0.074539287,-0.032644046,0.066193866,0.006537923,0.030873152
831608,2.409601295,-0.090930711,-0.017732127,-0.114627406,0.316706114,0.358764072,0.025196865,0.179221288,0.017932066
831609,6.347848638,0.075935763,0.286679873,0.126837639,-0.29790583,0.473247868,-1.625133741,-0.062277922,0.018248578
831610,0.179481763,-0.026746743,0.006158444,-0.058534473,-0.061341771,-0.039820644,-0.070890036,0.021280517,0.065940614
831611,-0.020966646,0.40689486,0.466335672,0.136615998,-0.312370316,-0.293793913,-0.587586166,-0.153911762,0.230852021
831612,1.690200248,0.089361398,0.06004716,0.202063048,0.288638564,-0.020152524,-0.168329803,-0.049637567,-0.033207206
831615,2.564517641,0.005134677,-0.063515835,-0.143807307,0.052091798,0.348826019,0.245614231,-0.022953108,-0.147898026
831616,1.064335063,0.412224322,0.00566577,0.136484672,0.32207706,-0.016144647,0.096777924,-0.309626801,-0.358345768
831617,-0.06780505,0.004275649,0.138535373,0.103675853,-0.084044991,-0.027916254,-0.155974275,-0.003038474,0.027283163
831618,-1.457105892,0.146948442,0.27572477,0.095723666,-0.138005524,-0.285751888,0.039509938,0.029065615,-0.065934979
831619,-0.208417144,-0.025381068,0.026726411,0.066233459,-0.010085989,0.007296041,-0.081286898,0.015385439,-0.006347305
831620,0.727257061,-0.055867962,-0.439866204,-0.750315073,0.05435621,-0.004660668,-0.046177244,0.155270306,0.352758846
831621,-0.504565386,-0.127257857,-0.064109824,0.04263361,-0.040863899,0.012156174,-0.0336857,0.145163312,-0.002495554
831622,-0.895387682,0.03944162,-0.036680806,0.03658098,-0.034212769,-0.049043904,-0.038442558,-0.022339372,-0.062779963
831623,0.06401958,-0.070369253,0.140668273,0.129942334,0.055225103,-0.049839695,0.102108966,-0.024633502,0.030366567
831624,-0.074454344,-0.033538476,0.246626053,0.138454536,0.022138771,0.180255098,0.165237698,-0.018946933,-0.04094158
831625,3.115006457,-0.023598369,-0.117236315,0.050918683,0.323866239,-0.431132181,0.651628596,-0.178778212,-0.149823439
831626,-1.414644072,-0.212794758,0.085775397,-0.063558437,-0.203270846,-0.021758686,0.042823208,0.155263797,0.134396779
831627,0.048880863,-0.04978707,-0.107170819,-0.062121988,-0.019117181,-0.006547897,0.044367127,0.055556088,-0.010944556
831628,0.522745829,-0.046625362,0.013571128,-0.052789304,-0.004730613,0.010872273,0.041994155,-0.012947694,0.119272714
831629,-0.008503564,-0.010433423,-0.032388806,0.077986796,-0.026018207,0.036758088,0.025086622,-0.015025607,-0.092194752
831630,-0.132278393,-0.125321389,-0.119636794,0.116079872,0.030382544,0.106736665,-0.090384958,0.1559541,-0.114241499
831631,0.678635045,0.361149137,-0.291267509,-0.378841181,0.202247183,-0.31393141,-0.002841936,-0.047648974,0.268986265
831632,-0.952384254,0.013114616,0.162793881,0.04018101,-0.055644464,-0.085390953,0.143270157,0.025818682,0.023218541
831633,-2.778566157,0.093894574,0.255879295,0.057518321,-0.453660919,-0.130225487,-0.17405555,0.028754427,0.038015923
831634,1.495354694,-0.220389666,-0.170163978,-0.097014112,-0.075290793,0.012924659,-0.211932836,0.172674736,0.06639775
831635,0.172407183,-0.067169215,0.094501397,0.080493426,-0.071391245,0.099541894,0.040339581,0.044430041,0.04165601
831636,-0.154574219,-0.238522869,-0.545516466,-0.778797907,-0.930611363,0.140383915,-0.263874876,0.744066606,0.440690733
831637,-0.157682232,0.106443478,0.228478608,-0.256873648,-0.22087582,-0.163195498,0.054704741,-0.057579023,0.457036801
831638,-1.385783221,0.114468492,0.083357467,0.087047366,-0.140365327,-0.037352458,-0.209963012,-0.11778542,-0.092342534
831639,5.5691116,-1.903379569,-0.134629626,0.342154676,-0.150443317,1.705828392,-0.237729387,1.160597576,-0.270681081
831643,-1.217177511,1.276015497,-0.160859795,0.093760086,0.985880105,-0.482330207,0.414094575,-1.248794202,-0.875427873
831644,-0.003542937,0.682463394,0.227103789,0.012346776,0.198328135,-0.293766191,-0.046691345,-0.561317865,-0.009016557
831645,0.005951639,-0.106505252,-0.090166119,0.135300326,0.158575627,0.093959954,-0.014444582,0.083243533,-0.073866055
831646,-0.96923927,0.219408104,-0.063480615,0.065753545,-0.339880418,-0.039302875,0.119200887,0.190325886,0.137535205
831647,-0.840786446,0.171184745,0.130502024,0.114419689,-0.07113421,-0.101471151,-0.075956965,-0.102657095,-0.065476041
831648,4.123501264,0.22261084,0.15702249,0.036924841,-0.215701167,0.502053179,0.083445647,-0.198793585,-0.097380869
831649,5.320816831,-0.266818912,-0.162503785,0.472599454,-0.157955974,0.083864512,-0.31089369,0.510024112,-0.385241534
831650,7.434043931,-0.580372905,-0.891062121,-0.139109882,0.601390433,1.75991293,-0.946124032,1.105889384,0.150547589
831651,-0.196505976,-0.068492173,-0.728293377,-0.868358864,0.795038865,0.249432328,0.670476412,0.077392607,0.143888908
831652,-0.583613794,-0.04008758,0.006795458,-0.089232988,0.001910822,-0.06879724,0.038936547,0.020780856,0.070330272
831653,0.595417799,0.185851274,-0.469800928,-0.52197612,0.162930359,-0.348106614,0.061679426,-0.044725675,0.23580818
831654,-2.530486431,0.284203036,-0.05800584,0.018534551,0.185244535,-0.554705885,0.199390295,0.101809969,-0.143270989
831655,-1.723723371,-0.018533166,-0.191575056,-0.185201528,-0.144635285,-0.045812271,-0.098139951,0.07563702,-0.020293517
831656,-1.034408585,-0.036626504,0.175305512,0.122934166,-0.209104348,0.15091853,-0.111125694,-0.024518564,-0.032729796
831657,-0.283595453,0.036090945,0.009572419,0.021990386,-0.077165117,0.054257633,-0.036519776,0.024645377,-0.037597842
831658,0.504940912,0.019548746,0.092771419,0.007801646,0.011752162,0.131377952,0.302145065,-0.018768005,-0.06165259
831659,0.241593268,-0.151339272,-0.080424375,0.074378299,0.042003857,0.041241023,-0.001169677,0.120305805,-0.011574183
831660,-0.741645828,-0.208668467,-0.13085654,0.638137425,0.001825993,0.197954401,-0.540427803,0.093852981,-0.445807434
831661,0.326331951,-0.086585899,-0.10262441,-0.134930775,0.245919023,0.051674446,0.211505798,-0.036921238,0.074849229
831663,4.29351398,0.235163543,0.565487297,0.424085612,-1.09709125,0.043746571,-0.079784719,-0.510379622,-0.75043017
831664,0.001070595,-0.378701053,-1.206477024,-0.518218108,2.42268684,0.362327875,0.987072571,-1.199592441,-1.117279319
831665,0.912275922,0.190144452,-0.10765488,-0.289023736,0.157742742,-0.288968411,0.024535546,-0.02269896,0.197208911
831666,-0.824048155,0.201700502,0.110815939,-0.055196179,-0.023043876,-0.040367849,0.149657045,-0.241885372,0.017861474
831667,-0.419185962,-0.046655176,0.001005361,-0.619948525,-0.224829268,0.191311044,0.432702467,-0.256398268,0.661814564
831668,-6.685701851,0.191102991,1.127437951,0.591421744,-1.280608137,-0.495857167,-0.871165535,0.385316767,0.29452593
831669,-8.915874514,0.353190676,2.143222829,1.107141466,-2.145808261,-0.291063423,-0.992688666,-0.032010615,-0.01557105
831670,-4.52759837,0.268115872,0.075040086,-0.547107204,-0.180004222,-0.315789664,0.603097483,-0.064251185,0.192279307
831671,1.598108374,0.198233192,0.09808886,-0.147507065,0.14223879,-0.092610913,0.447488086,-0.211687734,0.076943231
831672,-0.626252928,0.21996227,0.219433586,0.11382999,-0.196952281,-0.160673033,-0.156441407,-0.057131144,0.059878137
831673,3.59717851,0.783766172,0.444894052,0.146542988,0.403809804,0.310187258,1.133295864,-0.71545726,-0.407184367
831674,1.473739487,-0.141946257,-0.084875823,-0.525686478,-0.214628238,-0.315519009,0.372556991,-0.045697882,0.597944025
831675,0.577338622,0.041274143,0.195197998,0.063489655,-0.043809698,0.03755692,0.006537693,-0.038986135,0.046356371
831676,0.998919463,-0.246144289,-0.095724679,0.040780494,0.143686733,0.425893343,-0.266256733,0.162457399,-0.159944702
831677,1.674070612,-0.027578678,-0.065780579,-0.124164572,0.056725604,0.331536491,0.182471052,-0.016670423,0.049710198
831678,-1.068581182,0.538587681,0.199767654,-0.009345512,-0.098969571,-0.288272156,0.243451922,-0.502414026,-0.296288404
831679,-2.15677112,0.116631541,0.096438,-0.029655429,-0.255005536,-0.270574247,-0.070135007,0.067743418,0.066771011
831680,-0.112874263,-0.023277457,-0.079796094,-0.006263725,-0.189334022,0.078422465,-0.081253809,-0.007975454,-0.054608151
831681,0.38067737,0.088693218,0.193076705,-0.015885783,-0.275690963,0.132310693,-0.025069899,-0.095529482,0.188952976
831682,-1.01151333,0.258544678,-0.726512883,-1.085824091,-0.026416801,0.174403552,0.011786993,0.007717027,0.504405897
831683,3.104169826,0.965889908,0.825349918,0.273259235,-0.174597357,-1.198410621,-1.645148739,-0.547609476,-0.07445992
831684,-1.617969369,0.07025249,-0.300705754,-0.268966782,-0.085208715,-0.205316121,-0.186207548,0.133131237,0.114216828
831685,2.727529502,0.199035638,0.291702803,-0.006532671,0.236144184,-0.025464368,0.822610377,-0.204379214,0.10073736
831686,0.835763576,0.042598798,-0.439099601,-0.645906242,-0.175035323,-0.159099668,0.289339377,0.241630997,0.167030581
831687,-0.10905173,-0.041887053,-0.160330794,-0.377146685,-0.462153594,-0.16081128,-0.499511228,0.001623118,0.339023018
831688,-0.126645821,-0.181983004,-0.173868754,-0.188659975,-0.024178772,-0.115393998,-0.106596499,0.196580374,0.133986733
831689,-1.21982192,-0.146024177,0.091705345,-0.009093373,-0.115554708,0.012684679,-0.138309546,0.185009949,0.044867841
831690,3.136541582,0.005312576,0.036167106,-0.184838283,0.180436267,-0.397174688,-0.33867138,-0.014993688,0.246641989
831691,-0.726685922,0.558605271,-0.546011176,-0.254192681,0.152066403,-0.622235164,-0.449788614,-0.134371759,-0.204985365
831692,-0.262280589,-0.040321184,-0.13253862,0.114774164,0.019723773,0.07218948,-0.113577095,0.019782252,-0.151014158
831694,-0.128583343,0.008057664,0.119089299,-0.028416188,-0.035658557,-0.128545886,-0.04646261,0.014524749,0.122494545
831695,1.066827674,-0.264563167,-0.475507757,-0.317490533,-0.232627147,0.350280083,-0.222853615,-0.146315459,0.046269521
831696,-0.694480207,-0.090887179,-0.157894468,0.052200972,-0.068250916,0.06971682,-0.176202938,0.102166547,-0.062495346
831697,2.41501736,0.178625873,0.222679857,-0.044939613,0.169907713,0.167762479,-0.343252835,-0.211376362,-0.192092899
831698,0.711375888,0.031215021,-0.522370377,-0.437926117,-0.102055407,0.638456114,0.678175548,0.185432926,-0.267107063
831700,1.714002793,0.298776432,-0.021155363,0.133123706,-0.283280367,1.036100704,-0.508771105,-0.964280009,-0.098904413
831701,-0.620075771,0.184661362,0.142503796,-0.184052991,-0.337667979,-0.088108868,-0.09994213,-0.165161667,0.179832651
831702,-0.304775525,-0.028195236,0.233461957,0.047150015,-0.167962532,0.140976648,0.151922495,-0.005565594,0.037094592
831703,-0.67298239,0.03929147,-0.167457794,-0.21606276,0.008095296,-0.152056803,0.100851136,0.087856388,0.152923716
831705,2.610297981,0.390685526,-0.109036733,-0.062489219,0.037649081,-0.348237168,-0.086445424,-0.098522492,-0.312486237
831706,0.090327209,-0.519081768,-1.034247611,-0.793416317,0.579502791,0.468973324,0.206798998,0.225463852,0.102290093
831707,-0.815807266,0.024471155,-0.007337307,-0.066610012,-0.075488999,0.005511527,-0.03301031,-0.025859412,0.09523982
831708,1.089362411,0.22019101,-0.785560081,-0.575111304,0.07488048,0.252691918,-0.029185673,-0.264844696,-0.381896154
831709,2.071180455,-0.128819256,-0.100149817,0.315481824,-0.376271752,0.49802961,-0.256750557,0.094268568,-0.225483382
831710,1.364360488,0.010677987,0.130882783,-0.013934621,0.040975102,0.14745797,0.007784813,-0.096337364,-0.056529683
831711,6.85575075,-0.276476356,-0.786640988,-0.257681686,0.389736818,0.064861125,0.452837724,0.662909436,0.269201706
831712,0.517542096,-0.436014626,-0.797523701,0.151223941,-1.745192858,0.414277008,-1.321846677,0.948352377,0.437271863
831716,0.930332817,-0.022341247,-0.018948402,0.031735275,0.012185156,0.055195487,-0.141120496,-0.033149788,-0.02255789
831717,-0.694955284,0.180120449,0.357620288,0.212440338,0.019375006,-0.074890827,-0.077711573,-0.187105693,-0.119048911
831718,1.971441732,-0.163394401,-0.165248415,0.276199172,-0.26261561,0.179921743,-0.268908637,0.200921535,-0.38042909
831719,-0.150871797,-0.07845064,0.019992152,-0.02779943,-0.082510051,0.08280569,0.018822916,0.059945625,0.061028822
831720,-1.053742492,0.053354802,-0.136610812,-0.00706283,0.080702662,-0.313709382,-0.050860477,0.011858406,0.075491711
831721,1.150795352,0.277293211,-0.077797187,-0.170926929,0.386611801,-0.53643849,0.04316373,-0.021938219,0.069792285
831722,-4.309973118,0.096940876,0.154701048,0.161224461,-0.425178399,-0.345757353,-0.853329013,-0.588526931,0.492105818
831723,-1.352810534,0.217500542,0.047867435,-0.837030728,0.034272643,-0.490766559,1.366682555,0.052944923,0.267743336
831724,-0.564344152,-0.093409809,-0.057862804,0.451734535,0.038922634,0.142381026,-0.271106331,0.003388551,-0.334922913
831725,-2.193369828,-0.210891976,-0.757859575,-0.455117791,0.625392022,-0.245773341,0.079833832,0.359964651,0.401906445
831726,0.209488287,0.150809441,0.172530884,0.119077932,0.04218809,0.010869937,0.131799931,-0.169126972,-0.091476058
831727,0.621040921,0.008184221,0.208027288,0.060421372,-0.100617943,0.039655365,-0.138826576,-0.050410254,0.107532171
831728,-0.488226347,0.019752841,0.10306164,-0.035302722,-0.060079952,-0.031050002,0.103189387,-0.102792264,-0.11696321
831729,0.609438602,0.109526,-0.012801662,-0.027817822,0.117400164,-0.107732732,-0.041038166,-0.152740357,-0.077535963
831730,-0.586027684,0.143102639,-0.134191025,-0.219442932,-0.039828384,-0.162064811,0.098595731,-0.033350024,0.131625306
831731,-2.770387924,0.206068622,-0.219612511,-0.691923879,0.116209765,-0.15108203,0.307718937,-0.360409896,-0.06209579
831732,1.249607876,0.076882319,0.016217859,-0.231930324,-0.161287302,-0.095430785,-0.301860764,0.043565685,0.390960062
831733,0.154565598,0.016878197,-0.015463512,-0.002853161,0.052077312,0.05228655,-0.004931178,-0.038961516,0.009363108
831734,-0.420179231,0.026491555,0.054284533,0.204424639,-0.223241517,0.165924406,-0.181841172,-0.027724726,-0.134820611
831735,0.580243152,0.020501328,-0.891036318,-0.540171884,1.061714012,-0.18616463,0.962430778,-0.207113639,-0.458402356
