AT1G71920.1,AT2G05440.6,AT5G24090.1,AT4G21440.1,AT5G63660.1,,,AT5G17330.1,AT5G38200.1,AT3G47340.3,AT2G07813.1,AT3G54590.1,,AT2G43570.1,ATCG00940.1
AT1G71920.2,AT5G42590.1,AT2G34500.1,AT1G20750.1,AT2G01520.1,,,AT3G22240.1,AT3G14530.1,AT3G47340.1,AT2G39518.1,AT3G48520.1,,ATMG00750.1,AT4G31970.1
AT1G71920.3,AT5G48010.2,AT3G51330.1,AT1G61810.3,AT2G07706.1,,,AT4G20210.1,AT1G07550.1,AT3G47340.2,AT5G20240.1,AT1G54890.1,,ATMG00760.1,AT2G38240.1
AT1G59218.2,AT5G47990.1,AT3G61730.1,AT5G20230.1,AT2G24850.1,,,AT3G44540.2,AT5G24780.2,AT1G51913.1,AT1G65481.1,AT2G25980.1,,ATMG00700.1,AT3G55970.1
AT2G07770.1,AT5G48010.1,AT1G78780.3,AT2G26010.1,AT4G12550.1,,,AT3G44540.1,AT5G24780.1,AT2G15490.1,,AT1G10585.1,,ATMG00740.1,AT1G26390.1
AT4G37390.1,AT5G66390.1,AT2G05510.2,AT3G41762.1,AT5G53250.1,,,AT3G58550.1,AT3G14540.1,AT2G15490.3,,AT4G33120.1,,ATMG00770.1,AT4G23700.1
AT5G46730.1,AT2G16005.1,AT2G05510.3,AT3G42100.1,AT5G35190.1,,,AT1G32350.1,AT5G28640.1,AT4G20000.1,,AT5G19520.1,,ATMG00840.1,AT2G30750.1
AT5G46730.2,AT2G36100.1,AT2G05510.6,AT2G04290.1,AT1G33750.1,,,AT1G19250.1,AT5G19600.1,AT1G10070.2,,AT4G22470.1,,AT1G21240.1,AT1G26410.1
AT2G30290.2,AT2G25160.1,AT2G05510.1,AT3G14820.1,AT5G47450.1,,,AT5G06200.1,ATMG00100.1,AT1G10070.3,,AT3G12230.1,,ATMG00890.1,AT2G45220.1
AT1G05135.1,AT5G04120.1,AT2G05510.4,AT5G66020.1,AT4G21830.2,,,AT3G54040.1,AT5G54000.1,AT1G10070.1,,AT4G29690.1,,ATMG00900.1,AT1G26380.1
AT2G30290.1,AT4G11210.1,AT2G05510.5,AT1G76470.1,AT5G23830.1,,,AT1G13470.1,ATMG00170.1,AT1G52040.1,,,,ATMG00910.1,AT3G26830.1
AT2G07704.1,AT2G12646.1,AT3G61510.1,AT3G60950.1,AT5G23830.2,,,AT3G29250.2,ATMG00190.1,AT2G19800.1,,,,ATMG00920.1,AT4G12500.1
AT3G60120.1,AT5G42580.1,AT2G29250.1,AT1G33940.1,AT2G33790.1,,,AT3G29250.1,ATMG00210.1,AT3G45520.1,,,,ATMG00930.1,AT1G14540.1
AT1G51880.1,AT5G62165.2,AT2G29490.1,AT1G77960.1,AT3G26610.1,,,AT2G46860.1,AT5G53960.1,AT2G47130.1,,,,ATMG00950.1,AT2G35980.1
ATCG01000.1,AT5G62165.3,AT3G61500.1,AT3G60170.1,AT1G43310.1,,,AT2G29350.2,AT4G24340.1,AT2G39330.1,,,,ATMG00780.1,AT5G64905.1
AT2G03250.1,AT4G11320.1,AT5G43580.1,AT3G31980.1,AT5G17820.1,,,AT5G43350.1,AT2G47550.1,AT1G78350.1,,,,ATMG00940.1,AT5G40990.1
AT2G07760.1,AT5G60660.1,AT1G64940.1,AT3G23955.2,AT5G09530.1,,,AT2G46750.1,AT5G54045.1,AT1G08630.1,,,,AT2G30766.2,AT1G52890.1
AT2G32690.1,AT5G62165.1,AT1G74080.1,AT4G05280.1,AT4G15393.3,,,AT1G44130.1,AT1G69230.1,AT1G08630.4,,,,AT3G19390.1,AT1G17710.1
AT2G32690.2,AT5G62165.4,AT2G44370.1,AT5G42800.1,AT4G15393.1,,,AT2G29350.1,AT1G69230.2,AT1G08630.2,,,,ATMG01180.1,AT2G43000.1
AT2G32690.4,AT5G56540.1,AT4G39670.1,AT1G30135.1,AT4G15393.2,,,AT2G29350.3,AT1G56600.1,AT1G08630.3,,,,AT2G30766.1,AT1G17710.2
AT2G32690.3,AT3G29410.1,AT4G25810.1,AT3G43250.1,AT4G30170.1,,,AT1G15520.1,AT1G13608.1,AT1G08630.5,,,,ATMG01010.1,AT4G12490.1
AT4G01820.1,AT5G62165.5,AT1G51860.1,AT1G56650.1,AT4G21830.1,,,AT2G28960.1,AT1G08830.1,AT5G67450.1,,,,AT1G14880.1,AT2G30770.1
AT1G60830.1,AT2G27370.1,AT2G05090.1,AT1G52400.3,AT2G38390.1,,,AT1G61800.1,AT1G08830.2,AT3G55870.1,,,,ATMG01060.1,
AT3G24540.1,AT5G42180.1,AT3G49120.1,AT1G52400.1,AT2G41800.1,,,AT5G43520.1,AT5G03860.2,AT5G13220.2,,,,ATMG01070.1,
AT5G44575.1,AT5G48000.2,AT2G43510.1,AT1G52400.2,AT5G04960.1,,,AT3G01420.1,AT3G21080.1,AT3G46850.1,,,,ATMG01140.1,
AT4G19320.1,AT5G48000.5,AT2G05080.1,AT3G14520.1,AT5G48110.1,,,AT5G02780.1,AT5G03860.1,AT1G78360.1,,,,ATMG01150.1,
,AT5G48000.3,AT2G05082.1,AT1G77950.2,AT3G23800.1,,,AT5G02780.2,AT2G25625.1,AT3G45060.1,,,,AT4G11170.1,
,AT5G48000.4,AT1G02580.1,AT3G32000.1,AT3G31950.1,,,AT4G35180.1,AT2G25625.2,AT2G15490.2,,,,AT2G41240.2,
,AT5G48000.1,AT1G05880.1,AT5G09210.1,AT4G28410.1,,,AT3G25240.1,AT5G26320.1,AT5G45840.2,,,,AT2G41240.1,
,AT1G53480.2,AT2G05084.1,AT3G23955.1,AT3G20940.1,,,AT1G26250.1,AT3G02670.1,AT5G13220.3,,,,AT2G30760.1,
,AT1G77530.1,AT2G05087.1,AT1G69480.1,AT2G01530.1,,,AT1G74770.1,AT1G11080.1,AT5G45840.1,,,,ATMG01240.1,
,AT1G66800.1,AT4G14390.1,AT4G21680.1,AT5G38870.1,,,AT4G03450.1,AT1G11080.2,AT5G13220.1,,,,AT5G14180.1,
,AT1G53470.1,AT5G38910.1,AT4G25140.1,AT2G34020.1,,,AT3G53480.1,AT1G80160.1,AT5G13220.4,,,,AT5G38900.1,
,AT1G31050.1,AT1G53625.1,AT1G28640.1,AT2G07701.1,,,AT5G48400.1,AT1G80160.2,,,,,AT1G15380.1,
,AT3G24300.1,ATCG00890.1,AT5G06870.1,AT2G07702.1,,,AT3G22800.1,AT5G12020.1,,,,,AT1G15380.2,
,AT3G24210.1,AT1G21550.1,AT3G45990.1,AT2G07703.1,,,AT5G54610.1,AT2G07560.1,,,,,AT3G59930.1,
,AT2G45430.1,AT3G61500.2,AT5G66220.1,AT2G07705.1,,,AT3G15536.1,AT4G20450.1,,,,,AT1G02920.1,
,AT4G37160.1,AT1G75750.2,AT5G09360.1,AT2G07793.1,,,AT1G79680.1,AT5G24770.1,,,,,ATMG01040.1,
,AT2G18980.1,AT1G55790.1,AT5G09560.1,AT2G07794.1,,,AT5G44610.1,AT5G24770.2,,,,,AT1G47400.1,
,AT5G40730.1,AT1G75750.1,AT5G39580.1,AT1G74500.1,,,ATMG00980.1,AT1G51420.1,,,,,AT3G45860.1,
,AT1G80240.1,AT1G50735.1,AT5G39580.2,AT2G23540.1,,,AT3G63380.1,AT2G45135.2,,,,,AT3G18250.1,
,AT5G47980.1,AT3G43850.1,AT1G32840.1,AT1G73300.1,,,AT1G18980.1,AT2G07630.1,,,,,AT4G14630.1,
,AT4G15330.1,AT1G05880.2,AT2G01422.2,AT1G15210.1,,,AT5G10760.1,AT5G55420.1,,,,,AT1G47395.1,
,AT5G24100.1,AT1G30900.1,AT1G54870.1,AT1G12560.1,,,AT5G13320.1,AT5G06570.1,,,,,AT2G19190.1,
,AT5G23220.1,AT4G09770.1,AT2G01422.1,AT3G25930.1,,,AT3G48650.1,AT1G13607.1,,,,,AT5G05250.1,
,AT2G29750.1,AT4G09770.2,AT5G54070.1,AT2G38380.1,,,AT2G18660.1,AT5G03545.1,,,,,ATMG01100.1,
,AT3G59370.1,AT1G76930.2,AT1G48220.1,AT5G66690.1,,,AT2G29100.1,AT5G44430.1,,,,,AT5G48400.2,
,AT3G47210.1,AT1G77640.1,AT1G02340.1,AT1G74460.1,,,AT2G44240.1,AT2G07620.1,,,,,AT5G19880.1,
,AT3G14940.1,AT1G76930.1,AT5G18010.1,AT1G18020.1,,,AT1G62440.1,AT5G24110.1,,,,,AT4G16590.1,
,AT1G77330.1,AT1G67265.1,AT4G18900.1,AT2G16980.1,,,AT4G04490.1,ATMG00240.1,,,,,ATMG00860.1,
,AT1G18140.1,AT3G02240.1,AT4G22880.1,AT3G31910.1,,,AT5G03350.1,AT5G44420.1,,,,,AT2G45130.1,
,AT1G61590.1,AT3G26440.2,AT4G22880.2,AT3G48340.1,,,AT5G19470.1,ATMG00270.1,,,,,ATMG01260.1,
,AT3G54770.1,AT3G26440.1,AT3G57510.1,AT4G22810.1,,,AT5G19470.2,ATMG00230.1,,,,,ATMG01210.1,
,AT2G15370.1,AT3G21500.2,AT1G66100.1,AT5G58860.1,,,AT1G26420.1,ATMG00250.1,,,,,AT3G56970.1,
,AT1G53830.1,AT5G01550.1,AT1G07540.1,AT4G37950.1,,,AT5G44380.1,AT3G25780.1,,,,,AT3G49580.1,
,AT3G54770.2,AT3G57380.1,AT3G44510.1,AT4G15340.1,,,AT3G57240.1,ATMG00220.1,,,,,AT2G29460.1,
,AT2G21045.1,AT1G16150.1,AT3G44510.2,AT3G45700.1,,,AT1G32960.1,AT5G53450.2,,,,,AT3G49580.2,
,AT5G45200.1,AT4G20110.1,AT5G54075.1,AT3G32980.1,,,AT1G35710.1,AT5G53450.1,,,,,AT2G32160.2,
,AT2G16980.2,AT4G20110.2,AT2G27880.1,AT5G62340.1,,,AT1G02930.2,AT3G48630.1,,,,,AT2G32160.1,
,AT1G71692.1,AT2G34940.1,AT2G23060.1,AT5G04970.1,,,AT1G02930.1,AT1G74670.1,,,,,AT2G32160.3,
,AT4G37410.1,AT3G26440.4,AT5G42645.1,AT5G57090.1,,,AT1G57630.1,AT5G61160.1,,,,,ATMG01000.1,
,AT3G04570.1,AT3G45130.1,AT1G21400.1,,,,AT3G56400.1,AT3G23550.1,,,,,AT5G05340.1,
,AT4G37409.1,AT2G33830.1,AT5G52000.1,,,,AT1G70170.1,AT5G65980.1,,,,,AT4G28420.2,
,AT2G32300.1,AT5G41310.1,AT2G19803.1,,,,AT4G04500.1,AT1G63650.1,,,,,ATMG00620.1,
,AT2G24980.1,AT2G33830.2,AT3G05450.1,,,,ATMG01030.1,AT2G11810.1,,,,,ATMG00600.1,
,AT5G56320.1,AT3G21500.1,AT3G19090.1,,,,AT2G40740.1,AT2G11810.2,,,,,ATMG00610.1,
,AT1G56680.1,AT1G35140.1,AT4G20970.1,,,,AT4G02520.1,AT1G63650.2,,,,,AT1G51890.1,
,AT4G22460.1,AT3G26440.3,AT3G27970.1,,,,AT5G24530.1,AT1G63650.3,,,,,AT1G51890.2,
,AT5G06640.1,AT5G42900.2,AT3G57520.1,,,,AT5G07650.1,AT5G09550.1,,,,,AT1G13520.1,
,AT4G26320.1,AT5G42900.3,AT3G57520.3,,,,AT2G32680.1,AT1G14250.1,,,,,AT4G28420.1,
,AT3G47200.2,AT5G42900.1,AT1G54020.1,,,,AT3G25882.1,AT1G56150.1,,,,,AT4G23140.1,
,AT3G47200.1,AT3G05720.1,AT1G54020.2,,,,AT5G44990.2,AT1G33320.1,,,,,AT4G23140.2,
,AT1G64590.1,AT4G25070.2,AT1G54020.3,,,,AT5G44990.1,AT1G66570.1,,,,,AT3G56980.1,
,AT3G45710.1,AT4G05020.2,AT3G57520.2,,,,AT5G44990.3,AT1G66570.2,,,,,AT2G28190.1,
,AT2G23050.1,AT4G05020.1,,,,,AT4G10500.1,AT1G66570.3,,,,,AT1G74190.1,
,AT1G19900.1,AT1G34390.1,,,,,AT5G42530.1,AT1G09500.3,,,,,AT2G43620.1,
,AT4G22214.1,AT4G25070.1,,,,,AT4G18360.1,ATMG00260.1,,,,,AT3G05400.1,
,AT5G06839.3,AT1G30730.1,,,,,AT3G48850.1,AT1G09500.2,,,,,AT1G68620.1,
,AT1G22440.1,AT5G67340.1,,,,,AT5G59670.1,AT1G28650.1,,,,,AT3G05400.2,
,AT3G45070.1,AT1G74590.1,,,,,AT3G61280.2,AT1G09500.1,,,,,AT4G23320.1,
,AT3G61270.1,AT3G45970.1,,,,,AT3G61280.1,AT1G35910.1,,,,,AT3G08860.1,
,AT2G39430.1,AT5G46950.1,,,,,AT4G18360.2,AT3G49620.1,,,,,AT1G67810.1,
,AT2G22590.1,AT1G18970.1,,,,,AT1G56120.1,AT3G14490.1,,,,,ATMG01020.1,
,AT5G06630.1,AT4G18430.1,,,,,AT1G47890.1,AT4G12440.2,,,,,AT1G12520.1,
,AT1G02810.1,AT5G15500.1,,,,,AT2G18690.1,AT2G47140.1,,,,,AT1G12520.3,
,AT4G11880.1,AT5G14230.1,,,,,AT2G18690.2,AT5G05600.1,,,,,AT1G12520.2,
,AT4G37940.1,AT4G03460.1,,,,,AT1G51810.1,AT1G58225.2,,,,,AT1G21310.1,
,AT2G18800.1,AT4G15417.1,,,,,AT2G40740.2,AT4G12440.1,,,,,AT1G35230.1,
,AT3G47220.1,AT2G46880.2,,,,,AT5G54040.1,AT2G28790.1,,,,,AT5G48850.1,
,AT5G63560.1,AT1G17020.1,,,,,AT1G51920.1,AT1G52030.1,,,,,AT4G25110.1,
,AT4G22666.1,ATMG00290.1,,,,,AT3G15720.1,AT1G52030.2,,,,,AT4G25110.2,
,AT2G27000.1,AT4G22100.1,,,,,AT3G15720.2,AT4G01080.1,,,,,AT5G04150.1,
,AT1G66470.1,AT2G16960.1,,,,,AT5G01490.1,,,,,,AT5G45380.1,
,AT4G23590.1,AT2G16960.2,,,,,AT4G23230.1,,,,,,ATMG01110.1,
,AT5G06839.1,AT4G16563.1,,,,,AT1G14550.1,,,,,,AT3G09922.1,
,AT5G06839.2,AT1G32940.1,,,,,AT5G15130.1,,,,,,AT5G38250.1,
,AT3G55230.1,AT5G15500.2,,,,,AT1G23730.1,,,,,,AT5G47330.1,
,AT4G22666.2,AT2G46880.1,,,,,AT1G69930.1,,,,,,AT1G73325.1,
,AT1G13300.1,AT1G51915.1,,,,,AT2G13810.1,,,,,,ATMG00680.1,
,AT3G49960.1,AT3G61721.1,,,,,AT1G75040.1,,,,,,AT4G30280.1,
,AT5G67400.1,AT3G61723.1,,,,,AT5G22570.1,,,,,,AT5G06570.2,
,AT5G45210.1,AT1G68450.1,,,,,AT1G57590.1,,,,,,AT5G42830.1,
,AT1G13420.1,AT1G17745.2,,,,,AT4G19970.1,,,,,,ATMG00330.1,
,AT1G51830.1,AT2G39200.1,,,,,AT1G66600.1,,,,,,ATMG00300.1,
,AT1G49860.1,AT1G17745.1,,,,,AT1G01680.1,,,,,,ATMG00310.1,
,AT4G12050.1,AT2G27660.1,,,,,AT2G40750.1,,,,,,ATMG00320.1,
,AT1G30750.1,AT1G17744.1,,,,,AT3G12502.1,,,,,,ATMG00360.1,
,AT5G24410.1,AT5G40010.1,,,,,AT1G33030.1,,,,,,ATMG00420.1,
,AT3G05890.1,AT2G39520.1,,,,,AT4G08555.1,,,,,,ATMG00440.1,
,AT2G22630.1,AT5G40780.1,,,,,AT3G53150.1,,,,,,ATMG00470.1,
,AT2G28670.1,AT5G40780.2,,,,,AT4G37370.1,,,,,,ATMG00340.1,
,AT3G20840.1,AT4G21120.1,,,,,AT4G18250.1,,,,,,ATMG00350.1,
,AT3G49760.1,AT1G45145.1,,,,,AT1G19610.1,,,,,,ATMG00430.1,
,AT4G31320.1,ATMG00380.1,,,,,AT3G46330.1,,,,,,ATMG00460.1,
,AT3G46700.1,AT5G24240.1,,,,,AT1G13750.1,,,,,,ATMG00410.1,
,AT2G22920.3,AT4G16260.1,,,,,AT5G60900.1,,,,,,ATMG00400.1,
,AT1G53480.1,AT1G34100.1,,,,,AT1G71390.1,,,,,,ATMG00390.1,
,AT4G37400.1,AT2G04100.1,,,,,AT4G37010.1,,,,,,ATMG00370.1,
,AT2G28671.1,AT2G18180.1,,,,,AT5G13080.1,,,,,,AT1G33950.1,
,AT2G47540.1,AT1G05680.1,,,,,AT3G23120.1,,,,,,AT1G61820.1,
,AT1G45015.1,AT2G32290.1,,,,,AT3G12500.1,,,,,,AT1G33950.2,
,AT5G14020.1,AT1G36640.1,,,,,ATCG00910.1,,,,,,AT4G15210.2,
,AT5G49270.1,AT1G75830.1,,,,,AT1G02450.1,,,,,,ATMG00450.1,
,AT5G26310.1,AT1G04600.1,,,,,ATMG00720.1,,,,,,AT4G15210.1,
,AT3G47710.1,AT4G13180.1,,,,,AT2G25440.1,,,,,,AT1G73010.1,
,AT5G42500.1,AT4G24980.1,,,,,AT1G65690.1,,,,,,AT3G13433.1,
,AT3G50300.1,AT2G07692.1,,,,,AT3G54150.1,,,,,,AT2G22860.1,
,AT5G52790.1,AT2G07691.1,,,,,AT4G37010.2,,,,,,AT5G24380.1,
,AT2G30210.1,ATCG00460.1,,,,,AT1G15640.1,,,,,,AT1G61820.3,
,AT2G32270.1,AT2G34300.2,,,,,ATCG00920.1,,,,,,AT4G23600.2,
,AT1G08430.1,AT2G17050.1,,,,,ATMG01050.1,,,,,,AT4G26260.1,
,AT5G20550.1,AT4G10860.1,,,,,AT3G23630.1,,,,,,AT4G26260.2,
,AT3G47790.1,AT2G34300.1,,,,,AT3G44870.1,,,,,,AT4G23600.3,
,AT4G15290.1,AT1G38065.1,,,,,AT3G13610.1,,,,,,AT4G23600.1,
,AT3G11550.1,AT4G36850.1,,,,,AT1G02520.1,,,,,,AT5G54060.1,
,AT2G47460.1,AT1G79450.1,,,,,AT5G48657.1,,,,,,AT5G07440.3,
,AT4G28940.1,AT1G79450.2,,,,,AT5G48657.2,,,,,,AT5G07440.1,
,AT3G62680.1,AT2G45570.1,,,,,AT2G38940.1,,,,,,AT5G07440.2,
,AT1G67110.1,AT3G59350.2,,,,,AT5G59310.1,,,,,,AT5G61320.1,
,AT2G17080.1,ATMG00810.1,,,,,AT3G13950.1,,,,,,,
,AT5G47950.1,AT3G55890.1,,,,,AT1G36622.1,,,,,,,
,AT3G62760.1,AT3G45330.1,,,,,AT2G34210.1,,,,,,,
,AT2G18370.1,AT1G18870.2,,,,,AT5G61550.1,,,,,,,
,AT1G14960.1,AT1G58320.1,,,,,AT1G73780.1,,,,,,,
,AT4G17800.1,AT4G36670.1,,,,,AT5G25260.1,,,,,,,
,AT3G50640.1,AT5G17320.1,,,,,AT3G12220.1,,,,,,,
,AT2G28670.2,AT4G25190.1,,,,,AT5G53990.1,,,,,,,
,AT5G38030.1,AT4G25190.2,,,,,AT5G45080.1,,,,,,,
,AT2G22920.1,AT1G29100.1,,,,,AT5G61550.2,,,,,,,
,AT2G22920.2,AT5G65600.1,,,,,AT2G47000.1,,,,,,,
,AT5G51780.1,AT1G77100.1,,,,,ATMG00970.1,,,,,,,
,AT3G22620.1,AT4G31000.1,,,,,AT3G61390.2,,,,,,,
,AT5G50300.1,AT4G37900.1,,,,,AT1G22150.1,,,,,,,
,AT1G59940.1,AT4G18990.1,,,,,AT1G73260.1,,,,,,,
,AT3G22570.1,AT3G59350.3,,,,,AT1G53990.1,,,,,,,
,AT1G48510.1,AT3G59350.1,,,,,AT1G05700.1,,,,,,,
,AT5G15180.1,AT1G44830.1,,,,,AT3G61390.1,,,,,,,
,AT1G59780.1,AT4G02280.1,,,,,ATCG00850.1,,,,,,,
,AT1G53940.1,AT2G14230.1,,,,,ATCG00880.1,,,,,,,
,AT2G20080.1,AT3G28740.1,,,,,AT2G47270.1,,,,,,,
,AT2G41480.1,AT3G61910.1,,,,,AT5G16170.1,,,,,,,
,AT2G16230.1,AT3G22080.1,,,,,AT5G52760.1,,,,,,,
,AT1G67030.1,AT4G30270.1,,,,,ATCG00905.1,,,,,,,
,AT5G13150.1,AT5G08240.1,,,,,AT5G36970.1,,,,,,,
,AT2G08986.1,AT4G37520.1,,,,,AT2G17740.1,,,,,,,
,AT3G57010.1,AT3G62170.1,,,,,ATCG00840.1,,,,,,,
,AT2G25810.1,AT4G31000.2,,,,,ATMG00710.1,,,,,,,
,AT2G16970.1,AT2G15960.1,,,,,AT2G45760.1,,,,,,,
,AT3G45840.1,AT5G36910.1,,,,,AT5G06740.1,,,,,,,
,AT1G30550.2,AT4G08040.1,,,,,ATCG00870.1,,,,,,,
,AT1G45015.2,AT3G05790.1,,,,,AT5G45000.1,,,,,,,
,AT4G25820.1,AT4G11655.1,,,,,ATCG00930.1,,,,,,,
,AT1G73280.1,AT4G37520.2,,,,,AT5G12880.1,,,,,,,
,AT2G02680.1,AT3G57160.1,,,,,AT3G28580.1,,,,,,,
,AT4G30670.1,AT1G18870.1,,,,,ATCG00830.1,,,,,,,
,AT5G57625.1,AT2G45245.1,,,,,AT5G11210.1,,,,,,,
,AT3G53980.2,AT2G34930.1,,,,,AT2G44380.1,,,,,,,
,AT4G19030.1,AT4G19810.1,,,,,AT2G37980.1,,,,,,,
,AT5G07190.1,AT5G55893.1,,,,,AT3G49570.1,,,,,,,
,AT2G29010.1,AT3G23380.1,,,,,AT1G47840.1,,,,,,,
,AT2G39040.1,AT2G03360.1,,,,,AT1G69720.1,,,,,,,
,AT4G21600.1,AT2G03360.2,,,,,AT1G69720.2,,,,,,,
,AT2G20080.2,AT1G30660.1,,,,,AT2G04460.1,,,,,,,
,AT1G61130.1,AT1G61080.1,,,,,AT5G41380.1,,,,,,,
,AT4G21340.1,AT5G62480.1,,,,,AT5G13740.1,,,,,,,
,AT3G53980.1,AT1G68280.1,,,,,AT5G64810.1,,,,,,,
,AT3G25790.1,AT1G02220.1,,,,,AT4G00700.1,,,,,,,
,AT1G44970.1,AT2G19500.1,,,,,AT4G34135.1,,,,,,,
,AT5G35580.1,AT4G03570.1,,,,,AT3G55150.1,,,,,,,
,AT4G26220.1,AT1G70920.1,,,,,AT1G09240.1,,,,,,,
,AT5G48070.1,ATMG00285.1,,,,,AT1G08090.1,,,,,,,
,AT4G11610.1,AT2G38544.1,,,,,AT3G26210.1,,,,,,,
,AT4G28890.1,AT3G03530.1,,,,,AT4G34135.2,,,,,,,
,AT4G35160.1,AT5G07700.1,,,,,AT1G36060.1,,,,,,,
,AT4G11190.1,AT2G44480.2,,,,,AT2G32830.1,,,,,,,
,AT4G28840.1,AT4G39250.1,,,,,ATCG00900.1,,,,,,,
,AT3G26330.1,AT4G21903.2,,,,,ATMG00990.1,,,,,,,
,AT2G48130.1,AT4G39950.1,,,,,AT1G67270.1,,,,,,,
,AT5G05960.1,AT1G17860.1,,,,,AT5G40590.1,,,,,,,
,AT1G48510.2,AT1G13530.1,,,,,AT2G26290.1,,,,,,,
,AT2G04800.2,AT4G27220.1,,,,,AT1G68150.1,,,,,,,
,AT5G07190.2,AT5G57560.1,,,,,AT1G18860.1,,,,,,,
,AT4G15160.1,AT5G62240.1,,,,,AT4G04990.1,,,,,,,
,AT4G01140.1,AT3G47780.1,,,,,ATMG00960.1,,,,,,,
,AT3G14260.1,AT2G36020.1,,,,,AT1G26400.1,,,,,,,
,AT3G07070.1,AT5G11220.1,,,,,AT1G47405.1,,,,,,,
,AT5G10720.1,AT1G12200.1,,,,,AT2G32660.1,,,,,,,
,AT1G62280.1,AT4G18940.1,,,,,AT4G04545.1,,,,,,,
,AT3G44326.1,AT3G62245.1,,,,,AT3G23510.1,,,,,,,
,AT3G06390.1,AT5G62480.2,,,,,AT4G21840.1,,,,,,,
,AT1G30840.1,AT3G29639.1,,,,,AT1G51800.1,,,,,,,
,AT1G03840.1,AT2G44480.1,,,,,AT5G45090.1,,,,,,,
,AT1G03840.2,AT5G41730.1,,,,,AT3G43670.1,,,,,,,
,AT1G56630.1,AT1G78000.2,,,,,ATMG00730.1,,,,,,,
,AT1G30840.2,AT3G25180.1,,,,,AT4G14450.1,,,,,,,
,AT1G77520.1,AT1G31290.1,,,,,AT5G62150.1,,,,,,,
,AT4G15160.2,AT2G36255.1,,,,,ATCG00860.1,,,,,,,
,AT4G08410.1,AT1G78000.1,,,,,AT1G67520.1,,,,,,,
