Interpro ID
BCA3_ARATH
PRL2_ARATH
ALKR6_ARATH
A0A178W5T1_ARATH
GSTF7_ARATH
TPS28_ARATH
Q9SVN2_ARATH
F4JTT4_ARATH
Q6DR18_ARATH
3HIDH_ARATH
F4IXM9_ARATH
Q9LVE6_ARATH
Q8H1N6_ARATH
YUC2_ARATH
BGNEM_ARATH
A0A178WK73_ARATH
AB11B_ARATH
F4JDQ6_ARATH
A0A178UJY5_ARATH
SWT13_ARATH
F4IXJ9_ARATH
Q1G3B1_ARATH
Q9S7W4_ARATH
AT21A_ARATH
A0A178VPW8_ARATH
A0A178WBA1_ARATH
NAC3_ARATH
XTH20_ARATH
Q8LE06_ARATH
A8MRE3_ARATH
Q9M082_ARATH
GSTUN_ARATH
DCAM3_ARATH
Q9XIN4_ARATH
DPNP3_ARATH
F4KC75_ARATH
SUT21_ARATH
AB14B_ARATH
ADS1_ARATH
TPPJ_ARATH
B3H457_ARATH
BAH1L_ARATH
B3H525_ARATH
B3H7B1_ARATH
PHO11_ARATH
VTH21_ARATH
A0A178VAT5_ARATH
A0A178WCX7_ARATH
KCS6_ARATH
SUSY1_ARATH
Q9FM39_ARATH
F4JRB0_ARATH
Q08A94_ARATH
Q9SSN6_ARATH
KCS19_ARATH
Q9SUQ9_ARATH
NFYAA_ARATH
A0A178URE3_ARATH
F4K3V7_ARATH
WTR21_ARATH
F4IYZ1_ARATH
Q147N1_ARATH
NFYA2_ARATH
Q8VY12_ARATH
Q8LG79_ARATH
A8MRW5_ARATH
O65423_ARATH
B9DGL1_ARATH
CISY1_ARATH
PSK5_ARATH
Q9FGL5_ARATH
STKLP_ARATH
NRT21_ARATH
A0A178WIP7_ARATH
W8QP66_ARATH
GOLS4_ARATH
DPNPH_ARATH
Q0WWE9_ARATH
ACEA_ARATH
A0A178W934_ARATH
GSTUM_ARATH
PCR9_ARATH
A0A178W288_ARATH
GLIP1_ARATH
F4ITD3_ARATH
SCP43_ARATH
F4K5H6_ARATH
B9DHH9_ARATH
LEU33_ARATH
Q5XF32_ARATH
Q9C8T5_ARATH
Q9LZD2_ARATH
Q8W483_ARATH
P2A01_ARATH
LHTL7_ARATH
PIF6_ARATH
F4IX36_ARATH
A0A178VFI3_ARATH
A0A178W6X9_ARATH
BGL11_ARATH
F4K6S3_ARATH
F4IQ66_ARATH
BH129_ARATH
PME25_ARATH
Q94CJ3_ARATH
A0A178VN27_ARATH
C71AC_ARATH
UNE10_ARATH
NAC92_ARATH
C71AR_ARATH
A0A178VT46_ARATH
WRK54_ARATH
WTR29_ARATH
HOL2_ARATH
