gene,spearman_rho,p,fdr_bh
AT2G19900,0.343,0.2755674509567803,0.9887028019514101
AT3G47380,0.343,0.2755674509567803,0.9887028019514101
AT4G28420,0.343,0.2755674509567803,0.9887028019514101
AT5G52310,0.336,0.28612290291498743,0.9887028019514101
AT3G13840,-0.336,0.28612290291498743,0.9887028019514101
AT2G26400,0.336,0.28612290291498743,0.9887028019514101
AT5G06905,-0.336,0.28612290291498743,0.9887028019514101
AT5G36220,-0.336,0.28612290291498743,0.9887028019514101
AT3G18450,0.336,0.28612290291498743,0.9887028019514101
AT3G48850,0.336,0.28612290291498743,0.9887028019514101
AT3G49520,0.329,0.2969041156887641,0.9887028019514101
AT1G44130,-0.329,0.2969041156887641,0.9887028019514101
AT5G60770,0.322,0.30790987618065263,0.9887028019514101
AT3G13950,-0.322,0.30790987618065263,0.9887028019514101
AT5G13370,0.322,0.30790987618065263,0.9887028019514101
AT3G29780,-0.322,0.30790987618065263,0.9887028019514101
AT3G28345,-0.315,0.31913878550330455,0.9887028019514101
AT2G28860,-0.315,0.31913878550330455,0.9887028019514101
AT2G31085,-0.315,0.31913878550330455,0.9887028019514101
AT3G01600,0.315,0.31913878550330455,0.9887028019514101
AT5G51440,0.308,0.33058925941210965,0.9887028019514101
AT1G28170,0.308,0.33058925941210965,0.9887028019514101
AT1G80240,-0.308,0.33058925941210965,0.9887028019514101
AT1G07985,0.301,0.34225952894002437,0.9887028019514101
AT1G70080,-0.301,0.34225952894002437,0.9887028019514101
AT1G74810,0.301,0.34225952894002437,0.9887028019514101
AT3G49570,0.301,0.34225952894002437,0.9887028019514101
AT5G17720,-0.294,0.3541476412329215,0.9887028019514101
AT4G37235,-0.294,0.3541476412329215,0.9887028019514101
AT5G42610,0.294,0.3541476412329215,0.9887028019514101
AT3G49580,0.294,0.3541476412329215,0.9887028019514101
AT3G14620,0.294,0.3541476412329215,0.9887028019514101
AT4G12470,-0.294,0.3541476412329215,0.9887028019514101
AT2G30670,0.287,0.36625146058358227,0.9887028019514101
AT1G44030,-0.287,0.36625146058358227,0.9887028019514101
AT4G22070,0.287,0.36625146058358227,0.9887028019514101
AT1G65500,0.287,0.36625146058358227,0.9887028019514101
AT2G20800,0.28,0.37856866966230307,0.9887028019514101
AT1G05650,0.28,0.37856866966230307,0.9887028019514101
AT1G71520,0.28,0.37856866966230307,0.9887028019514101
AT5G48400,0.28,0.37856866966230307,0.9887028019514101
AT3G54150,0.28,0.37856866966230307,0.9887028019514101
AT3G26200,0.273,0.39109677094189615,0.9887028019514101
AT3G56400,0.273,0.39109677094189615,0.9887028019514101
AT2G37770,0.273,0.39109677094189615,0.9887028019514101
AT1G69920,0.266,0.4038330883147116,0.9887028019514101
AT2G40750,0.266,0.4038330883147116,0.9887028019514101
AT2G22630,-0.266,0.4038330883147116,0.9887028019514101
AT1G08165,0.266,0.4038330883147116,0.9887028019514101
AT1G52070,-0.266,0.4038330883147116,0.9887028019514101
AT1G21250,0.266,0.4038330883147116,0.9887028019514101
AT5G36870,-0.266,0.4038330883147116,0.9887028019514101
AT1G51830,-0.266,0.4038330883147116,0.9887028019514101
AT3G56970,0.259,0.41677476889913817,0.9887028019514101
AT1G15540,-0.259,0.41677476889913817,0.9887028019514101
AT1G02450,0.259,0.41677476889913817,0.9887028019514101
AT4G11390,-0.252,0.4299187850328841,0.9887028019514101
AT4G37160,-0.252,0.4299187850328841,0.9887028019514101
AT1G05680,-0.252,0.4299187850328841,0.9887028019514101
AT1G60750,-0.252,0.4299187850328841,0.9887028019514101
AT5G36130,0.252,0.4299187850328841,0.9887028019514101
AT5G22890,-0.252,0.4299187850328841,0.9887028019514101
AT5G52790,-0.252,0.4299187850328841,0.9887028019514101
AT2G19500,0.245,0.44326193645018325,0.9887028019514101
AT2G29220,0.245,0.44326193645018325,0.9887028019514101
AT3G28210,0.245,0.44326193645018325,0.9887028019514101
AT5G42600,-0.245,0.44326193645018325,0.9887028019514101
AT2G26560,-0.245,0.44326193645018325,0.9887028019514101
AT2G34350,-0.245,0.44326193645018325,0.9887028019514101
AT2G38920,0.245,0.44326193645018325,0.9887028019514101
AT4G36670,-0.238,0.45680085263992326,0.9887028019514101
AT5G41280,0.238,0.45680085263992326,0.9887028019514101
AT4G14780,-0.238,0.45680085263992326,0.9887028019514101
AT2G32530,-0.238,0.45680085263992326,0.9887028019514101
AT2G29010,-0.238,0.45680085263992326,0.9887028019514101
AT2G15220,-0.238,0.45680085263992326,0.9887028019514101
AT5G64110,0.231,0.470531995381542,0.9887028019514101
AT1G73300,-0.231,0.470531995381542,0.9887028019514101
AT1G62510,0.231,0.470531995381542,0.9887028019514101
AT4G33930,0.231,0.470531995381542,0.9887028019514101
AT1G53990,-0.231,0.470531995381542,0.9887028019514101
AT4G15393,-0.231,0.470531995381542,0.9887028019514101
AT1G21130,0.231,0.470531995381542,0.9887028019514101
AT5G52390,0.231,0.470531995381542,0.9887028019514101
AT1G72930,0.224,0.4844516614553987,0.9887028019514101
AT4G40065,-0.224,0.4844516614553987,0.9887028019514101
AT2G02450,0.224,0.4844516614553987,0.9887028019514101
AT5G42800,0.224,0.4844516614553987,0.9887028019514101
AT1G07550,-0.224,0.4844516614553987,0.9887028019514101
AT2G30660,0.217,0.4978802084921986,0.9887028019514101
AT1G71140,0.217,0.49855598552418845,0.9887028019514101
AT4G21380,-0.217,0.49855598552418845,0.9887028019514101
AT1G33030,0.217,0.49855598552418845,0.9887028019514101
AT1G26380,-0.217,0.49855598552418845,0.9887028019514101
AT3G53150,0.217,0.49855598552418845,0.9887028019514101
AT2G41730,-0.217,0.49855598552418845,0.9887028019514101
AT2G02930,0.217,0.49855598552418845,0.9887028019514101
AT1G60470,0.217,0.49855598552418845,0.9887028019514101
AT1G21240,-0.21,0.512085328993753,0.9887028019514101
AT5G07570,0.21,0.512840943181826,0.9887028019514101
AT1G67980,-0.21,0.512840943181826,0.9887028019514101
AT3G25730,0.21,0.512840943181826,0.9887028019514101
AT5G27200,-0.21,0.512840943181826,0.9887028019514101
AT1G52343,-0.21,0.512840943181826,0.9887028019514101
AT3G52970,-0.21,0.512840943181826,0.9887028019514101
AT5G22570,0.203,0.5273023541661079,0.9887028019514101
AT3G25790,-0.203,0.5273023541661079,0.9887028019514101
AT4G22610,-0.203,0.5273023541661079,0.9887028019514101
AT5G59260,-0.203,0.5273023541661079,0.9887028019514101
AT5G02000,-0.203,0.5273023541661079,0.9887028019514101
AT1G51840,-0.196,0.5419358857313173,0.9887028019514101
AT5G44990,0.196,0.5419358857313173,0.9887028019514101
AT3G26820,-0.196,0.5419358857313173,0.9887028019514101
AT5G47550,0.196,0.5419358857313173,0.9887028019514101
AT1G01580,-0.196,0.5419358857313173,0.9887028019514101
AT5G62330,-0.196,0.5419358857313173,0.9887028019514101
AT5G52260,-0.189,0.5567370561768314,0.9887028019514101
AT4G01430,-0.189,0.5567370561768314,0.9887028019514101
AT1G23500,0.189,0.5567370561768314,0.9887028019514101
AT5G20470,-0.189,0.5567370561768314,0.9887028019514101
AT3G02620,-0.189,0.5567370561768314,0.9887028019514101
AT1G51420,-0.189,0.5567370561768314,0.9887028019514101
AT1G29740,0.189,0.5567370561768314,0.9887028019514101
AT2G29250,-0.182,0.5710157812668484,0.9887028019514101
AT3G18250,0.182,0.5717012385276553,0.9887028019514101
AT4G22880,0.182,0.5717012385276553,0.9887028019514101
AT1G52060,-0.182,0.5717012385276553,0.9887028019514101
AT1G54970,0.182,0.5717012385276553,0.9887028019514101
AT5G38910,0.182,0.5717012385276553,0.9887028019514101
AT2G19060,0.182,0.5717012385276553,0.9887028019514101
AT5G43450,0.182,0.5717012385276553,0.9887028019514101
AT1G47890,0.182,0.5717012385276553,0.9887028019514101
AT5G40590,0.175,0.5868236643627043,0.9887028019514101
AT1G56600,0.175,0.5868236643627043,0.9887028019514101
AT1G66090,0.175,0.5868236643627043,0.9887028019514101
AT3G08860,0.175,0.5868236643627043,0.9887028019514101
AT4G27400,-0.175,0.5868236643627043,0.9887028019514101
AT3G47040,-0.175,0.5868236643627043,0.9887028019514101
AT3G44870,-0.175,0.5868236643627043,0.9887028019514101
AT1G63560,0.175,0.5868236643627043,0.9887028019514101
AT5G48850,0.175,0.5868236643627043,0.9887028019514101
AT5G48430,0.175,0.5868236643627043,0.9887028019514101
AT4G25010,0.175,0.5868236643627043,0.9887028019514101
AT5G07330,0.175,0.5868236643627043,0.9887028019514101
AT2G35990,0.168,0.6020994277865379,0.9887028019514101
AT1G22150,0.168,0.6020994277865379,0.9887028019514101
AT2G45550,0.168,0.6020994277865379,0.9887028019514101
AT5G09730,0.168,0.6020994277865379,0.9887028019514101
AT1G33100,-0.168,0.6020994277865379,0.9887028019514101
AT1G53610,-0.168,0.6020994277865379,0.9887028019514101
AT4G15490,0.168,0.6020994277865379,0.9887028019514101
AT4G14630,0.168,0.6020994277865379,0.9887028019514101
AT1G26410,-0.168,0.6020994277865379,0.9887028019514101
AT4G15360,-0.162,0.6150064874069349,0.9887028019514101
AT4G31970,-0.161,0.616898856154857,0.9887028019514101
AT5G50760,-0.161,0.6175234895401425,0.9887028019514101
AT4G16990,0.161,0.6175234895401425,0.9887028019514101
AT1G68620,0.161,0.6175234895401425,0.9887028019514101
AT5G24110,0.161,0.6175234895401425,0.9887028019514101
AT1G48800,0.161,0.6175234895401425,0.9887028019514101
AT5G23980,-0.161,0.6175234895401425,0.9887028019514101
AT2G25510,0.161,0.6175234895401425,0.9887028019514101
AT1G14550,-0.154,0.6330906812462617,0.9887028019514101
AT3G60140,0.154,0.6330906812462617,0.9887028019514101
AT2G43510,0.154,0.6330906812462617,0.9887028019514101
AT5G52320,0.154,0.6330906812462617,0.9887028019514101
AT1G02930,-0.154,0.6330906812462617,0.9887028019514101
AT3G28510,0.154,0.6330906812462617,0.9887028019514101
AT1G61130,0.154,0.6330906812462617,0.9887028019514101
AT1G78460,0.154,0.6330906812462617,0.9887028019514101
AT5G47450,-0.154,0.6330906812462617,0.9887028019514101
AT5G36150,0.147,0.6487957097846665,0.9887028019514101
AT3G54530,-0.147,0.6487957097846665,0.9887028019514101
AT2G37900,0.14,0.6646331617926677,0.9887028019514101
AT1G78340,-0.14,0.6646331617926677,0.9887028019514101
AT3G11150,-0.14,0.6646331617926677,0.9887028019514101
AT4G14368,0.14,0.6646331617926677,0.9887028019514101
AT5G47000,-0.14,0.6646331617926677,0.9887028019514101
AT1G45616,-0.14,0.6646331617926677,0.9887028019514101
AT2G02990,-0.133,0.6805975082860817,0.9887028019514101
AT4G01970,-0.133,0.6805975082860817,0.9887028019514101
AT4G14365,0.133,0.6805975082860817,0.9887028019514101
AT5G57220,-0.126,0.696683109395766,0.9887028019514101
AT1G26240,0.126,0.696683109395766,0.9887028019514101
AT2G23960,0.126,0.696683109395766,0.9887028019514101
AT2G22980,-0.126,0.696683109395766,0.9887028019514101
AT5G18350,0.126,0.696683109395766,0.9887028019514101
AT5G48175,0.126,0.696683109395766,0.9887028019514101
AT4G25110,0.126,0.696683109395766,0.9887028019514101
AT2G05380,0.119,0.712884219214772,0.9887028019514101
AT1G30260,0.119,0.712884219214772,0.9887028019514101
AT1G05880,-0.119,0.712884219214772,0.9887028019514101
AT2G15490,-0.119,0.712884219214772,0.9887028019514101
AT1G13520,-0.119,0.712884219214772,0.9887028019514101
AT5G53190,-0.119,0.712884219214772,0.9887028019514101
AT2G29460,0.119,0.712884219214772,0.9887028019514101
AT5G44574,0.119,0.712884219214772,0.9887028019514101
AT5G25260,-0.112,0.729194990751066,0.9887028019514101
AT5G19890,-0.112,0.729194990751066,0.9887028019514101
AT4G08620,0.112,0.729194990751066,0.9887028019514101
AT3G19430,-0.112,0.729194990751066,0.9887028019514101
AT3G03670,0.112,0.729194990751066,0.9887028019514101
AT4G28350,-0.112,0.729194990751066,0.9887028019514101
AT4G34250,0.112,0.729194990751066,0.9887028019514101
AT5G60060,-0.112,0.729194990751066,0.9887028019514101
AT2G32610,0.112,0.729194990751066,0.9887028019514101
AT4G18197,-0.112,0.729194990751066,0.9887028019514101
AT5G13330,0.112,0.729194990751066,0.9887028019514101
AT3G60420,0.112,0.729194990751066,0.9887028019514101
AT3G63380,-0.112,0.729194990751066,0.9887028019514101
AT5G09570,0.105,0.7456094809807079,0.9887028019514101
AT5G46730,0.105,0.7456094809807079,0.9887028019514101
AT3G60470,0.105,0.7456094809807079,0.9887028019514101
AT4G24040,0.105,0.7456094809807079,0.9887028019514101
AT1G49570,-0.105,0.7456094809807079,0.9887028019514101
AT3G26830,-0.105,0.7456094809807079,0.9887028019514101
AT4G26050,-0.105,0.7456094809807079,0.9887028019514101
AT2G30770,0.099,0.7604837400712293,0.9887028019514101
AT1G23730,0.098,0.7621216559962992,0.9887028019514101
AT3G47740,0.098,0.7621216559962992,0.9887028019514101
AT3G22740,-0.098,0.7621216559962992,0.9887028019514101
AT3G59720,-0.098,0.7621216559962992,0.9887028019514101
AT2G23010,-0.098,0.7621216559962992,0.9887028019514101
AT1G51820,-0.098,0.7621216559962992,0.9887028019514101
AT3G47480,0.098,0.7621216559962992,0.9887028019514101
AT4G12490,0.098,0.7621216559962992,0.9887028019514101
AT2G30750,0.091,0.7787253962454419,0.9887028019514101
AT1G72900,-0.091,0.7787253962454419,0.9887028019514101
AT1G66700,-0.091,0.7787253962454419,0.9887028019514101
AT5G38100,-0.091,0.7787253962454419,0.9887028019514101
AT5G25250,-0.091,0.7787253962454419,0.9887028019514101
AT1G08430,-0.084,0.7954145018538978,0.9887028019514101
AT3G61390,0.084,0.7954145018538978,0.9887028019514101
AT1G48000,0.084,0.7954145018538978,0.9887028019514101
AT4G23700,0.084,0.7954145018538978,0.9887028019514101
AT1G26390,-0.084,0.7954145018538978,0.9887028019514101
AT2G04070,0.084,0.7954145018538978,0.9887028019514101
AT5G38900,-0.084,0.7954145018538978,0.9887028019514101
AT2G33710,0.084,0.7954145018538978,0.9887028019514101
AT2G16960,0.084,0.7954145018538978,0.9887028019514101
AT2G30140,0.084,0.7954145018538978,0.9887028019514101
AT2G43000,0.077,0.8121826980280591,0.9887028019514101
AT2G44340,-0.077,0.8121826980280591,0.9887028019514101
AT1G58320,0.077,0.8121826980280591,0.9887028019514101
AT1G64480,-0.077,0.8121826980280591,0.9887028019514101
AT4G02280,0.077,0.8121826980280591,0.9887028019514101
AT1G11080,-0.077,0.8121826980280591,0.9887028019514101
AT2G39510,-0.07,0.8290236405313092,0.9887028019514101
AT1G76620,-0.07,0.8290236405313092,0.9887028019514101
AT1G08090,0.07,0.8290236405313092,0.9887028019514101
AT3G21080,0.063,0.8459309212287789,0.9887028019514101
AT3G21352,0.063,0.8459309212287789,0.9887028019514101
AT1G67270,-0.063,0.8459309212287789,0.9887028019514101
AT2G33880,-0.063,0.8459309212287789,0.9887028019514101
AT5G51500,-0.063,0.8459309212287789,0.9887028019514101
AT4G37850,-0.063,0.8459309212287789,0.9887028019514101
AT4G40070,-0.063,0.8459309212287789,0.9887028019514101
AT3G20360,0.063,0.8459309212287789,0.9887028019514101
AT3G15500,0.063,0.8459309212287789,0.9887028019514101
AT3G51420,0.063,0.8459309212287789,0.9887028019514101
AT3G60270,0.063,0.8459309212287789,0.9887028019514101
AT4G00390,0.063,0.8459309212287789,0.9887028019514101
AT3G53840,-0.063,0.8459309212287789,0.9887028019514101
AT2G39400,-0.063,0.8459309212287789,0.9887028019514101
AT2G14210,-0.063,0.8459309212287789,0.9887028019514101
AT2G26370,-0.063,0.8459309212287789,0.9887028019514101
AT2G31083,-0.056,0.8628980736949713,0.9887028019514101
AT5G26920,0.056,0.8628980736949713,0.9887028019514101
AT3G05400,-0.056,0.8628980736949713,0.9887028019514101
AT4G31330,-0.056,0.8628980736949713,0.9887028019514101
AT1G32350,-0.056,0.8628980736949713,0.9887028019514101
AT1G02850,0.056,0.8628980736949713,0.9887028019514101
AT1G65481,-0.056,0.8628980736949713,0.9887028019514101
AT2G41810,-0.056,0.8628980736949713,0.9887028019514101
AT2G39980,-0.056,0.8628980736949713,0.9887028019514101
AT5G63350,0.056,0.8628980736949713,0.9887028019514101
AT2G24710,-0.056,0.8628980736949713,0.9887028019514101
AT1G65485,0.056,0.8628980736949713,0.9887028019514101
AT1G26250,0.056,0.8628980736949713,0.9887028019514101
AT5G51870,0.056,0.8628980736949713,0.9887028019514101
AT1G19250,-0.056,0.8628980736949713,0.9887028019514101
AT4G11170,0.056,0.8628980736949713,0.9887028019514101
AT4G22210,-0.049,0.8799185788786748,0.9887028019514101
AT2G45760,-0.049,0.8799185788786748,0.9887028019514101
AT5G13320,-0.049,0.8799185788786748,0.9887028019514101
AT5G39610,0.049,0.8799185788786748,0.9887028019514101
AT1G13500,0.049,0.8799185788786748,0.9887028019514101
AT2G32487,-0.049,0.8799185788786748,0.9887028019514101
AT5G28510,0.049,0.8799185788786748,0.9887028019514101
AT1G53625,-0.049,0.8799185788786748,0.9887028019514101
AT4G13420,-0.049,0.8799185788786748,0.9887028019514101
AT5G45850,0.049,0.8799185788786748,0.9887028019514101
AT3G26220,0.049,0.8799185788786748,0.9887028019514101
AT5G22300,0.042,0.8969858708195542,0.9887028019514101
AT4G35180,-0.042,0.8969858708195542,0.9887028019514101
AT5G55770,0.042,0.8969858708195542,0.9887028019514101
AT2G24720,0.042,0.8969858708195542,0.9887028019514101
AT1G29290,-0.035,0.9140933424107599,0.9887028019514101
AT4G21680,-0.035,0.9140933424107599,0.9887028019514101
AT2G28270,0.035,0.9140933424107599,0.9887028019514101
AT3G16530,0.035,0.9140933424107599,0.9887028019514101
AT1G21320,0.035,0.9140933424107599,0.9887028019514101
AT1G32970,-0.035,0.9140933424107599,0.9887028019514101
AT1G26420,0.035,0.9140933424107599,0.9887028019514101
AT1G17180,0.035,0.9140933424107599,0.9887028019514101
AT1G69930,0.035,0.9140933424107599,0.9887028019514101
AT1G76420,-0.035,0.9140933424107599,0.9887028019514101
AT2G28850,-0.028,0.9312343512018807,0.9887028019514101
AT2G35980,-0.028,0.9312343512018807,0.9887028019514101
AT5G40990,0.028,0.9312343512018807,0.9887028019514101
AT5G39120,0.028,0.9312343512018807,0.9887028019514101
AT4G18205,-0.028,0.9312343512018807,0.9887028019514101
AT3G27950,0.028,0.9312343512018807,0.9887028019514101
AT1G18970,0.028,0.9312343512018807,0.9887028019514101
AT3G46800,0.028,0.9312343512018807,0.9887028019514101
AT1G63750,-0.028,0.9312343512018807,0.9887028019514101
AT2G36110,0.028,0.9312343512018807,0.9887028019514101
AT2G04040,-0.028,0.9312343512018807,0.9887028019514101
AT3G10870,-0.028,0.9312343512018807,0.9887028019514101
AT5G16970,0.021,0.9484022252365222,0.9887028019514101
AT5G26220,-0.021,0.9484022252365222,0.9887028019514101
AT5G01900,0.021,0.9484022252365222,0.9887028019514101
AT5G02780,0.021,0.9484022252365222,0.9887028019514101
AT1G21120,-0.021,0.9484022252365222,0.9887028019514101
AT2G23170,0.014,0.9655902689187796,0.9887028019514101
AT1G34047,0.014,0.9655902689187796,0.9887028019514101
AT1G01680,0.014,0.9655902689187796,0.9887028019514101
AT1G51870,0.014,0.9655902689187796,0.9887028019514101
AT3G47510,-0.014,0.9655902689187796,0.9887028019514101
AT5G07200,0.014,0.9655902689187796,0.9887028019514101
AT5G06760,0.014,0.9655902689187796,0.9887028019514101
AT2G25440,-0.014,0.9655902689187796,0.9887028019514101
AT2G44370,-0.014,0.9655902689187796,0.9887028019514101
AT4G12170,0.014,0.9655902689187796,0.9887028019514101
AT1G14540,-0.007,0.9827917689028476,0.9905100288680533
AT4G10500,0.007,0.9827917689028476,0.9905100288680533
AT5G07560,-0.007,0.9827917689028476,0.9905100288680533
AT1G30730,0.007,0.9827917689028476,0.9905100288680533
AT5G46370,0.007,0.9827917689028476,0.9905100288680533
AT2G16380,0.007,0.9827917689028476,0.9905100288680533
AT3G60120,0.0,1.0,1.0
AT5G45120,0.0,1.0,1.0
AT5G39050,0.0,1.0,1.0
