file,group,cond,label
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,FL,FLRoot_RBOHD_1
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,FL,FLRoot_RBOHD_2
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,FL,FLRoot_RBOHD_3
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,FL,FLRoot_RBOHD_4
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,GC,GCRoot_RBOHD_1
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,GC,GCRoot_RBOHD_2
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,GC,GCRoot_RBOHD_3
APEX5_HiSeq_HiSat_counts_out_V8,RootRBOHD,GC,GCRoot_RBOHD_4
