file	group	cond	label
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	GC	GCRoot_CAX22_4
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	GC	GCRoot_CAX22_3
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	GC	GCRoot_CAX22_2
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	GC	GCRoot_CAX22_1
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	FL	FLRoot_CAX22_4
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	FL	FLRoot_CAX22_3
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	FL	FLRoot_CAX22_2
APEX5_HiSeq_Hisat_Counts_V12_CAX22_Root	RootCAX22	FL	FLRoot_CAX22_1
