file,group,cond,label
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,FL,FLShoot_RBOHD_1
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,FL,FLShoot_RBOHD_2
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,FL,FLShoot_RBOHD_3
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,FL,FLShoot_RBOHD_4
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,GC,GCShoot_RBOHD_1
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,GC,GCShoot_RBOHD_2
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,GC,GCShoot_RBOHD_3
APEX5_HiSeq_HiSat_counts_out_V8,ShootRBOHD,GC,GCShoot_RBOHD_4
