tissue,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Shoot,Root,Root,Shoot,Shoot
genotype,COL00,COL00,COL00,COL00,CAX22,CAX22,CAX22,CAX22,CAX23,CAX23,CAX23,CAX23,CAX23,CAX23,CAX23,CAX23,CAX23,CAX23,CAX22,CAX22,CAX22,CAX22,COL00,COL00,COL00,COL00,CAX23,CAX23,CAX23,CAX23,CAX22,CAX22,CAX22,CAX22,COL00,COL00,COL00,COL00,COL00,COL00,COL00,COL00,CAX22,CAX22,CAX22,CAX22
group,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,FLShoot,GCRoot,GCShoot,FLRoot,GCRoot,FLShoot,GCShoot
cond,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,GC,GC,FL,FL,GC,GC,FL,GC,FL,GC
label,FLRoot_COL00_1,FLShoot_COL00_1,GCRoot_COL00_1,GCShoot_COL00_1,FLRoot_CAX22_1,FLShoot_CAX22_1,GCRoot_CAX22_1,GCShoot_CAX22_1,FLRoot_CAX23_1,FLShoot_CAX23_1,FLRoot_CAX23_2,FLShoot_CAX23_2,GCRoot_CAX23_2,GCShoot_CAX23_2,FLRoot_CAX23_3,FLShoot_CAX23_3,GCRoot_CAX23_3,GCShoot_CAX23_3,FLRoot_CAX22_2,FLShoot_CAX22_2,GCRoot_CAX22_2,GCShoot_CAX22_2,FLRoot_COL00_2,FLShoot_COL00_2,GCRoot_COL00_2,GCShoot_COL00_2,FLRoot_CAX23_4,FLShoot_CAX23_4,GCRoot_CAX23_4,GCShoot_CAX23_4,FLRoot_CAX22_3,FLShoot_CAX22_3,GCRoot_CAX22_3,GCShoot_CAX22_3,FLRoot_COL00_3,FLShoot_COL00_3,GCRoot_COL00_3,GCShoot_COL00_3,FLRoot_COL00_4,FLShoot_COL00_4,GCRoot_COL00_4,GCShoot_COL00_4,FLRoot_CAX22_4,GCRoot_CAX22_4,FLShoot_CAX22_4,GCShoot_CAX22_4
