gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G51830,290.304870115614,-2.567697757128969,0.1299343816256502,-19.76149595667974,6.388315374937733e-87,1.539264589591247e-82
AT2G30750,208.39339533124547,4.543052051858997,0.24650916379081217,18.42954631785711,7.611870667986452e-76,9.170401187256678e-72
AT1G08090,233.81215933265054,3.482240502814207,0.20950347909636965,16.621397018482966,4.878250713922402e-62,3.918048365065343e-58
AT5G07570,119.69104369910093,-3.606696596538202,0.21958862148996403,-16.42478818832168,1.2712694533825507e-60,7.65780936981314e-57
AT5G26920,168.69820565083882,2.884478522640095,0.18748377802636373,15.385216539825024,2.0568723468950628e-53,9.912067839687307e-50
AT1G51840,106.74363509707023,-2.328795616860101,0.18260289145636285,-12.753333741249218,2.986933017273974e-37,1.1995025175202733e-33
AT1G08430,559.4379253692715,-1.344306865183297,0.10637948416162252,-12.636899640732318,1.3216324837912194e-36,4.549247813849919e-33
AT2G41810,119.77810117931243,5.32551771135582,0.43555932783226536,12.226848034366252,2.2344170703039656e-34,6.729784913621757e-31
AT1G14540,101.07644567449148,2.150899164299572,0.17687387754439643,12.160637818095458,5.036391733159933e-34,1.3483539867832065e-30
AT4G14630,168.06203365008275,2.124012994567835,0.18614695834883216,11.410409352956053,3.7097931978631e-30,8.938746710251139e-27
AT1G11080,615.3451952684795,1.0180811910758507,0.08962319888929984,11.359572116292759,6.646939421194673e-30,1.4559818668516878e-26
AT2G43570,93.93504177366394,2.124897608833783,0.19032844510801852,11.164372238883285,6.092003021440772e-29,1.2232234400134618e-25
AT1G02850,242.21367409045217,1.6661471062282878,0.15116284889146933,11.022199690246207,2.986698293498366e-28,5.535730413987933e-25
AT5G13320,74.5422013271129,6.363902086201835,0.5813894583239754,10.946022489894533,6.942987318880688e-28,1.19493771034593e-24
AT4G23700,200.33003485647797,1.8589430818129533,0.17021533482933632,10.92112578268458,9.13563426092306e-28,1.4674873834462742e-24
AT1G26380,55.10291110343577,4.783943722780165,0.44462842561401306,10.759419432470475,5.350618538834785e-27,8.057697105826509e-24
AT1G18970,121.23528426112885,1.7182257862230008,0.1604145330006248,10.711160354880743,9.022377697713289e-27,1.2787893566258923e-23
AT2G39510,386.0966439380469,1.0670401398167457,0.1044439284691237,10.216392235113888,1.674577119754564e-24,2.241607538915901e-21
AT5G47450,337.6526352691286,-1.290789815944939,0.12747266757411393,-10.126012426895047,4.23572227365767e-24,5.371564641251661e-21
AT3G08040,576.5785995155437,0.7501196407278441,0.07599034084040478,9.871249851388985,5.546908804362198e-23,6.682638382055358e-20
AT1G05650,50.98465515704939,3.259042143371782,0.3306394626287058,9.856785144341798,6.406791723398897e-23,7.35103078929983e-20
AT5G52790,341.9062790031774,-1.294056767132515,0.13222572078284286,-9.786724999274325,1.2838707702471405e-22,1.4061302822320387e-19
